# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 сантиметра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 сантиметрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 сантиметру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 сантиметром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 сантиметр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
temperature	celsius • ( = 1 K)	masculine	Цей градус Цельсія	instrumental	{0} градусом Цельсія	Вимірюється не 21 градусом Цельсія	{0} градусами Цельсія	Вимірюється не 3 градусами Цельсія	{0} градусами Цельсія	Вимірюється не 5 градусами Цельсія	{0} градуса Цельсія	Вимірюється не 0,1 градуса Цельсія
temperature	kelvins	masculine	Цей кельвін	nominative	{0} кельвін	Є 21 кельвін	{0} кельвіни	Є 3 кельвіни	{0} кельвінів	Є 5 кельвінів	{0} кельвіна	Є 0,1 кельвіна
temperature	kelvins	masculine	Цей кельвін	accusative	{0} кельвін	Знайшли 21 кельвін	{0} кельвіни	Знайшли 3 кельвіни	{0} кельвінів	Знайшли 5 кельвінів	{0} кельвіна	Знайшли 0,1 кельвіна
temperature	kelvins	masculine	Цей кельвін	genitive	{0} кельвіна	Немає 21 кельвіна	{0} кельвінів	Немає 3 кельвінів	{0} кельвінів	Немає 5 кельвінів	{0} кельвіна	Немає 0,1 кельвіна
temperature	kelvins	masculine	Цей кельвін	locative	{0} кельвіні	Міститься в 21 кельвіні	{0} кельвінах	Міститься в 3 кельвінах	{0} кельвінах	Міститься в 5 кельвінах	{0} кельвіна	Міститься в 0,1 кельвіна
temperature	kelvins	masculine	Цей кельвін	dative	{0} кельвіну	Це відповідає 21 кельвіну	{0} кельвінам	Це відповідає 3 кельвінам	{0} кельвінам	Це відповідає 5 кельвінам	{0} кельвіна	Це відповідає 0,1 кельвіна
temperature	kelvins	masculine	Цей кельвін	instrumental	{0} кельвіном	Вимірюється не 21 кельвіном	{0} кельвінами	Вимірюється не 3 кельвінами	{0} кельвінами	Вимірюється не 5 кельвінами	{0} кельвіна	Вимірюється не 0,1 кельвіна
typewidth	typographic ems	masculine	Цей типографський ем	nominative	{0} типографський ем	Є 21 типографський ем	{0} типографські еми	Є 3 типографські еми	{0} типографських емів	Є 5 типографських емів	{0} типографського ема	Є 0,1 типографського ема
typewidth	typographic ems	masculine	Цей типографський ем	accusative	{0} типографський ем	Знайшли 21 типографський ем	{0} типографські еми	Знайшли 3 типографські еми	{0} типографських емів	Знайшли 5 типографських емів	{0} типографського ема	Знайшли 0,1 типографського ема
typewidth	typographic ems	masculine	Цей типографський ем	genitive	{0} типографського ема	Немає 21 типографського ема	{0} типографських емів	Немає 3 типографських емів	{0} типографських емів	Немає 5 типографських емів	{0} типографського ема	Немає 0,1 типографського ема
typewidth	typographic ems	masculine	Цей типографський ем	locative	{0} типографському емі	Міститься в 21 типографському емі	{0} типографських емах	Міститься в 3 типографських емах	{0} типографських емах	Міститься в 5 типографських емах	{0} типографського ема	Міститься в 0,1 типографського ема
typewidth	typographic ems	masculine	Цей типографський ем	dative	{0} типографському ему	Це відповідає 21 типографському ему	{0} типографським емам	Це відповідає 3 типографським емам	{0} типографським емам	Це відповідає 5 типографським емам	{0} типографського ема	Це відповідає 0,1 типографського ема
typewidth	typographic ems	masculine	Цей типографський ем	instrumental	{0} типографським емом	Вимірюється не 21 типографським емом	{0} типографськими емами	Вимірюється не 3 типографськими емами	{0} типографськими емами	Вимірюється не 5 типографськими емами	{0} типографського ема	Вимірюється не 0,1 типографського ема
voltage	volts	masculine	Цей вольт	nominative	{0} вольт	Є 21 вольт	{0} вольти	Є 3 вольти	{0} вольтів	Є 5 вольтів	{0} вольта	Є 0,1 вольта
voltage	volts	masculine	Цей вольт	accusative	{0} вольт	Знайшли 21 вольт	{0} вольти	Знайшли 3 вольти	{0} вольтів	Знайшли 5 вольтів	{0} вольта	Знайшли 0,1 вольта
voltage	volts	masculine	Цей вольт	genitive	{0} вольта	Немає 21 вольта	{0} вольтів	Немає 3 вольтів	{0} вольтів	Немає 5 вольтів	{0} вольта	Немає 0,1 вольта
voltage	volts	masculine	Цей вольт	locative	{0} вольті	Міститься в 21 вольті	{0} вольтах	Міститься в 3 вольтах	{0} вольтах	Міститься в 5 вольтах	{0} вольта	Міститься в 0,1 вольта
voltage	volts	masculine	Цей вольт	dative	{0} вольту	Це відповідає 21 вольту	{0} вольтам	Це відповідає 3 вольтам	{0} вольтам	Це відповідає 5 вольтам	{0} вольта	Це відповідає 0,1 вольта
voltage	volts	masculine	Цей вольт	instrumental	{0} вольтом	Вимірюється не 21 вольтом	{0} вольтами	Вимірюється не 3 вольтами	{0} вольтами	Вимірюється не 5 вольтами	{0} вольта	Вимірюється не 0,1 вольта
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	nominative	{0} кубічний сантиметр	Є 21 кубічний сантиметр	{0} кубічні сантиметри	Є 3 кубічні сантиметри	{0} кубічних сантиметрів	Є 5 кубічних сантиметрів	{0} кубічного сантиметра	Є 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	accusative	{0} кубічний сантиметр	Знайшли 21 кубічний сантиметр	{0} кубічні сантиметри	Знайшли 3 кубічні сантиметри	{0} кубічних сантиметрів	Знайшли 5 кубічних сантиметрів	{0} кубічного сантиметра	Знайшли 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	genitive	{0} кубічного сантиметра	Немає 21 кубічного сантиметра	{0} кубічних сантиметрів	Немає 3 кубічних сантиметрів	{0} кубічних сантиметрів	Немає 5 кубічних сантиметрів	{0} кубічного сантиметра	Немає 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	locative	{0} кубічному сантиметрі	Міститься в 21 кубічному сантиметрі	{0} кубічних сантиметрах	Міститься в 3 кубічних сантиметрах	{0} кубічних сантиметрах	Міститься в 5 кубічних сантиметрах	{0} кубічного сантиметра	Міститься в 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	dative	{0} кубічному сантиметру	Це відповідає 21 кубічному сантиметру	{0} кубічним сантиметрам	Це відповідає 3 кубічним сантиметрам	{0} кубічним сантиметрам	Це відповідає 5 кубічним сантиметрам	{0} кубічного сантиметра	Це відповідає 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	instrumental	{0} кубічним сантиметром	Вимірюється не 21 кубічним сантиметром	{0} кубічними сантиметрами	Вимірюється не 3 кубічними сантиметрами	{0} кубічними сантиметрами	Вимірюється не 5 кубічними сантиметрами	{0} кубічного сантиметра	Вимірюється не 0,1 кубічного сантиметра
volume	milliliters	masculine	Цей мілілітр	nominative	{0} мілілітр	Є 21 мілілітр	{0} мілілітри	Є 3 мілілітри	{0} мілілітрів	Є 5 мілілітрів	{0} мілілітра	Є 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	accusative	{0} мілілітр	Знайшли 21 мілілітр	{0} мілілітри	Знайшли 3 мілілітри	{0} мілілітрів	Знайшли 5 мілілітрів	{0} мілілітра	Знайшли 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	genitive	{0} мілілітра	Немає 21 мілілітра	{0} мілілітрів	Немає 3 мілілітрів	{0} мілілітрів	Немає 5 мілілітрів	{0} мілілітра	Немає 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	locative	{0} мілілітрі	Міститься в 21 мілілітрі	{0} мілілітрах	Міститься в 3 мілілітрах	{0} мілілітрах	Міститься в 5 мілілітрах	{0} мілілітра	Міститься в 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	dative	{0} мілілітру	Це відповідає 21 мілілітру	{0} мілілітрам	Це відповідає 3 мілілітрам	{0} мілілітрам	Це відповідає 5 мілілітрам	{0} мілілітра	Це відповідає 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	instrumental	{0} мілілітром	Вимірюється не 21 мілілітром	{0} мілілітрами	Вимірюється не 3 мілілітрами	{0} мілілітрами	Вимірюється не 5 мілілітрами	{0} мілілітра	Вимірюється не 0,1 мілілітра
volume	centiliters	masculine	Цей сантилітр	nominative	{0} сантилітр	Є 21 сантилітр	{0} сантилітри	Є 3 сантилітри	{0} сантилітрів	Є 5 сантилітрів	{0} сантилітра	Є 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	accusative	{0} сантилітр	Знайшли 21 сантилітр	{0} сантилітри	Знайшли 3 сантилітри	{0} сантилітрів	Знайшли 5 сантилітрів	{0} сантилітра	Знайшли 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	genitive	{0} сантилітра	Немає 21 сантилітра	{0} сантилітрів	Немає 3 сантилітрів	{0} сантилітрів	Немає 5 сантилітрів	{0} сантилітра	Немає 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	locative	{0} сантилітрі	Міститься в 21 сантилітрі	{0} сантилітрах	Міститься в 3 сантилітрах	{0} сантилітрах	Міститься в 5 сантилітрах	{0} сантилітра	Міститься в 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	dative	{0} сантилітру	Це відповідає 21 сантилітру	{0} сантилітрам	Це відповідає 3 сантилітрам	{0} сантилітрам	Це відповідає 5 сантилітрам	{0} сантилітра	Це відповідає 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	instrumental	{0} сантилітром	Вимірюється не 21 сантилітром	{0} сантилітрами	Вимірюється не 3 сантилітрами	{0} сантилітрами	Вимірюється не 5 сантилітрами	{0} сантилітра	Вимірюється не 0,1 сантилітра
volume	deciliters	masculine	Цей децилітр	nominative	{0} децилітр	Є 21 децилітр	{0} децилітри	Є 3 децилітри	{0} децилітрів	Є 5 децилітрів	{0} децилітра	Є 0,1 децилітра
volume	deciliters	masculine	Цей децилітр	accusative	{0} децилітр	Знайшли 21 децилітр	{0} децилітри	Знайшли 3 децилітри	{0} децилітрів	Знайшли 5 децилітрів	{0} децилітра	Знайшли 0,1 децилітра
volume	deciliters	masculine	Цей децилітр	genitive	{0} децилітра	Немає 21 децилітра	{0} децилітрів	Немає 3 децилітрів	{0} децилітрів	Немає 5 децилітрів	{0} децилітра	Немає 0,1 децилітра
volume	deciliters	masculine	Цей децилітр	locative	{0} децилітрі	Міститься в 21 децилітрі	{0} децилітрах	Міститься в 3 децилітрах	{0} децилітрах	Міститься в 5 децилітрах	{0} децилітра	Міститься в 0,1 децилітра
volume	deciliters	masculine	Цей децилітр	dative	{0} децилітру	Це відповідає 21 децилітру	{0} децилітрам	Це відповідає 3 децилітрам	{0} децилітрам	Це відповідає 5 децилітрам	{0} децилітра	Це відповідає 0,1 децилітра
volume	deciliters	masculine	Цей децилітр	instrumental	{0} децилітром	Вимірюється не 21 децилітром	{0} децилітрами	Вимірюється не 3 децилітрами	{0} децилітрами	Вимірюється не 5 децилітрами	{0} децилітра	Вимірюється не 0,1 децилітра
volume	cup-metric • ( = 2.5 dL)	feminine	Ця метрична чашка	nominative	{0} метрична чашка	Є 21 метрична чашка	{0} метричні чашки	Є 3 метричні чашки	{0} метричних чашок	Є 5 метричних чашок	{0} метричної чашки	Є 0,1 метричної чашки
volume	cup-metric • ( = 2.5 dL)	feminine	Ця метрична чашка	accusative	{0} метричну чашку	Знайшли 21 метричну чашку	{0} метричні чашки	Знайшли 3 метричні чашки	{0} метричних чашок	Знайшли 5 метричних чашок	{0} метричної чашки	Знайшли 0,1 метричної чашки
volume	cup-metric • ( = 2.5 dL)	feminine	Ця метрична чашка	genitive	{0} метричної чашки	Немає 21 метричної чашки	{0} метричних чашок	Немає 3 метричних чашок	{0} метричних чашок	Немає 5 метричних чашок	{0} метричної чашки	Немає 0,1 метричної чашки
volume	cup-metric • ( = 2.5 dL)	feminine	Ця метрична чашка	locative	{0} метричній чашці	Міститься в 21 метричній чашці	{0} метричних чашках	Міститься в 3 метричних чашках	{0} метричних чашках	Міститься в 5 метричних чашках	{0} метричної чашки	Міститься в 0,1 метричної чашки
volume	cup-metric • ( = 2.5 dL)	feminine	Ця метрична чашка	dative	{0} метричній чашці	Це відповідає 21 метричній чашці	{0} метричним чашкам	Це відповідає 3 метричним чашкам	{0} метричним чашкам	Це відповідає 5 метричним чашкам	{0} метричної чашки	Це відповідає 0,1 метричної чашки
volume	cup-metric • ( = 2.5 dL)	feminine	Ця метрична чашка	instrumental	{0} метричною чашкою	Вимірюється не 21 метричною чашкою	{0} метричними чашками	Вимірюється не 3 метричними чашками	{0} метричними чашками	Вимірюється не 5 метричними чашками	{0} метричної чашки	Вимірюється не 0,1 метричної чашки
volume	pint-metric • ( = 5 dL)	feminine	Ця метрична пінта	nominative	{0} метрична пінта	Є 21 метрична пінта	{0} метричні пінти	Є 3 метричні пінти	{0} метричних пінт	Є 5 метричних пінт	{0} метричної пінти	Є 0,1 метричної пінти
volume	pint-metric • ( = 5 dL)	feminine	Ця метрична пінта	accusative	{0} метричну пінту	Знайшли 21 метричну пінту	{0} метричні пінти	Знайшли 3 метричні пінти	{0} метричних пінт	Знайшли 5 метричних пінт	{0} метричної пінти	Знайшли 0,1 метричної пінти
volume	pint-metric • ( = 5 dL)	feminine	Ця метрична пінта	genitive	{0} метричної пінти	Немає 21 метричної пінти	{0} метричних пінт	Немає 3 метричних пінт	{0} метричних пінт	Немає 5 метричних пінт	{0} метричної пінти	Немає 0,1 метричної пінти
volume	pint-metric • ( = 5 dL)	feminine	Ця метрична пінта	locative	{0} метричній пінті	Міститься в 21 метричній пінті	{0} метричних пінтах	Міститься в 3 метричних пінтах	{0} метричних пінтах	Міститься в 5 метричних пінтах	{0} метричної пінти	Міститься в 0,1 метричної пінти
volume	pint-metric • ( = 5 dL)	feminine	Ця метрична пінта	dative	{0} метричній пінті	Це відповідає 21 метричній пінті	{0} метричним пінтам	Це відповідає 3 метричним пінтам	{0} метричним пінтам	Це відповідає 5 метричним пінтам	{0} метричної пінти	Це відповідає 0,1 метричної пінти
volume	pint-metric • ( = 5 dL)	feminine	Ця метрична пінта	instrumental	{0} метричною пінтою	Вимірюється не 21 метричною пінтою	{0} метричними пінтами	Вимірюється не 3 метричними пінтами	{0} метричними пінтами	Вимірюється не 5 метричними пінтами	{0} метричної пінти	Вимірюється не 0,1 метричної пінти
volume	liters	masculine	Цей літр	nominative	{0} літр	Є 21 літр	{0} літри	Є 3 літри	{0} літрів	Є 5 літрів	{0} літра	Є 0,1 літра
volume	liters	masculine	Цей літр	accusative	{0} літр	Знайшли 21 літр	{0} літри	Знайшли 3 літри	{0} літрів	Знайшли 5 літрів	{0} літра	Знайшли 0,1 літра
volume	liters	masculine	Цей літр	genitive	{0} літра	Немає 21 літра	{0} літрів	Немає 3 літрів	{0} літрів	Немає 5 літрів	{0} літра	Немає 0,1 літра
volume	liters	masculine	Цей літр	locative	{0} літрі	Міститься в 21 літрі	{0} літрах	Міститься в 3 літрах	{0} літрах	Міститься в 5 літрах	{0} літра	Міститься в 0,1 літра
volume	liters	masculine	Цей літр	dative	{0} літру	Це відповідає 21 літру	{0} літрам	Це відповідає 3 літрам	{0} літрам	Це відповідає 5 літрам	{0} літра	Це відповідає 0,1 літра
volume	liters	masculine	Цей літр	instrumental	{0} літром	Вимірюється не 21 літром	{0} літрами	Вимірюється не 3 літрами	{0} літрами	Вимірюється не 5 літрами	{0} літра	Вимірюється не 0,1 літра
volume	hectoliters	masculine	Цей гектолітр	nominative	{0} гектолітр	Є 21 гектолітр	{0} гектолітри	Є 3 гектолітри	{0} гектолітрів	Є 5 гектолітрів	{0} гектолітра	Є 0,1 гектолітра
volume	hectoliters	masculine	Цей гектолітр	accusative	{0} гектолітр	Знайшли 21 гектолітр	{0} гектолітри	Знайшли 3 гектолітри	{0} гектолітрів	Знайшли 5 гектолітрів	{0} гектолітра	Знайшли 0,1 гектолітра
volume	hectoliters	masculine	Цей гектолітр	genitive	{0} гектолітра	Немає 21 гектолітра	{0} гектолітрів	Немає 3 гектолітрів	{0} гектолітрів	Немає 5 гектолітрів	{0} гектолітра	Немає 0,1 гектолітра
volume	hectoliters	masculine	Цей гектолітр	locative	{0} гектолітрі	Міститься в 21 гектолітрі	{0} гектолітрах	Міститься в 3 гектолітрах	{0} гектолітрах	Міститься в 5 гектолітрах	{0} гектолітра	Міститься в 0,1 гектолітра
volume	hectoliters	masculine	Цей гектолітр	dative	{0} гектолітру	Це відповідає 21 гектолітру	{0} гектолітрам	Це відповідає 3 гектолітрам	{0} гектолітрам	Це відповідає 5 гектолітрам	{0} гектолітра	Це відповідає 0,1 гектолітра
volume	hectoliters	masculine	Цей гектолітр	instrumental	{0} гектолітром	Вимірюється не 21 гектолітром	{0} гектолітрами	Вимірюється не 3 гектолітрами	{0} гектолітрами	Вимірюється не 5 гектолітрами	{0} гектолітра	Вимірюється не 0,1 гектолітра
volume	cubic meters	masculine	Цей кубічний метр	nominative	{0} кубічний метр	Є 21 кубічний метр	{0} кубічні метри	Є 3 кубічні метри	{0} кубічних метрів	Є 5 кубічних метрів	{0} кубічного метра	Є 0,1 кубічного метра
volume	cubic meters	masculine	Цей кубічний метр	accusative	{0} кубічний метр	Знайшли 21 кубічний метр	{0} кубічні метри	Знайшли 3 кубічні метри	{0} кубічних метрів	Знайшли 5 кубічних метрів	{0} кубічного метра	Знайшли 0,1 кубічного метра
volume	cubic meters	masculine	Цей кубічний метр	genitive	{0} кубічного метра	Немає 21 кубічного метра	{0} кубічних метрів	Немає 3 кубічних метрів	{0} кубічних метрів	Немає 5 кубічних метрів	{0} кубічного метра	Немає 0,1 кубічного метра
volume	cubic meters	masculine	Цей кубічний метр	locative	{0} кубічному метрі	Міститься в 21 кубічному метрі	{0} кубічних метрах	Міститься в 3 кубічних метрах	{0} кубічних метрах	Міститься в 5 кубічних метрах	{0} кубічного метра	Міститься в 0,1 кубічного метра
volume	cubic meters	masculine	Цей кубічний метр	dative	{0} кубічному метру	Це відповідає 21 кубічному метру	{0} кубічним метрам	Це відповідає 3 кубічним метрам	{0} кубічним метрам	Це відповідає 5 кубічним метрам	{0} кубічного метра	Це відповідає 0,1 кубічного метра
volume	cubic meters	masculine	Цей кубічний метр	instrumental	{0} кубічним метром	Вимірюється не 21 кубічним метром	{0} кубічними метрами	Вимірюється не 3 кубічними метрами	{0} кубічними метрами	Вимірюється не 5 кубічними метрами	{0} кубічного метра	Вимірюється не 0,1 кубічного метра
volume	megaliters	masculine	Цей мегалітр	nominative	{0} мегалітр	Є 21 мегалітр	{0} мегалітри	Є 3 мегалітри	{0} мегалітрів	Є 5 мегалітрів	{0} мегалітра	Є 0,1 мегалітра
volume	megaliters	masculine	Цей мегалітр	accusative	{0} мегалітр	Знайшли 21 мегалітр	{0} мегалітри	Знайшли 3 мегалітри	{0} мегалітрів	Знайшли 5 мегалітрів	{0} мегалітра	Знайшли 0,1 мегалітра
volume	megaliters	masculine	Цей мегалітр	genitive	{0} мегалітра	Немає 21 мегалітра	{0} мегалітрів	Немає 3 мегалітрів	{0} мегалітрів	Немає 5 мегалітрів	{0} мегалітра	Немає 0,1 мегалітра
volume	megaliters	masculine	Цей мегалітр	locative	{0} мегалітрі	Міститься в 21 мегалітрі	{0} мегалітрах	Міститься в 3 мегалітрах	{0} мегалітрах	Міститься в 5 мегалітрах	{0} мегалітра	Міститься в 0,1 мегалітра
volume	megaliters	masculine	Цей мегалітр	dative	{0} мегалітру	Це відповідає 21 мегалітру	{0} мегалітрам	Це відповідає 3 мегалітрам	{0} мегалітрам	Це відповідає 5 мегалітрам	{0} мегалітра	Це відповідає 0,1 мегалітра
volume	megaliters	masculine	Цей мегалітр	instrumental	{0} мегалітром	Вимірюється не 21 мегалітром	{0} мегалітрами	Вимірюється не 3 мегалітрами	{0} мегалітрами	Вимірюється не 5 мегалітрами	{0} мегалітра	Вимірюється не 0,1 мегалітра
volume	cubic kilometers	masculine	Цей кубічний кілометр	nominative	{0} кубічний кілометр	Є 21 кубічний кілометр	{0} кубічні кілометри	Є 3 кубічні кілометри	{0} кубічних кілометрів	Є 5 кубічних кілометрів	{0} кубічного кілометра	Є 0,1 кубічного кілометра
volume	cubic kilometers	masculine	Цей кубічний кілометр	accusative	{0} кубічний кілометр	Знайшли 21 кубічний кілометр	{0} кубічні кілометри	Знайшли 3 кубічні кілометри	{0} кубічних кілометрів	Знайшли 5 кубічних кілометрів	{0} кубічного кілометра	Знайшли 0,1 кубічного кілометра
volume	cubic kilometers	masculine	Цей кубічний кілометр	genitive	{0} кубічного кілометра	Немає 21 кубічного кілометра	{0} кубічних кілометрів	Немає 3 кубічних кілометрів	{0} кубічних кілометрів	Немає 5 кубічних кілометрів	{0} кубічного кілометра	Немає 0,1 кубічного кілометра
volume	cubic kilometers	masculine	Цей кубічний кілометр	locative	{0} кубічному кілометрі	Міститься в 21 кубічному кілометрі	{0} кубічних кілометрах	Міститься в 3 кубічних кілометрах	{0} кубічних кілометрах	Міститься в 5 кубічних кілометрах	{0} кубічного кілометра	Міститься в 0,1 кубічного кілометра
volume	cubic kilometers	masculine	Цей кубічний кілометр	dative	{0} кубічному кілометру	Це відповідає 21 кубічному кілометру	{0} кубічним кілометрам	Це відповідає 3 кубічним кілометрам	{0} кубічним кілометрам	Це відповідає 5 кубічним кілометрам	{0} кубічного кілометра	Це відповідає 0,1 кубічного кілометра
volume	cubic kilometers	masculine	Цей кубічний кілометр	instrumental	{0} кубічним кілометром	Вимірюється не 21 кубічним кілометром	{0} кубічними кілометрами	Вимірюється не 3 кубічними кілометрами	{0} кубічними кілометрами	Вимірюється не 5 кубічними кілометрами	{0} кубічного кілометра	Вимірюється не 0,1 кубічного кілометра
year-duration	month • ( = 0.08˙3 yrs)	masculine	Цей місяць	nominative	{0} місяць	Є 21 місяць	{0} місяці	Є 3 місяці	{0} місяців	Є 5 місяців	{0} місяця	Є 0,1 місяця
year-duration	month • ( = 0.08˙3 yrs)	masculine	Цей місяць	accusative	{0} місяць	Знайшли 21 місяць	{0} місяці	Знайшли 3 місяці	{0} місяців	Знайшли 5 місяців	{0} місяця	Знайшли 0,1 місяця
year-duration	month • ( = 0.08˙3 yrs)	masculine	Цей місяць	genitive	{0} місяця	Немає 21 місяця	{0} місяців	Немає 3 місяців	{0} місяців	Немає 5 місяців	{0} місяця	Немає 0,1 місяця
year-duration	month • ( = 0.08˙3 yrs)	masculine	Цей місяць	locative	{0} місяці	Міститься в 21 місяці	{0} місяцях	Міститься в 3 місяцях	{0} місяцях	Міститься в 5 місяцях	{0} місяця	Міститься в 0,1 місяця
year-duration	month • ( = 0.08˙3 yrs)	masculine	Цей місяць	dative	{0} місяцю	Це відповідає 21 місяцю	{0} місяцям	Це відповідає 3 місяцям	{0} місяцям	Це відповідає 5 місяцям	{0} місяця	Це відповідає 0,1 місяця
year-duration	month • ( = 0.08˙3 yrs)	masculine	Цей місяць	instrumental	{0} місяцем	Вимірюється не 21 місяцем	{0} місяцями	Вимірюється не 3 місяцями	{0} місяцями	Вимірюється не 5 місяцями	{0} місяця	Вимірюється не 0,1 місяця
year-duration	years	masculine	Цей рік	nominative	{0} рік	Є 21 рік	{0} роки	Є 3 роки	{0} років	Є 5 років	{0} року	Є 0,1 року
year-duration	years	masculine	Цей рік	accusative	{0} рік	Знайшли 21 рік	{0} роки	Знайшли 3 роки	{0} років	Знайшли 5 років	{0} року	Знайшли 0,1 року
year-duration	years	masculine	Цей рік	genitive	{0} року	Немає 21 року	{0} років	Немає 3 років	{0} років	Немає 5 років	{0} року	Немає 0,1 року
year-duration	years	masculine	Цей рік	locative	{0} році	Міститься в 21 році	{0} роках	Міститься в 3 роках	{0} роках	Міститься в 5 роках	{0} року	Міститься в 0,1 року
year-duration	years	masculine	Цей рік	dative	{0} року	Це відповідає 21 року	{0} рокам	Це відповідає 3 рокам	{0} рокам	Це відповідає 5 рокам	{0} року	Це відповідає 0,1 року
year-duration	years	masculine	Цей рік	instrumental	{0} роком	Вимірюється не 21 роком	{0} роками	Вимірюється не 3 роками	{0} роками	Вимірюється не 5 роками	{0} року	Вимірюється не 0,1 року
year-duration	decades	neuter	Це десятиріччя	nominative	{0} десятиріччя	Є 21 десятиріччя	{0} десятиріччя	Є 3 десятиріччя	{0} десятиріч	Є 5 десятиріч	{0} десятиріччя	Є 0,1 десятиріччя
year-duration	decades	neuter	Це десятиріччя	accusative	{0} десятиріччя	Знайшли 21 десятиріччя	{0} десятиріччя	Знайшли 3 десятиріччя	{0} десятиріч	Знайшли 5 десятиріч	{0} десятиріччя	Знайшли 0,1 десятиріччя
year-duration	decades	neuter	Це десятиріччя	genitive	{0} десятиріччя	Немає 21 десятиріччя	{0} десятиріч	Немає 3 десятиріч	{0} десятиріч	Немає 5 десятиріч	{0} десятиріччя	Немає 0,1 десятиріччя
year-duration	decades	neuter	Це десятиріччя	locative	{0} десятиріччі	Міститься в 21 десятиріччі	{0} десятиріччях	Міститься в 3 десятиріччях	{0} десятиріччях	Міститься в 5 десятиріччях	{0} десятиріччя	Міститься в 0,1 десятиріччя
