# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 centimetru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 centimetr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 centimetru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 centimetr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 centimetru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 centimetr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 centimetrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>centimetr</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>centimetr</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
substance-amount	items	feminine	Jedna položka stála 135 Kč.	dative	{0} položce	Díky 1 položce navíc to mohl stihnout.	{0} položkám	Díky 3 položkám navíc to mohl stihnout.	{0} položky	Díky 0,1 položky navíc to mohl stihnout.	{0} položkám	Díky 5 položkám navíc to mohl stihnout.
substance-amount	items	feminine	Jedna položka stála 135 Kč.	instrumental	{0} položkou	Spokojíme se s 1 položkou.	{0} položkami	Spokojíme se s 3 položkami.	{0} položky	Spokojíme se s 0,1 položky.	{0} položkami	Spokojíme se s 5 položkami.
substance-amount	mole • ( = 602,214,076,000,000,000,000,000 items)	inanimate	Jeden mol stál 135 Kč.	nominative	{0} mol	Chybí ještě 1 mol.	{0} moly	Chybí ještě 3 moly.	{0} molu	Chybí ještě 0,1 molu.	{0} molů	Chybí ještě 5 molů.
substance-amount	mole • ( = 602,214,076,000,000,000,000,000 items)	inanimate	Jeden mol stál 135 Kč.	accusative	{0} mol	Naměřili jsme 1 mol.	{0} moly	Naměřili jsme 3 moly.	{0} molu	Naměřili jsme 0,1 molu.	{0} molů	Naměřili jsme 5 molů.
substance-amount	mole • ( = 602,214,076,000,000,000,000,000 items)	inanimate	Jeden mol stál 135 Kč.	genitive	{0} molu	Bez 1 molu se obejdeme.	{0} molů	Bez 3 molů se obejdeme.	{0} molu	Bez 0,1 molu se obejdeme.	{0} molů	Bez 5 molů se obejdeme.
substance-amount	mole • ( = 602,214,076,000,000,000,000,000 items)	inanimate	Jeden mol stál 135 Kč.	locative	{0} molu	Po 1 molu se zastavil.	{0} molech	Po 3 molech se zastavil.	{0} molu	Po 0,1 molu se zastavil.	{0} molech	Po 5 molech se zastavil.
substance-amount	mole • ( = 602,214,076,000,000,000,000,000 items)	inanimate	Jeden mol stál 135 Kč.	dative	{0} molu	Díky 1 molu navíc to mohl stihnout.	{0} molům	Díky 3 molům navíc to mohl stihnout.	{0} molu	Díky 0,1 molu navíc to mohl stihnout.	{0} molům	Díky 5 molům navíc to mohl stihnout.
substance-amount	mole • ( = 602,214,076,000,000,000,000,000 items)	inanimate	Jeden mol stál 135 Kč.	instrumental	{0} molem	Spokojíme se s 1 molem.	{0} moly	Spokojíme se s 3 moly.	{0} molu	Spokojíme se s 0,1 molu.	{0} moly	Spokojíme se s 5 moly.
temperature	°	inanimate	Jeden stupeň stál 135 Kč.	nominative	{0} stupeň	Chybí ještě 1 stupeň.	{0} stupně	Chybí ještě 3 stupně.	{0} stupně	Chybí ještě 0,1 stupně.	{0} stupňů	Chybí ještě 5 stupňů.
temperature	°	inanimate	Jeden stupeň stál 135 Kč.	accusative	{0} stupeň	Naměřili jsme 1 stupeň.	{0} stupně	Naměřili jsme 3 stupně.	{0} stupně	Naměřili jsme 0,1 stupně.	{0} stupňů	Naměřili jsme 5 stupňů.
temperature	°	inanimate	Jeden stupeň stál 135 Kč.	genitive	{0} stupně	Bez 1 stupně se obejdeme.	{0} stupňů	Bez 3 stupňů se obejdeme.	{0} stupně	Bez 0,1 stupně se obejdeme.	{0} stupňů	Bez 5 stupňů se obejdeme.
temperature	°	inanimate	Jeden stupeň stál 135 Kč.	locative	{0} stupni	Po 1 stupni se zastavil.	{0} stupních	Po 3 stupních se zastavil.	{0} stupně	Po 0,1 stupně se zastavil.	{0} stupních	Po 5 stupních se zastavil.
temperature	°	inanimate	Jeden stupeň stál 135 Kč.	dative	{0} stupni	Díky 1 stupni navíc to mohl stihnout.	{0} stupňům	Díky 3 stupňům navíc to mohl stihnout.	{0} stupně	Díky 0,1 stupně navíc to mohl stihnout.	{0} stupňům	Díky 5 stupňům navíc to mohl stihnout.
temperature	°	inanimate	Jeden stupeň stál 135 Kč.	instrumental	{0} stupněm	Spokojíme se s 1 stupněm.	{0} stupni	Spokojíme se s 3 stupni.	{0} stupně	Spokojíme se s 0,1 stupně.	{0} stupni	Spokojíme se s 5 stupni.
temperature	celsius • ( = 1 K)	inanimate	Jeden stupeň Celsia stál 135 Kč.	nominative	{0} stupeň Celsia	Chybí ještě 1 stupeň Celsia.	{0} stupně Celsia	Chybí ještě 3 stupně Celsia.	{0} stupně Celsia	Chybí ještě 0,1 stupně Celsia.	{0} stupňů Celsia	Chybí ještě 5 stupňů Celsia.
temperature	celsius • ( = 1 K)	inanimate	Jeden stupeň Celsia stál 135 Kč.	accusative	{0} stupeň Celsia	Naměřili jsme 1 stupeň Celsia.	{0} stupně Celsia	Naměřili jsme 3 stupně Celsia.	{0} stupně Celsia	Naměřili jsme 0,1 stupně Celsia.	{0} stupňů Celsia	Naměřili jsme 5 stupňů Celsia.
temperature	celsius • ( = 1 K)	inanimate	Jeden stupeň Celsia stál 135 Kč.	genitive	{0} stupně Celsia	Bez 1 stupně Celsia se obejdeme.	{0} stupňů Celsia	Bez 3 stupňů Celsia se obejdeme.	{0} stupně Celsia	Bez 0,1 stupně Celsia se obejdeme.	{0} stupňů Celsia	Bez 5 stupňů Celsia se obejdeme.
temperature	celsius • ( = 1 K)	inanimate	Jeden stupeň Celsia stál 135 Kč.	locative	{0} stupni Celsia	Po 1 stupni Celsia se zastavil.	{0} stupních Celsia	Po 3 stupních Celsia se zastavil.	{0} stupně Celsia	Po 0,1 stupně Celsia se zastavil.	{0} stupních Celsia	Po 5 stupních Celsia se zastavil.
temperature	celsius • ( = 1 K)	inanimate	Jeden stupeň Celsia stál 135 Kč.	dative	{0} stupni Celsia	Díky 1 stupni Celsia navíc to mohl stihnout.	{0} stupňům Celsia	Díky 3 stupňům Celsia navíc to mohl stihnout.	{0} stupně Celsia	Díky 0,1 stupně Celsia navíc to mohl stihnout.	{0} stupňům Celsia	Díky 5 stupňům Celsia navíc to mohl stihnout.
temperature	celsius • ( = 1 K)	inanimate	Jeden stupeň Celsia stál 135 Kč.	instrumental	{0} stupněm Celsia	Spokojíme se s 1 stupněm Celsia.	{0} stupni Celsia	Spokojíme se s 3 stupni Celsia.	{0} stupně Celsia	Spokojíme se s 0,1 stupně Celsia.	{0} stupni Celsia	Spokojíme se s 5 stupni Celsia.
temperature	kelvins	inanimate	Jeden kelvin stál 135 Kč.	nominative	{0} kelvin	Chybí ještě 1 kelvin.	{0} kelviny	Chybí ještě 3 kelviny.	{0} kelvinu	Chybí ještě 0,1 kelvinu.	{0} kelvinů	Chybí ještě 5 kelvinů.
temperature	kelvins	inanimate	Jeden kelvin stál 135 Kč.	accusative	{0} kelvin	Naměřili jsme 1 kelvin.	{0} kelviny	Naměřili jsme 3 kelviny.	{0} kelvinu	Naměřili jsme 0,1 kelvinu.	{0} kelvinů	Naměřili jsme 5 kelvinů.
temperature	kelvins	inanimate	Jeden kelvin stál 135 Kč.	genitive	{0} kelvinu	Bez 1 kelvinu se obejdeme.	{0} kelvinů	Bez 3 kelvinů se obejdeme.	{0} kelvinu	Bez 0,1 kelvinu se obejdeme.	{0} kelvinů	Bez 5 kelvinů se obejdeme.
temperature	kelvins	inanimate	Jeden kelvin stál 135 Kč.	locative	{0} kelvinu	Po 1 kelvinu se zastavil.	{0} kelvinech	Po 3 kelvinech se zastavil.	{0} kelvinu	Po 0,1 kelvinu se zastavil.	{0} kelvinech	Po 5 kelvinech se zastavil.
temperature	kelvins	inanimate	Jeden kelvin stál 135 Kč.	dative	{0} kelvinu	Díky 1 kelvinu navíc to mohl stihnout.	{0} kelvinům	Díky 3 kelvinům navíc to mohl stihnout.	{0} kelvinu	Díky 0,1 kelvinu navíc to mohl stihnout.	{0} kelvinům	Díky 5 kelvinům navíc to mohl stihnout.
temperature	kelvins	inanimate	Jeden kelvin stál 135 Kč.	instrumental	{0} kelvinem	Spokojíme se s 1 kelvinem.	{0} kelviny	Spokojíme se s 3 kelviny.	{0} kelvinu	Spokojíme se s 0,1 kelvinu.	{0} kelviny	Spokojíme se s 5 kelviny.
typewidth	typographic ems	inanimate	Jeden čtverčík stál 135 Kč.	nominative	{0} čtverčík	Chybí ještě 1 čtverčík.	{0} čtverčíky	Chybí ještě 3 čtverčíky.	{0} čtverčíku	Chybí ještě 0,1 čtverčíku.	{0} čtverčíků	Chybí ještě 5 čtverčíků.
typewidth	typographic ems	inanimate	Jeden čtverčík stál 135 Kč.	accusative	{0} čtverčík	Naměřili jsme 1 čtverčík.	{0} čtverčíky	Naměřili jsme 3 čtverčíky.	{0} čtverčíku	Naměřili jsme 0,1 čtverčíku.	{0} čtverčíků	Naměřili jsme 5 čtverčíků.
typewidth	typographic ems	inanimate	Jeden čtverčík stál 135 Kč.	genitive	{0} čtverčíku	Bez 1 čtverčíku se obejdeme.	{0} čtverčíků	Bez 3 čtverčíků se obejdeme.	{0} čtverčíku	Bez 0,1 čtverčíku se obejdeme.	{0} čtverčíků	Bez 5 čtverčíků se obejdeme.
typewidth	typographic ems	inanimate	Jeden čtverčík stál 135 Kč.	locative	{0} čtverčíku	Po 1 čtverčíku se zastavil.	{0} čtverčících	Po 3 čtverčících se zastavil.	{0} čtverčíku	Po 0,1 čtverčíku se zastavil.	{0} čtverčících	Po 5 čtverčících se zastavil.
typewidth	typographic ems	inanimate	Jeden čtverčík stál 135 Kč.	dative	{0} čtverčíku	Díky 1 čtverčíku navíc to mohl stihnout.	{0} čtverčíkům	Díky 3 čtverčíkům navíc to mohl stihnout.	{0} čtverčíku	Díky 0,1 čtverčíku navíc to mohl stihnout.	{0} čtverčíkům	Díky 5 čtverčíkům navíc to mohl stihnout.
typewidth	typographic ems	inanimate	Jeden čtverčík stál 135 Kč.	instrumental	{0} čtverčíkem	Spokojíme se s 1 čtverčíkem.	{0} čtverčíky	Spokojíme se s 3 čtverčíky.	{0} čtverčíku	Spokojíme se s 0,1 čtverčíku.	{0} čtverčíky	Spokojíme se s 5 čtverčíky.
voltage	volts	inanimate	Jeden volt stál 135 Kč.	nominative	{0} volt	Chybí ještě 1 volt.	{0} volty	Chybí ještě 3 volty.	{0} voltu	Chybí ještě 0,1 voltu.	{0} voltů	Chybí ještě 5 voltů.
voltage	volts	inanimate	Jeden volt stál 135 Kč.	accusative	{0} volt	Naměřili jsme 1 volt.	{0} volty	Naměřili jsme 3 volty.	{0} voltu	Naměřili jsme 0,1 voltu.	{0} voltů	Naměřili jsme 5 voltů.
voltage	volts	inanimate	Jeden volt stál 135 Kč.	genitive	{0} voltu	Bez 1 voltu se obejdeme.	{0} voltů	Bez 3 voltů se obejdeme.	{0} voltu	Bez 0,1 voltu se obejdeme.	{0} voltů	Bez 5 voltů se obejdeme.
voltage	volts	inanimate	Jeden volt stál 135 Kč.	locative	{0} voltu	Po 1 voltu se zastavil.	{0} voltech	Po 3 voltech se zastavil.	{0} voltu	Po 0,1 voltu se zastavil.	{0} voltech	Po 5 voltech se zastavil.
voltage	volts	inanimate	Jeden volt stál 135 Kč.	dative	{0} voltu	Díky 1 voltu navíc to mohl stihnout.	{0} voltům	Díky 3 voltům navíc to mohl stihnout.	{0} voltu	Díky 0,1 voltu navíc to mohl stihnout.	{0} voltům	Díky 5 voltům navíc to mohl stihnout.
voltage	volts	inanimate	Jeden volt stál 135 Kč.	instrumental	{0} voltem	Spokojíme se s 1 voltem.	{0} volty	Spokojíme se s 3 volty.	{0} voltu	Spokojíme se s 0,1 voltu.	{0} volty	Spokojíme se s 5 volty.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	nominative	{0} centimetr krychlový	Chybí ještě 1 centimetr krychlový.	{0} centimetry krychlové	Chybí ještě 3 centimetry krychlové.	{0} centimetru krychlového	Chybí ještě 0,1 centimetru krychlového.	{0} centimetrů krychlových	Chybí ještě 5 centimetrů krychlových.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	accusative	{0} centimetr krychlový	Naměřili jsme 1 centimetr krychlový.	{0} centimetry krychlové	Naměřili jsme 3 centimetry krychlové.	{0} centimetru krychlového	Naměřili jsme 0,1 centimetru krychlového.	{0} centimetrů krychlových	Naměřili jsme 5 centimetrů krychlových.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	genitive	{0} centimetru krychlového	Bez 1 centimetru krychlového se obejdeme.	{0} centimetrů krychlových	Bez 3 centimetrů krychlových se obejdeme.	{0} centimetru krychlového	Bez 0,1 centimetru krychlového se obejdeme.	{0} centimetrů krychlových	Bez 5 centimetrů krychlových se obejdeme.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	locative	{0} centimetru krychlovém	Po 1 centimetru krychlovém se zastavil.	{0} centimetrech krychlových	Po 3 centimetrech krychlových se zastavil.	{0} centimetru krychlového	Po 0,1 centimetru krychlového se zastavil.	{0} centimetrech krychlových	Po 5 centimetrech krychlových se zastavil.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	dative	{0} centimetru krychlovému	Díky 1 centimetru krychlovému navíc to mohl stihnout.	{0} centimetrům krychlovým	Díky 3 centimetrům krychlovým navíc to mohl stihnout.	{0} centimetru krychlového	Díky 0,1 centimetru krychlového navíc to mohl stihnout.	{0} centimetrům krychlovým	Díky 5 centimetrům krychlovým navíc to mohl stihnout.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	instrumental	{0} centimetrem krychlovým	Spokojíme se s 1 centimetrem krychlovým.	{0} centimetry krychlovými	Spokojíme se s 3 centimetry krychlovými.	{0} centimetru krychlového	Spokojíme se s 0,1 centimetru krychlového.	{0} centimetry krychlovými	Spokojíme se s 5 centimetry krychlovými.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	nominative	{0} mililitr	Chybí ještě 1 mililitr.	{0} mililitry	Chybí ještě 3 mililitry.	{0} mililitru	Chybí ještě 0,1 mililitru.	{0} mililitrů	Chybí ještě 5 mililitrů.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	accusative	{0} mililitr	Naměřili jsme 1 mililitr.	{0} mililitry	Naměřili jsme 3 mililitry.	{0} mililitru	Naměřili jsme 0,1 mililitru.	{0} mililitrů	Naměřili jsme 5 mililitrů.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	genitive	{0} mililitru	Bez 1 mililitru se obejdeme.	{0} mililitrů	Bez 3 mililitrů se obejdeme.	{0} mililitru	Bez 0,1 mililitru se obejdeme.	{0} mililitrů	Bez 5 mililitrů se obejdeme.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	locative	{0} mililitru	Po 1 mililitru se zastavil.	{0} mililitrech	Po 3 mililitrech se zastavil.	{0} mililitru	Po 0,1 mililitru se zastavil.	{0} mililitrech	Po 5 mililitrech se zastavil.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	dative	{0} mililitru	Díky 1 mililitru navíc to mohl stihnout.	{0} mililitrům	Díky 3 mililitrům navíc to mohl stihnout.	{0} mililitru	Díky 0,1 mililitru navíc to mohl stihnout.	{0} mililitrům	Díky 5 mililitrům navíc to mohl stihnout.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	instrumental	{0} mililitrem	Spokojíme se s 1 mililitrem.	{0} mililitry	Spokojíme se s 3 mililitry.	{0} mililitru	Spokojíme se s 0,1 mililitru.	{0} mililitry	Spokojíme se s 5 mililitry.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	nominative	{0} centilitr	Chybí ještě 1 centilitr.	{0} centilitry	Chybí ještě 3 centilitry.	{0} centilitru	Chybí ještě 0,1 centilitru.	{0} centilitrů	Chybí ještě 5 centilitrů.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	accusative	{0} centilitr	Naměřili jsme 1 centilitr.	{0} centilitry	Naměřili jsme 3 centilitry.	{0} centilitru	Naměřili jsme 0,1 centilitru.	{0} centilitrů	Naměřili jsme 5 centilitrů.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	genitive	{0} centilitru	Bez 1 centilitru se obejdeme.	{0} centilitrů	Bez 3 centilitrů se obejdeme.	{0} centilitru	Bez 0,1 centilitru se obejdeme.	{0} centilitrů	Bez 5 centilitrů se obejdeme.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	locative	{0} centilitru	Po 1 centilitru se zastavil.	{0} centilitrech	Po 3 centilitrech se zastavil.	{0} centilitru	Po 0,1 centilitru se zastavil.	{0} centilitrech	Po 5 centilitrech se zastavil.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	dative	{0} centilitru	Díky 1 centilitru navíc to mohl stihnout.	{0} centilitrům	Díky 3 centilitrům navíc to mohl stihnout.	{0} centilitru	Díky 0,1 centilitru navíc to mohl stihnout.	{0} centilitrům	Díky 5 centilitrům navíc to mohl stihnout.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	instrumental	{0} centilitrem	Spokojíme se s 1 centilitrem.	{0} centilitry	Spokojíme se s 3 centilitry.	{0} centilitru	Spokojíme se s 0,1 centilitru.	{0} centilitry	Spokojíme se s 5 centilitry.
volume	deciliters	inanimate	Jeden decilitr stál 135 Kč.	nominative	{0} decilitr	Chybí ještě 1 decilitr.	{0} decilitry	Chybí ještě 3 decilitry.	{0} decilitru	Chybí ještě 0,1 decilitru.	{0} decilitrů	Chybí ještě 5 decilitrů.
volume	deciliters	inanimate	Jeden decilitr stál 135 Kč.	accusative	{0} decilitr	Naměřili jsme 1 decilitr.	{0} decilitry	Naměřili jsme 3 decilitry.	{0} decilitru	Naměřili jsme 0,1 decilitru.	{0} decilitrů	Naměřili jsme 5 decilitrů.
volume	deciliters	inanimate	Jeden decilitr stál 135 Kč.	genitive	{0} decilitru	Bez 1 decilitru se obejdeme.	{0} decilitrů	Bez 3 decilitrů se obejdeme.	{0} decilitru	Bez 0,1 decilitru se obejdeme.	{0} decilitrů	Bez 5 decilitrů se obejdeme.
volume	deciliters	inanimate	Jeden decilitr stál 135 Kč.	locative	{0} decilitru	Po 1 decilitru se zastavil.	{0} decilitrech	Po 3 decilitrech se zastavil.	{0} decilitru	Po 0,1 decilitru se zastavil.	{0} decilitrech	Po 5 decilitrech se zastavil.
volume	deciliters	inanimate	Jeden decilitr stál 135 Kč.	dative	{0} decilitru	Díky 1 decilitru navíc to mohl stihnout.	{0} decilitrům	Díky 3 decilitrům navíc to mohl stihnout.	{0} decilitru	Díky 0,1 decilitru navíc to mohl stihnout.	{0} decilitrům	Díky 5 decilitrům navíc to mohl stihnout.
volume	deciliters	inanimate	Jeden decilitr stál 135 Kč.	instrumental	{0} decilitrem	Spokojíme se s 1 decilitrem.	{0} decilitry	Spokojíme se s 3 decilitry.	{0} decilitru	Spokojíme se s 0,1 decilitru.	{0} decilitry	Spokojíme se s 5 decilitry.
volume	cup-metric • ( = 2.5 dL)	inanimate	Jeden metrický šálek stál 135 Kč.	nominative	{0} metrický šálek	Chybí ještě 1 metrický šálek.	{0} metrické šálky	Chybí ještě 3 metrické šálky.	{0} metrického šálku	Chybí ještě 0,1 metrického šálku.	{0} metrických šálků	Chybí ještě 5 metrických šálků.
volume	cup-metric • ( = 2.5 dL)	inanimate	Jeden metrický šálek stál 135 Kč.	accusative	{0} metrický šálek	Naměřili jsme 1 metrický šálek.	{0} metrické šálky	Naměřili jsme 3 metrické šálky.	{0} metrického šálku	Naměřili jsme 0,1 metrického šálku.	{0} metrických šálků	Naměřili jsme 5 metrických šálků.
volume	cup-metric • ( = 2.5 dL)	inanimate	Jeden metrický šálek stál 135 Kč.	genitive	{0} metrického šálku	Bez 1 metrického šálku se obejdeme.	{0} metrických šálků	Bez 3 metrických šálků se obejdeme.	{0} metrického šálku	Bez 0,1 metrického šálku se obejdeme.	{0} metrických šálků	Bez 5 metrických šálků se obejdeme.
volume	cup-metric • ( = 2.5 dL)	inanimate	Jeden metrický šálek stál 135 Kč.	locative	{0} metrickém šálku	Po 1 metrickém šálku se zastavil.	{0} metrických šálcích	Po 3 metrických šálcích se zastavil.	{0} metrického šálku	Po 0,1 metrického šálku se zastavil.	{0} metrických šálcích	Po 5 metrických šálcích se zastavil.
volume	cup-metric • ( = 2.5 dL)	inanimate	Jeden metrický šálek stál 135 Kč.	dative	{0} metrickému šálku	Díky 1 metrickému šálku navíc to mohl stihnout.	{0} metrickým šálkům	Díky 3 metrickým šálkům navíc to mohl stihnout.	{0} metrického šálku	Díky 0,1 metrického šálku navíc to mohl stihnout.	{0} metrickým šálkům	Díky 5 metrickým šálkům navíc to mohl stihnout.
volume	cup-metric • ( = 2.5 dL)	inanimate	Jeden metrický šálek stál 135 Kč.	instrumental	{0} metrickým šálkem	Spokojíme se s 1 metrickým šálkem.	{0} metrickými šálky	Spokojíme se s 3 metrickými šálky.	{0} metrického šálku	Spokojíme se s 0,1 metrického šálku.	{0} metrickými šálky	Spokojíme se s 5 metrickými šálky.
volume	pint-metric • ( = 5 dL)	feminine	Jedna metrická pinta stála 135 Kč.	nominative	{0} metrická pinta	Chybí ještě 1 metrická pinta.	{0} metrické pinty	Chybí ještě 3 metrické pinty.	{0} metrické pinty	Chybí ještě 0,1 metrické pinty.	{0} metrických pint	Chybí ještě 5 metrických pint.
volume	pint-metric • ( = 5 dL)	feminine	Jedna metrická pinta stála 135 Kč.	accusative	{0} metrickou pintu	Naměřili jsme 1 metrickou pintu.	{0} metrické pinty	Naměřili jsme 3 metrické pinty.	{0} metrické pinty	Naměřili jsme 0,1 metrické pinty.	{0} metrických pint	Naměřili jsme 5 metrických pint.
volume	pint-metric • ( = 5 dL)	feminine	Jedna metrická pinta stála 135 Kč.	genitive	{0} metrické pinty	Bez 1 metrické pinty se obejdeme.	{0} metrických pint	Bez 3 metrických pint se obejdeme.	{0} metrické pinty	Bez 0,1 metrické pinty se obejdeme.	{0} metrických pint	Bez 5 metrických pint se obejdeme.
volume	pint-metric • ( = 5 dL)	feminine	Jedna metrická pinta stála 135 Kč.	locative	{0} metrické pintě	Po 1 metrické pintě se zastavil.	{0} metrických pintách	Po 3 metrických pintách se zastavil.	{0} metrické pinty	Po 0,1 metrické pinty se zastavil.	{0} metrických pintách	Po 5 metrických pintách se zastavil.
volume	pint-metric • ( = 5 dL)	feminine	Jedna metrická pinta stála 135 Kč.	dative	{0} metrické pintě	Díky 1 metrické pintě navíc to mohl stihnout.	{0} metrickým pintám	Díky 3 metrickým pintám navíc to mohl stihnout.	{0} metrické pinty	Díky 0,1 metrické pinty navíc to mohl stihnout.	{0} metrickým pintám	Díky 5 metrickým pintám navíc to mohl stihnout.
volume	pint-metric • ( = 5 dL)	feminine	Jedna metrická pinta stála 135 Kč.	instrumental	{0} metrickou pintou	Spokojíme se s 1 metrickou pintou.	{0} metrickými pintami	Spokojíme se s 3 metrickými pintami.	{0} metrické pinty	Spokojíme se s 0,1 metrické pinty.	{0} metrickými pintami	Spokojíme se s 5 metrickými pintami.
volume	liters	inanimate	Jeden litr stál 135 Kč.	nominative	{0} litr	Chybí ještě 1 litr.	{0} litry	Chybí ještě 3 litry.	{0} litru	Chybí ještě 0,1 litru.	{0} litrů	Chybí ještě 5 litrů.
volume	liters	inanimate	Jeden litr stál 135 Kč.	accusative	{0} litr	Naměřili jsme 1 litr.	{0} litry	Naměřili jsme 3 litry.	{0} litru	Naměřili jsme 0,1 litru.	{0} litrů	Naměřili jsme 5 litrů.
volume	liters	inanimate	Jeden litr stál 135 Kč.	genitive	{0} litru	Bez 1 litru se obejdeme.	{0} litrů	Bez 3 litrů se obejdeme.	{0} litru	Bez 0,1 litru se obejdeme.	{0} litrů	Bez 5 litrů se obejdeme.
volume	liters	inanimate	Jeden litr stál 135 Kč.	locative	{0} litru	Po 1 litru se zastavil.	{0} litrech	Po 3 litrech se zastavil.	{0} litru	Po 0,1 litru se zastavil.	{0} litrech	Po 5 litrech se zastavil.
volume	liters	inanimate	Jeden litr stál 135 Kč.	dative	{0} litru	Díky 1 litru navíc to mohl stihnout.	{0} litrům	Díky 3 litrům navíc to mohl stihnout.	{0} litru	Díky 0,1 litru navíc to mohl stihnout.	{0} litrům	Díky 5 litrům navíc to mohl stihnout.
