# Grammatical Features
#Locale	ID	Feature	Usage	Values
Latvian	lv	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative
Latvian	lv	grammaticalCase	units	nominative, accusative, genitive, locative, dative
Latvian	lv	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	zero	{0} diennakšu	<div class='cldr_example'><span class='cldr_substituted'>10</span> diennakšu</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakšu</div>
Plural	one	{0} diennakts	<div class='cldr_example'><span class='cldr_substituted'>1</span> diennakts</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakts</div>
Plural	other	{0} diennaktis	<div class='cldr_example'><span class='cldr_substituted'>2</span> diennaktis</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> diennaktis</div>
Case (for measurement units)	nominative	pagājusi {0}	<div class='cldr_example'>pagājusi <span class='cldr_substituted'>1 megapikselis</span></div><div class='cldr_example'>❌  pagājusi <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	accusative	palikt {0}	<div class='cldr_example'>palikt <span class='cldr_substituted'>1 megapikseli</span></div><div class='cldr_example'>❌  palikt <span class='cldr_substituted'>1 megapikselim</span></div>
Case (for measurement units)	genitive	{0} brauciens	<div class='cldr_example'><span class='cldr_substituted'>10 MP</span> brauciens</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 megapikseli</span> brauciens</div>
Case (for measurement units)	locative	izdarīts {0}	<div class='cldr_example'>izdarīts <span class='cldr_substituted'>1 megapikselī</span></div><div class='cldr_example'>❌  izdarīts <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	dative	pietiks {0}	<div class='cldr_example'>pietiks <span class='cldr_substituted'>1 megapikselim</span></div><div class='cldr_example'>❌  pietiks <span class='cldr_substituted'>1 megapikseli</span></div>
Gender (for measurement units)	masculine	viens {0}	<div class='cldr_example'>viens <span class='cldr_substituted'>mēnesis</span></div><div class='cldr_example'>❌  viens <span class='cldr_substituted'>diena</span></div>
Gender (for measurement units)	feminine	gara {0}	<div class='cldr_example'>gara <span class='cldr_substituted'>diena</span></div><div class='cldr_example'>❌  gara <span class='cldr_substituted'>mēnesis</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
length	meters	masculine	viens metrs	nominative	{0} metru	pagājusi 10 metru	{0} metrs	pagājusi 21 metrs	{0} metri	pagājusi 3 metri
length	meters	masculine	viens metrs	accusative	{0} metru	palikt 10 metru	{0} metru	palikt 21 metru	{0} metrus	palikt 3 metrus
length	meters	masculine	viens metrs	genitive	{0} metru	10 metru brauciens	{0} metra	21 metra brauciens	{0} metru	3 metru brauciens
length	meters	masculine	viens metrs	locative	{0} metru	izdarīts 10 metru	{0} metrā	izdarīts 21 metrā	{0} metros	izdarīts 3 metros
length	meters	masculine	viens metrs	dative	{0} metru	pietiks 10 metru	{0} metram	pietiks 21 metram	{0} metriem	pietiks 3 metriem
length	fathom • ( = 1.8288 m)	n/a	n/a	nominative	{0} fatomu	pagājusi 10 fatomu	{0} fatoms	pagājusi 21 fatoms	{0} fatomi	pagājusi 3 fatomi
length	fathom • ( = 1.8288 m)	n/a	n/a	accusative	{0} fatomu	palikt 10 fatomu	{0} fatoms	palikt 21 fatoms	{0} fatomi	palikt 3 fatomi
length	fathom • ( = 1.8288 m)	n/a	n/a	genitive	{0} fatomu	10 fatomu brauciens	{0} fatoms	21 fatoms brauciens	{0} fatomi	3 fatomi brauciens
length	fathom • ( = 1.8288 m)	n/a	n/a	locative	{0} fatomu	izdarīts 10 fatomu	{0} fatoms	izdarīts 21 fatoms	{0} fatomi	izdarīts 3 fatomi
length	fathom • ( = 1.8288 m)	n/a	n/a	dative	{0} fatomu	pietiks 10 fatomu	{0} fatoms	pietiks 21 fatoms	{0} fatomi	pietiks 3 fatomi
length	furlong • ( = 201.168 m)	n/a	n/a	nominative	{0} furlongu	pagājusi 10 furlongu	{0} furlongs	pagājusi 21 furlongs	{0} furlongi	pagājusi 3 furlongi
length	furlong • ( = 201.168 m)	n/a	n/a	accusative	{0} furlongu	palikt 10 furlongu	{0} furlongs	palikt 21 furlongs	{0} furlongi	palikt 3 furlongi
length	furlong • ( = 201.168 m)	n/a	n/a	genitive	{0} furlongu	10 furlongu brauciens	{0} furlongs	21 furlongs brauciens	{0} furlongi	3 furlongi brauciens
length	furlong • ( = 201.168 m)	n/a	n/a	locative	{0} furlongu	izdarīts 10 furlongu	{0} furlongs	izdarīts 21 furlongs	{0} furlongi	izdarīts 3 furlongi
length	furlong • ( = 201.168 m)	n/a	n/a	dative	{0} furlongu	pietiks 10 furlongu	{0} furlongs	pietiks 21 furlongs	{0} furlongi	pietiks 3 furlongi
length	kilometers	masculine	viens kilometrs	nominative	{0} kilometru	pagājusi 10 kilometru	{0} kilometrs	pagājusi 21 kilometrs	{0} kilometri	pagājusi 3 kilometri
length	kilometers	masculine	viens kilometrs	accusative	{0} kilometru	palikt 10 kilometru	{0} kilometru	palikt 21 kilometru	{0} kilometrus	palikt 3 kilometrus
length	kilometers	masculine	viens kilometrs	genitive	{0} kilometru	10 kilometru brauciens	{0} kilometra	21 kilometra brauciens	{0} kilometru	3 kilometru brauciens
length	kilometers	masculine	viens kilometrs	locative	{0} kilometru	izdarīts 10 kilometru	{0} kilometrā	izdarīts 21 kilometrā	{0} kilometros	izdarīts 3 kilometros
length	kilometers	masculine	viens kilometrs	dative	{0} kilometru	pietiks 10 kilometru	{0} kilometram	pietiks 21 kilometram	{0} kilometriem	pietiks 3 kilometriem
length	mile • ( = 1.609344 km)	n/a	n/a	nominative	{0} jūdžu	pagājusi 10 jūdžu	{0} jūdze	pagājusi 21 jūdze	{0} jūdzes	pagājusi 3 jūdzes
length	mile • ( = 1.609344 km)	n/a	n/a	accusative	{0} jūdžu	palikt 10 jūdžu	{0} jūdze	palikt 21 jūdze	{0} jūdzes	palikt 3 jūdzes
length	mile • ( = 1.609344 km)	n/a	n/a	genitive	{0} jūdžu	10 jūdžu brauciens	{0} jūdze	21 jūdze brauciens	{0} jūdzes	3 jūdzes brauciens
length	mile • ( = 1.609344 km)	n/a	n/a	locative	{0} jūdžu	izdarīts 10 jūdžu	{0} jūdze	izdarīts 21 jūdze	{0} jūdzes	izdarīts 3 jūdzes
length	mile • ( = 1.609344 km)	n/a	n/a	dative	{0} jūdžu	pietiks 10 jūdžu	{0} jūdze	pietiks 21 jūdze	{0} jūdzes	pietiks 3 jūdzes
length	mile-scandinavian • ( = 10 km)	feminine	gara skandināvu jūdze	nominative	{0} skandināvu jūdžu	pagājusi 10 skandināvu jūdžu	{0} skandināvu jūdze	pagājusi 21 skandināvu jūdze	{0} skandināvu jūdzes	pagājusi 3 skandināvu jūdzes
length	mile-scandinavian • ( = 10 km)	feminine	gara skandināvu jūdze	accusative	{0} skandināvu jūdžu	palikt 10 skandināvu jūdžu	{0} skandināvu jūdzi	palikt 21 skandināvu jūdzi	{0} skandināvu jūdzes	palikt 3 skandināvu jūdzes
length	mile-scandinavian • ( = 10 km)	feminine	gara skandināvu jūdze	genitive	{0} skandināvu jūdžu	10 skandināvu jūdžu brauciens	{0} skandināvu jūdzes	21 skandināvu jūdzes brauciens	{0} skandināvu jūdžu	3 skandināvu jūdžu brauciens
length	mile-scandinavian • ( = 10 km)	feminine	gara skandināvu jūdze	locative	{0} skandināvu jūdžu	izdarīts 10 skandināvu jūdžu	{0} skandināvu jūdzē	izdarīts 21 skandināvu jūdzē	{0} skandināvu jūdzēs	izdarīts 3 skandināvu jūdzēs
length	mile-scandinavian • ( = 10 km)	feminine	gara skandināvu jūdze	dative	{0} skandināvu jūdžu	pietiks 10 skandināvu jūdžu	{0} skandināvu jūdzei	pietiks 21 skandināvu jūdzei	{0} skandināvu jūdzēm	pietiks 3 skandināvu jūdzēm
length	earth-radius • ( = 6378.1 km)	n/a	n/a	nominative	{0} R⊕	pagājusi 10 R⊕	{0} Zemes rādiuss	pagājusi 21 Zemes rādiuss	{0} Zemes rādiuss	pagājusi 3 Zemes rādiuss
length	earth-radius • ( = 6378.1 km)	n/a	n/a	accusative	{0} R⊕	palikt 10 R⊕	{0} Zemes rādiuss	palikt 21 Zemes rādiuss	{0} Zemes rādiuss	palikt 3 Zemes rādiuss
length	earth-radius • ( = 6378.1 km)	n/a	n/a	genitive	{0} R⊕	10 R⊕ brauciens	{0} Zemes rādiuss	21 Zemes rādiuss brauciens	{0} Zemes rādiuss	3 Zemes rādiuss brauciens
length	earth-radius • ( = 6378.1 km)	n/a	n/a	locative	{0} R⊕	izdarīts 10 R⊕	{0} Zemes rādiuss	izdarīts 21 Zemes rādiuss	{0} Zemes rādiuss	izdarīts 3 Zemes rādiuss
length	earth-radius • ( = 6378.1 km)	n/a	n/a	dative	{0} R⊕	pietiks 10 R⊕	{0} Zemes rādiuss	pietiks 21 Zemes rādiuss	{0} Zemes rādiuss	pietiks 3 Zemes rādiuss
length	solar-radius • ( = 695700 km)	n/a	n/a	nominative	{0} R☉	pagājusi 10 R☉	{0} Saules rādiuss	pagājusi 21 Saules rādiuss	{0} Saules rādiusi	pagājusi 3 Saules rādiusi
length	solar-radius • ( = 695700 km)	n/a	n/a	accusative	{0} R☉	palikt 10 R☉	{0} Saules rādiuss	palikt 21 Saules rādiuss	{0} Saules rādiusi	palikt 3 Saules rādiusi
length	solar-radius • ( = 695700 km)	n/a	n/a	genitive	{0} R☉	10 R☉ brauciens	{0} Saules rādiuss	21 Saules rādiuss brauciens	{0} Saules rādiusi	3 Saules rādiusi brauciens
length	solar-radius • ( = 695700 km)	n/a	n/a	locative	{0} R☉	izdarīts 10 R☉	{0} Saules rādiuss	izdarīts 21 Saules rādiuss	{0} Saules rādiusi	izdarīts 3 Saules rādiusi
length	solar-radius • ( = 695700 km)	n/a	n/a	dative	{0} R☉	pietiks 10 R☉	{0} Saules rādiuss	pietiks 21 Saules rādiuss	{0} Saules rādiusi	pietiks 3 Saules rādiusi
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	nominative	{0} gaismas gadu	pagājusi 10 gaismas gadu	{0} gaismas gads	pagājusi 21 gaismas gads	{0} gaismas gadi	pagājusi 3 gaismas gadi
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	accusative	{0} gaismas gadu	palikt 10 gaismas gadu	{0} gaismas gads	palikt 21 gaismas gads	{0} gaismas gadi	palikt 3 gaismas gadi
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	genitive	{0} gaismas gadu	10 gaismas gadu brauciens	{0} gaismas gads	21 gaismas gads brauciens	{0} gaismas gadi	3 gaismas gadi brauciens
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	locative	{0} gaismas gadu	izdarīts 10 gaismas gadu	{0} gaismas gads	izdarīts 21 gaismas gads	{0} gaismas gadi	izdarīts 3 gaismas gadi
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	dative	{0} gaismas gadu	pietiks 10 gaismas gadu	{0} gaismas gads	pietiks 21 gaismas gads	{0} gaismas gadi	pietiks 3 gaismas gadi
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	nominative	{0} parseku	pagājusi 10 parseku	{0} parseks	pagājusi 21 parseks	{0} parseki	pagājusi 3 parseki
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	accusative	{0} parseku	palikt 10 parseku	{0} parseks	palikt 21 parseks	{0} parseki	palikt 3 parseki
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	genitive	{0} parseku	10 parseku brauciens	{0} parseks	21 parseks brauciens	{0} parseki	3 parseki brauciens
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	locative	{0} parseku	izdarīts 10 parseku	{0} parseks	izdarīts 21 parseks	{0} parseki	izdarīts 3 parseki
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	dative	{0} parseku	pietiks 10 parseku	{0} parseks	pietiks 21 parseks	{0} parseki	pietiks 3 parseki
luminous-flux	lumen	masculine	viens lūmens	nominative	{0} lūmenu	pagājusi 10 lūmenu	{0} lūmens	pagājusi 21 lūmens	{0} lūmeni	pagājusi 3 lūmeni
luminous-flux	lumen	masculine	viens lūmens	accusative	{0} lūmenu	palikt 10 lūmenu	{0} lūmenu	palikt 21 lūmenu	{0} lūmenus	palikt 3 lūmenus
luminous-flux	lumen	masculine	viens lūmens	genitive	{0} lūmenu	10 lūmenu brauciens	{0} lūmena	21 lūmena brauciens	{0} lūmenu	3 lūmenu brauciens
luminous-flux	lumen	masculine	viens lūmens	locative	{0} lūmenu	izdarīts 10 lūmenu	{0} lūmenā	izdarīts 21 lūmenā	{0} lūmenos	izdarīts 3 lūmenos
luminous-flux	lumen	masculine	viens lūmens	dative	{0} lūmenu	pietiks 10 lūmenu	{0} lūmenam	pietiks 21 lūmenam	{0} lūmeniem	pietiks 3 lūmeniem
luminous-intensity	candela	feminine	gara kandela	nominative	{0} kandelu	pagājusi 10 kandelu	{0} kandela	pagājusi 21 kandela	{0} kandelas	pagājusi 3 kandelas
luminous-intensity	candela	feminine	gara kandela	accusative	{0} kandelu	palikt 10 kandelu	{0} kandelu	palikt 21 kandelu	{0} kandelas	palikt 3 kandelas
luminous-intensity	candela	feminine	gara kandela	genitive	{0} kandelu	10 kandelu brauciens	{0} kandelas	21 kandelas brauciens	{0} kandelu	3 kandelu brauciens
luminous-intensity	candela	feminine	gara kandela	locative	{0} kandelu	izdarīts 10 kandelu	{0} kandelā	izdarīts 21 kandelā	{0} kandelām	izdarīts 3 kandelām
luminous-intensity	candela	feminine	gara kandela	dative	{0} kandelu	pietiks 10 kandelu	{0} kandelai	pietiks 21 kandelai	{0} kandelām	pietiks 3 kandelām
mass	micrograms	masculine	viens mikrograms	nominative	{0} mikrogramu	pagājusi 10 mikrogramu	{0} mikrograms	pagājusi 21 mikrograms	{0} mikrogrami	pagājusi 3 mikrogrami
mass	micrograms	masculine	viens mikrograms	accusative	{0} mikrogramu	palikt 10 mikrogramu	{0} mikrogramu	palikt 21 mikrogramu	{0} mikrogramus	palikt 3 mikrogramus
mass	micrograms	masculine	viens mikrograms	genitive	{0} mikrogramu	10 mikrogramu brauciens	{0} mikrograma	21 mikrograma brauciens	{0} mikrogramu	3 mikrogramu brauciens
mass	micrograms	masculine	viens mikrograms	locative	{0} mikrogramu	izdarīts 10 mikrogramu	{0} mikrogramā	izdarīts 21 mikrogramā	{0} mikrogramos	izdarīts 3 mikrogramos
mass	micrograms	masculine	viens mikrograms	dative	{0} mikrogramu	pietiks 10 mikrogramu	{0} mikrogramam	pietiks 21 mikrogramam	{0} mikrogramiem	pietiks 3 mikrogramiem
mass	milligrams	masculine	viens miligrams	nominative	{0} miligramu	pagājusi 10 miligramu	{0} miligrams	pagājusi 21 miligrams	{0} miligrami	pagājusi 3 miligrami
mass	milligrams	masculine	viens miligrams	accusative	{0} miligramu	palikt 10 miligramu	{0} miligramu	palikt 21 miligramu	{0} miligramus	palikt 3 miligramus
mass	milligrams	masculine	viens miligrams	genitive	{0} miligramu	10 miligramu brauciens	{0} miligrama	21 miligrama brauciens	{0} miligramu	3 miligramu brauciens
mass	milligrams	masculine	viens miligrams	locative	{0} miligramu	izdarīts 10 miligramu	{0} miligramā	izdarīts 21 miligramā	{0} miligramos	izdarīts 3 miligramos
mass	milligrams	masculine	viens miligrams	dative	{0} miligramu	pietiks 10 miligramu	{0} miligramam	pietiks 21 miligramam	{0} miligramiem	pietiks 3 miligramiem
mass	grain • ( = 64.79891 mg)	n/a	n/a	nominative	{0} granu	pagājusi 10 granu	{0} grans	pagājusi 21 grans	{0} grana	pagājusi 3 grana
mass	grain • ( = 64.79891 mg)	n/a	n/a	accusative	{0} granu	palikt 10 granu	{0} grans	palikt 21 grans	{0} grana	palikt 3 grana
mass	grain • ( = 64.79891 mg)	n/a	n/a	genitive	{0} granu	10 granu brauciens	{0} grans	21 grans brauciens	{0} grana	3 grana brauciens
mass	grain • ( = 64.79891 mg)	n/a	n/a	locative	{0} granu	izdarīts 10 granu	{0} grans	izdarīts 21 grans	{0} grana	izdarīts 3 grana
mass	grain • ( = 64.79891 mg)	n/a	n/a	dative	{0} granu	pietiks 10 granu	{0} grans	pietiks 21 grans	{0} grana	pietiks 3 grana
mass	carat • ( = 200 mg)	masculine	viens karāts	nominative	{0} karātu	pagājusi 10 karātu	{0} karāts	pagājusi 21 karāts	{0} karāti	pagājusi 3 karāti
mass	carat • ( = 200 mg)	masculine	viens karāts	accusative	{0} karātu	palikt 10 karātu	{0} karātu	palikt 21 karātu	{0} karātus	palikt 3 karātus
mass	carat • ( = 200 mg)	masculine	viens karāts	genitive	{0} karātu	10 karātu brauciens	{0} karāta	21 karāta brauciens	{0} karātu	3 karātu brauciens
mass	carat • ( = 200 mg)	masculine	viens karāts	locative	{0} karātu	izdarīts 10 karātu	{0} karātā	izdarīts 21 karātā	{0} karātos	izdarīts 3 karātos
mass	carat • ( = 200 mg)	masculine	viens karāts	dative	{0} karātu	pietiks 10 karātu	{0} karātam	pietiks 21 karātam	{0} karātiem	pietiks 3 karātiem
mass	grams	masculine	viens grams	nominative	{0} gramu	pagājusi 10 gramu	{0} grams	pagājusi 21 grams	{0} grami	pagājusi 3 grami
mass	grams	masculine	viens grams	accusative	{0} gramu	palikt 10 gramu	{0} gramu	palikt 21 gramu	{0} gramus	palikt 3 gramus
mass	grams	masculine	viens grams	genitive	{0} gramu	10 gramu brauciens	{0} grama	21 grama brauciens	{0} gramu	3 gramu brauciens
mass	grams	masculine	viens grams	locative	{0} gramu	izdarīts 10 gramu	{0} gramā	izdarīts 21 gramā	{0} gramos	izdarīts 3 gramos
mass	grams	masculine	viens grams	dative	{0} gramu	pietiks 10 gramu	{0} gramam	pietiks 21 gramam	{0} gramiem	pietiks 3 gramiem
mass	ounce • ( = 28.349523125 g)	n/a	n/a	nominative	{0} unču	pagājusi 10 unču	{0} unce	pagājusi 21 unce	{0} unces	pagājusi 3 unces
mass	ounce • ( = 28.349523125 g)	n/a	n/a	accusative	{0} unču	palikt 10 unču	{0} unce	palikt 21 unce	{0} unces	palikt 3 unces
mass	ounce • ( = 28.349523125 g)	n/a	n/a	genitive	{0} unču	10 unču brauciens	{0} unce	21 unce brauciens	{0} unces	3 unces brauciens
mass	ounce • ( = 28.349523125 g)	n/a	n/a	locative	{0} unču	izdarīts 10 unču	{0} unce	izdarīts 21 unce	{0} unces	izdarīts 3 unces
mass	ounce • ( = 28.349523125 g)	n/a	n/a	dative	{0} unču	pietiks 10 unču	{0} unce	pietiks 21 unce	{0} unces	pietiks 3 unces
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	nominative	{0} Trojas unču	pagājusi 10 Trojas unču	{0} Trojas unce	pagājusi 21 Trojas unce	{0} Trojas unces	pagājusi 3 Trojas unces
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	accusative	{0} Trojas unču	palikt 10 Trojas unču	{0} Trojas unce	palikt 21 Trojas unce	{0} Trojas unces	palikt 3 Trojas unces
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	genitive	{0} Trojas unču	10 Trojas unču brauciens	{0} Trojas unce	21 Trojas unce brauciens	{0} Trojas unces	3 Trojas unces brauciens
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	locative	{0} Trojas unču	izdarīts 10 Trojas unču	{0} Trojas unce	izdarīts 21 Trojas unce	{0} Trojas unces	izdarīts 3 Trojas unces
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	dative	{0} Trojas unču	pietiks 10 Trojas unču	{0} Trojas unce	pietiks 21 Trojas unce	{0} Trojas unces	pietiks 3 Trojas unces
mass	pound • ( = 453.59237 g)	n/a	n/a	nominative	{0} mārciņu	pagājusi 10 mārciņu	{0} mārciņa	pagājusi 21 mārciņa	{0} mārciņas	pagājusi 3 mārciņas
mass	pound • ( = 453.59237 g)	n/a	n/a	accusative	{0} mārciņu	palikt 10 mārciņu	{0} mārciņa	palikt 21 mārciņa	{0} mārciņas	palikt 3 mārciņas
mass	pound • ( = 453.59237 g)	n/a	n/a	genitive	{0} mārciņu	10 mārciņu brauciens	{0} mārciņa	21 mārciņa brauciens	{0} mārciņas	3 mārciņas brauciens
mass	pound • ( = 453.59237 g)	n/a	n/a	locative	{0} mārciņu	izdarīts 10 mārciņu	{0} mārciņa	izdarīts 21 mārciņa	{0} mārciņas	izdarīts 3 mārciņas
mass	pound • ( = 453.59237 g)	n/a	n/a	dative	{0} mārciņu	pietiks 10 mārciņu	{0} mārciņa	pietiks 21 mārciņa	{0} mārciņas	pietiks 3 mārciņas
mass	kilograms	masculine	viens kilograms	nominative	{0} kilogramu	pagājusi 10 kilogramu	{0} kilograms	pagājusi 21 kilograms	{0} kilogrami	pagājusi 3 kilogrami
mass	kilograms	masculine	viens kilograms	accusative	{0} kilogramu	palikt 10 kilogramu	{0} kilogramu	palikt 21 kilogramu	{0} kilogramus	palikt 3 kilogramus
mass	kilograms	masculine	viens kilograms	genitive	{0} kilogramu	10 kilogramu brauciens	{0} kilograma	21 kilograma brauciens	{0} kilogramu	3 kilogramu brauciens
mass	kilograms	masculine	viens kilograms	locative	{0} kilogramu	izdarīts 10 kilogramu	{0} kilogramā	izdarīts 21 kilogramā	{0} kilogramos	izdarīts 3 kilogramos
mass	kilograms	masculine	viens kilograms	dative	{0} kilogramu	pietiks 10 kilogramu	{0} kilogramam	pietiks 21 kilogramam	{0} kilogramiem	pietiks 3 kilogramiem
mass	stone • ( = 6.35029318 kg)	n/a	n/a	nominative	{0} stounu	pagājusi 10 stounu	{0} stouns	pagājusi 21 stouns	{0} stouni	pagājusi 3 stouni
mass	stone • ( = 6.35029318 kg)	n/a	n/a	accusative	{0} stounu	palikt 10 stounu	{0} stouns	palikt 21 stouns	{0} stouni	palikt 3 stouni
mass	stone • ( = 6.35029318 kg)	n/a	n/a	genitive	{0} stounu	10 stounu brauciens	{0} stouns	21 stouns brauciens	{0} stouni	3 stouni brauciens
mass	stone • ( = 6.35029318 kg)	n/a	n/a	locative	{0} stounu	izdarīts 10 stounu	{0} stouns	izdarīts 21 stouns	{0} stouni	izdarīts 3 stouni
mass	stone • ( = 6.35029318 kg)	n/a	n/a	dative	{0} stounu	pietiks 10 stounu	{0} stouns	pietiks 21 stouns	{0} stouni	pietiks 3 stouni
mass	ton • ( = 0.90718474 t)	n/a	n/a	nominative	{0} tonnu	pagājusi 10 tonnu	{0} tonna	pagājusi 21 tonna	{0} tonnas	pagājusi 3 tonnas
mass	ton • ( = 0.90718474 t)	n/a	n/a	accusative	{0} tonnu	palikt 10 tonnu	{0} tonna	palikt 21 tonna	{0} tonnas	palikt 3 tonnas
mass	ton • ( = 0.90718474 t)	n/a	n/a	genitive	{0} tonnu	10 tonnu brauciens	{0} tonna	21 tonna brauciens	{0} tonnas	3 tonnas brauciens
mass	ton • ( = 0.90718474 t)	n/a	n/a	locative	{0} tonnu	izdarīts 10 tonnu	{0} tonna	izdarīts 21 tonna	{0} tonnas	izdarīts 3 tonnas
mass	ton • ( = 0.90718474 t)	n/a	n/a	dative	{0} tonnu	pietiks 10 tonnu	{0} tonna	pietiks 21 tonna	{0} tonnas	pietiks 3 tonnas
mass	metric tons	feminine	gara metriskā tonna	nominative	{0} metrisko tonnu	pagājusi 10 metrisko tonnu	{0} metriskā tonna	pagājusi 21 metriskā tonna	{0} metriskās tonnas	pagājusi 3 metriskās tonnas
mass	metric tons	feminine	gara metriskā tonna	accusative	{0} metrisko tonnu	palikt 10 metrisko tonnu	{0} metrisko tonnu	palikt 21 metrisko tonnu	{0} metriskās tonnas	palikt 3 metriskās tonnas
mass	metric tons	feminine	gara metriskā tonna	genitive	{0} metrisko tonnu	10 metrisko tonnu brauciens	{0} metriskās tonnas	21 metriskās tonnas brauciens	{0} metrisko tonnu	3 metrisko tonnu brauciens
mass	metric tons	feminine	gara metriskā tonna	locative	{0} metrisko tonnu	izdarīts 10 metrisko tonnu	{0} metriskajā tonnā	izdarīts 21 metriskajā tonnā	{0} metriskajās tonnās	izdarīts 3 metriskajās tonnās
mass	metric tons	feminine	gara metriskā tonna	dative	{0} metrisko tonnu	pietiks 10 metrisko tonnu	{0} metriskajai tonnai	pietiks 21 metriskajai tonnai	{0} metriskajām tonnām	pietiks 3 metriskajām tonnām
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	nominative	{0} M⊕	pagājusi 10 M⊕	{0} Zemes masa	pagājusi 21 Zemes masa	{0} Zemes masas	pagājusi 3 Zemes masas
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	accusative	{0} M⊕	palikt 10 M⊕	{0} Zemes masa	palikt 21 Zemes masa	{0} Zemes masas	palikt 3 Zemes masas
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	genitive	{0} M⊕	10 M⊕ brauciens	{0} Zemes masa	21 Zemes masa brauciens	{0} Zemes masas	3 Zemes masas brauciens
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	locative	{0} M⊕	izdarīts 10 M⊕	{0} Zemes masa	izdarīts 21 Zemes masa	{0} Zemes masas	izdarīts 3 Zemes masas
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	dative	{0} M⊕	pietiks 10 M⊕	{0} Zemes masa	pietiks 21 Zemes masa	{0} Zemes masas	pietiks 3 Zemes masas
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	nominative	{0} M☉	pagājusi 10 M☉	{0} Saules masa	pagājusi 21 Saules masa	{0} Saules masas	pagājusi 3 Saules masas
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	accusative	{0} M☉	palikt 10 M☉	{0} Saules masa	palikt 21 Saules masa	{0} Saules masas	palikt 3 Saules masas
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	genitive	{0} M☉	10 M☉ brauciens	{0} Saules masa	21 Saules masa brauciens	{0} Saules masas	3 Saules masas brauciens
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	locative	{0} M☉	izdarīts 10 M☉	{0} Saules masa	izdarīts 21 Saules masa	{0} Saules masas	izdarīts 3 Saules masas
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	dative	{0} M☉	pietiks 10 M☉	{0} Saules masa	pietiks 21 Saules masa	{0} Saules masas	pietiks 3 Saules masas
night-duration	nights	n/a	n/a	nominative	{0} night	pagājusi 10 night	{0} night	pagājusi 21 night	{0} night	pagājusi 3 night
night-duration	nights	n/a	n/a	accusative	{0} night	palikt 10 night	{0} night	palikt 21 night	{0} night	palikt 3 night
night-duration	nights	n/a	n/a	genitive	{0} night	10 night brauciens	{0} night	21 night brauciens	{0} night	3 night brauciens
night-duration	nights	n/a	n/a	locative	{0} night	izdarīts 10 night	{0} night	izdarīts 21 night	{0} night	izdarīts 3 night
night-duration	nights	n/a	n/a	dative	{0} night	pietiks 10 night	{0} night	pietiks 21 night	{0} night	pietiks 3 night
portion	parts per billion	n/a	n/a	nominative	{0} ppb	pagājusi 10 ppb	{0} ppb	pagājusi 21 ppb	{0} ppb	pagājusi 3 ppb
portion	parts per billion	n/a	n/a	accusative	{0} ppb	palikt 10 ppb	{0} ppb	palikt 21 ppb	{0} ppb	palikt 3 ppb
portion	parts per billion	n/a	n/a	genitive	{0} ppb	10 ppb brauciens	{0} ppb	21 ppb brauciens	{0} ppb	3 ppb brauciens
portion	parts per billion	n/a	n/a	locative	{0} ppb	izdarīts 10 ppb	{0} ppb	izdarīts 21 ppb	{0} ppb	izdarīts 3 ppb
