# Grammatical Features
#Locale	ID	Feature	Usage	Values
Punjabi	pa	grammaticalCase	general	nominative, oblique
Punjabi	pa	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} ਘੰਟਾ	<div class='cldr_example'><span class='cldr_substituted'>1</span> ਘੰਟਾ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> ਘੰਟਾ</div>
Plural	other	{0} ਘੰਟੇ	<div class='cldr_example'><span class='cldr_substituted'>2</span> ਘੰਟੇ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> ਘੰਟੇ</div>
Case (for measurement units)	nominative	ਅਧਿਆਪਕ ਨੇ {0} ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਪੜ੍ਹਾਇਆ</div>
Case (for measurement units)	oblique	ਅਧਿਆਪਕ ਨੇ {0} ਤੱਕ ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div>
Gender (for measurement units)	masculine	ਇਹ ਕਿੰਨੇ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div>
Gender (for measurement units)	feminine	ਇਹ ਕਿੰਨੀ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 3.0
length	mile-scandinavian • ( = 10 km)	masculine	ਇਹ ਕਿੰਨੇ ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ ਦਾ ਹੈ	nominative	{0} ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ ਪੜ੍ਹਾਇਆ	{0} ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ ਪੜ੍ਹਾਇਆ
length	mile-scandinavian • ( = 10 km)	masculine	ਇਹ ਕਿੰਨੇ ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ ਦਾ ਹੈ	oblique	{0} ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਲ-ਸਕੈਂਡਿਨੇਵਿਆਈ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	earth-radius • ( = 6378.1 km)	n/a	n/a	nominative	{0} ਧਰਤੀ ਦਾ ਘੇਰਾ	ਅਧਿਆਪਕ ਨੇ 1 ਧਰਤੀ ਦਾ ਘੇਰਾ ਪੜ੍ਹਾਇਆ	{0} ਧਰਤੀ ਦਾ ਘੇਰਾ	ਅਧਿਆਪਕ ਨੇ 3 ਧਰਤੀ ਦਾ ਘੇਰਾ ਪੜ੍ਹਾਇਆ
length	earth-radius • ( = 6378.1 km)	n/a	n/a	oblique	{0} ਧਰਤੀ ਦਾ ਘੇਰਾ	ਅਧਿਆਪਕ ਨੇ 1 ਧਰਤੀ ਦਾ ਘੇਰਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਧਰਤੀ ਦਾ ਘੇਰਾ	ਅਧਿਆਪਕ ਨੇ 3 ਧਰਤੀ ਦਾ ਘੇਰਾ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	solar-radius • ( = 695700 km)	n/a	n/a	nominative	{0} ਸੋਲਰ ਰੇਡੀਅਸ	ਅਧਿਆਪਕ ਨੇ 1 ਸੋਲਰ ਰੇਡੀਅਸ ਪੜ੍ਹਾਇਆ	{0} ਸੋਲਰ ਰੇਡੀਅਸ	ਅਧਿਆਪਕ ਨੇ 3 ਸੋਲਰ ਰੇਡੀਅਸ ਪੜ੍ਹਾਇਆ
length	solar-radius • ( = 695700 km)	n/a	n/a	oblique	{0} ਸੋਲਰ ਰੇਡੀਅਸ	ਅਧਿਆਪਕ ਨੇ 1 ਸੋਲਰ ਰੇਡੀਅਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਸੋਲਰ ਰੇਡੀਅਸ	ਅਧਿਆਪਕ ਨੇ 3 ਸੋਲਰ ਰੇਡੀਅਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	nominative	{0} ਪ੍ਰਕਾਸ਼ ਸਾਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪ੍ਰਕਾਸ਼ ਸਾਲ ਪੜ੍ਹਾਇਆ	{0} ਪ੍ਰਕਾਸ਼ ਸਾਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪ੍ਰਕਾਸ਼ ਸਾਲ ਪੜ੍ਹਾਇਆ
length	light-year • ( = 9460730472580.8 km)	n/a	n/a	oblique	{0} ਪ੍ਰਕਾਸ਼ ਸਾਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪ੍ਰਕਾਸ਼ ਸਾਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪ੍ਰਕਾਸ਼ ਸਾਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪ੍ਰਕਾਸ਼ ਸਾਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	nominative	{0} ਪਾਸੈੱਕ	ਅਧਿਆਪਕ ਨੇ 1 ਪਾਸੈੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਾਸੈੱਕ	ਅਧਿਆਪਕ ਨੇ 3 ਪਾਸੈੱਕ ਪੜ੍ਹਾਇਆ
length	parsec • ( = ~3.085677581491367E13 km)	n/a	n/a	oblique	{0} ਪਾਸੈੱਕ	ਅਧਿਆਪਕ ਨੇ 1 ਪਾਸੈੱਕ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਾਸੈੱਕ	ਅਧਿਆਪਕ ਨੇ 3 ਪਾਸੈੱਕ ਤੱਕ ਪੜ੍ਹਾਇਆ
luminous-flux	lumen	masculine	ਇਹ ਕਿੰਨੇ ਲੁਮੇਨ ਦਾ ਹੈ	nominative	{0} ਲੁਮੇਨ	ਅਧਿਆਪਕ ਨੇ 1 ਲੁਮੇਨ ਪੜ੍ਹਾਇਆ	{0} ਲੁਮੇਨ	ਅਧਿਆਪਕ ਨੇ 3 ਲੁਮੇਨ ਪੜ੍ਹਾਇਆ
luminous-flux	lumen	masculine	ਇਹ ਕਿੰਨੇ ਲੁਮੇਨ ਦਾ ਹੈ	oblique	{0} ਲੁਮੇਨ	ਅਧਿਆਪਕ ਨੇ 1 ਲੁਮੇਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਲੁਮੇਨ	ਅਧਿਆਪਕ ਨੇ 3 ਲੁਮੇਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
luminous-intensity	candela	masculine	ਇਹ ਕਿੰਨੇ ਕੈਂਡੇਲਾ ਦਾ ਹੈ	nominative	{0} ਕੈਂਡੇਲਾ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਂਡੇਲਾ ਪੜ੍ਹਾਇਆ	{0} ਕੈਂਡੇਲਾ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਂਡੇਲਾ ਪੜ੍ਹਾਇਆ
luminous-intensity	candela	masculine	ਇਹ ਕਿੰਨੇ ਕੈਂਡੇਲਾ ਦਾ ਹੈ	oblique	{0} ਕੈਂਡੇਲਾ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਂਡੇਲਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੈਂਡੇਲਾ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਂਡੇਲਾ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	micrograms	masculine	ਇਹ ਕਿੰਨੇ ਮਾਈਕਰੋਗ੍ਰਾਮ ਦਾ ਹੈ	nominative	{0} ਮਾਈਕਰੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਮਾਈਕਰੋਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ	{0} ਮਾਈਕਰੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਮਾਈਕਰੋਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ
mass	micrograms	masculine	ਇਹ ਕਿੰਨੇ ਮਾਈਕਰੋਗ੍ਰਾਮ ਦਾ ਹੈ	oblique	{0} ਮਾਈਕਰੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਮਾਈਕਰੋਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਾਈਕਰੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਮਾਈਕਰੋਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	milligrams	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਗ੍ਰਾਮ ਦਾ ਹੈ	nominative	{0} ਮਿਲੀਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ
mass	milligrams	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਗ੍ਰਾਮ ਦਾ ਹੈ	oblique	{0} ਮਿਲੀਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	grain • ( = 64.79891 mg)	n/a	n/a	nominative	{0} ਗ੍ਰੇਨ	ਅਧਿਆਪਕ ਨੇ 1 ਗ੍ਰੇਨ ਪੜ੍ਹਾਇਆ	{0} ਗ੍ਰੇਨ	ਅਧਿਆਪਕ ਨੇ 3 ਗ੍ਰੇਨ ਪੜ੍ਹਾਇਆ
mass	grain • ( = 64.79891 mg)	n/a	n/a	oblique	{0} ਗ੍ਰੇਨ	ਅਧਿਆਪਕ ਨੇ 1 ਗ੍ਰੇਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਗ੍ਰੇਨ	ਅਧਿਆਪਕ ਨੇ 3 ਗ੍ਰੇਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	carat • ( = 200 mg)	masculine	ਇਹ ਕਿੰਨੇ ਕੈਰਟ ਦਾ ਹੈ	nominative	{0} ਕੈਰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਰਟ ਪੜ੍ਹਾਇਆ	{0} ਕੈਰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਰਟ ਪੜ੍ਹਾਇਆ
mass	carat • ( = 200 mg)	masculine	ਇਹ ਕਿੰਨੇ ਕੈਰਟ ਦਾ ਹੈ	oblique	{0} ਕੈਰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੈਰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	grams	masculine	ਇਹ ਕਿੰਨੇ ਗ੍ਰਾਮ ਦਾ ਹੈ	nominative	{0} ਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ	{0} ਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ
mass	grams	masculine	ਇਹ ਕਿੰਨੇ ਗ੍ਰਾਮ ਦਾ ਹੈ	oblique	{0} ਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	ounce • ( = 28.349523125 g)	n/a	n/a	nominative	{0} ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਔਂਸ ਪੜ੍ਹਾਇਆ	{0} ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਔਂਸ ਪੜ੍ਹਾਇਆ
mass	ounce • ( = 28.349523125 g)	n/a	n/a	oblique	{0} ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	nominative	{0} ਟਰੌਏ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਟਰੌਏ ਔਂਸ ਪੜ੍ਹਾਇਆ	{0} ਟਰੌਏ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਟਰੌਏ ਔਂਸ ਪੜ੍ਹਾਇਆ
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	oblique	{0} ਟਰੌਏ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 1 ਟਰੌਏ ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਟਰੌਏ ਔਂਸ	ਅਧਿਆਪਕ ਨੇ 3 ਟਰੌਏ ਔਂਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	pound • ( = 453.59237 g)	n/a	n/a	nominative	{0} ਪੌਂਡ	ਅਧਿਆਪਕ ਨੇ 1 ਪੌਂਡ ਪੜ੍ਹਾਇਆ	{0} ਪੌਂਡ	ਅਧਿਆਪਕ ਨੇ 3 ਪੌਂਡ ਪੜ੍ਹਾਇਆ
mass	pound • ( = 453.59237 g)	n/a	n/a	oblique	{0} ਪੌਂਡ	ਅਧਿਆਪਕ ਨੇ 1 ਪੌਂਡ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪੌਂਡ	ਅਧਿਆਪਕ ਨੇ 3 ਪੌਂਡ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	kilograms	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਗ੍ਰਾਮ ਦਾ ਹੈ	nominative	{0} ਕਿਲੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਗ੍ਰਾਮ ਪੜ੍ਹਾਇਆ
mass	kilograms	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਗ੍ਰਾਮ ਦਾ ਹੈ	oblique	{0} ਕਿਲੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਗ੍ਰਾਮ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਗ੍ਰਾਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	stone • ( = 6.35029318 kg)	n/a	n/a	nominative	{0} ਸਟੋਨ	ਅਧਿਆਪਕ ਨੇ 1 ਸਟੋਨ ਪੜ੍ਹਾਇਆ	{0} ਸਟੋਨ	ਅਧਿਆਪਕ ਨੇ 3 ਸਟੋਨ ਪੜ੍ਹਾਇਆ
mass	stone • ( = 6.35029318 kg)	n/a	n/a	oblique	{0} ਸਟੋਨ	ਅਧਿਆਪਕ ਨੇ 1 ਸਟੋਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਸਟੋਨ	ਅਧਿਆਪਕ ਨੇ 3 ਸਟੋਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	ton • ( = 0.90718474 t)	n/a	n/a	nominative	{0} ਅਮਰੀਕੀ ਟਨ	ਅਧਿਆਪਕ ਨੇ 1 ਅਮਰੀਕੀ ਟਨ ਪੜ੍ਹਾਇਆ	{0} ਅਮਰੀਕੀ ਟਨ	ਅਧਿਆਪਕ ਨੇ 3 ਅਮਰੀਕੀ ਟਨ ਪੜ੍ਹਾਇਆ
mass	ton • ( = 0.90718474 t)	n/a	n/a	oblique	{0} ਅਮਰੀਕੀ ਟਨ	ਅਧਿਆਪਕ ਨੇ 1 ਅਮਰੀਕੀ ਟਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਅਮਰੀਕੀ ਟਨ	ਅਧਿਆਪਕ ਨੇ 3 ਅਮਰੀਕੀ ਟਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	metric tons	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰਿਕ ਟਨ ਦਾ ਹੈ	nominative	{0} ਮੀਟਰਿਕ ਟਨ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰਿਕ ਟਨ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਿਕ ਟਨ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਿਕ ਟਨ ਪੜ੍ਹਾਇਆ
mass	metric tons	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰਿਕ ਟਨ ਦਾ ਹੈ	oblique	{0} ਮੀਟਰਿਕ ਟਨ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰਿਕ ਟਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਿਕ ਟਨ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਿਕ ਟਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	nominative	{0} ਅਰਥ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 1 ਅਰਥ ਮਾਸ ਪੜ੍ਹਾਇਆ	{0} ਅਰਥ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 3 ਅਰਥ ਮਾਸ ਪੜ੍ਹਾਇਆ
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	oblique	{0} ਅਰਥ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 1 ਅਰਥ ਮਾਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਅਰਥ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 3 ਅਰਥ ਮਾਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	nominative	{0} ਸੋਲਰ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 1 ਸੋਲਰ ਮਾਸ ਪੜ੍ਹਾਇਆ	{0} ਸੋਲਰ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 3 ਸੋਲਰ ਮਾਸ ਪੜ੍ਹਾਇਆ
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	oblique	{0} ਸੋਲਰ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 1 ਸੋਲਰ ਮਾਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਸੋਲਰ ਮਾਸ	ਅਧਿਆਪਕ ਨੇ 3 ਸੋਲਰ ਮਾਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
night-duration	nights	n/a	n/a	nominative	{0} night	ਅਧਿਆਪਕ ਨੇ 1 night ਪੜ੍ਹਾਇਆ	{0} night	ਅਧਿਆਪਕ ਨੇ 3 night ਪੜ੍ਹਾਇਆ
night-duration	nights	n/a	n/a	oblique	{0} night	ਅਧਿਆਪਕ ਨੇ 1 night ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} night	ਅਧਿਆਪਕ ਨੇ 3 night ਤੱਕ ਪੜ੍ਹਾਇਆ
portion	parts per billion	n/a	n/a	nominative	{0} ppb	ਅਧਿਆਪਕ ਨੇ 1 ppb ਪੜ੍ਹਾਇਆ	{0} ppb	ਅਧਿਆਪਕ ਨੇ 3 ppb ਪੜ੍ਹਾਇਆ
portion	parts per billion	n/a	n/a	oblique	{0} ppb	ਅਧਿਆਪਕ ਨੇ 1 ppb ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ppb	ਅਧਿਆਪਕ ਨੇ 3 ppb ਤੱਕ ਪੜ੍ਹਾਇਆ
portion	parts per million	masculine	ਇਹ ਕਿੰਨੇ ਹਿੱਸਾ ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦਾ ਹੈ	nominative	{0} ਹਿੱਸਾ ਪ੍ਰਤੀ ਮਿਲੀਅਨ	ਅਧਿਆਪਕ ਨੇ 1 ਹਿੱਸਾ ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਪੜ੍ਹਾਇਆ	{0} ਹਿੱਸੇ ਪ੍ਰਤੀ ਮਿਲੀਅਨ	ਅਧਿਆਪਕ ਨੇ 3 ਹਿੱਸੇ ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਪੜ੍ਹਾਇਆ
portion	parts per million	masculine	ਇਹ ਕਿੰਨੇ ਹਿੱਸਾ ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦਾ ਹੈ	oblique	{0} ਹਿੱਸਾ ਪ੍ਰਤੀ ਮਿਲੀਅਨ	ਅਧਿਆਪਕ ਨੇ 1 ਹਿੱਸਾ ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਹਿੱਸੇ ਪ੍ਰਤੀ ਮਿਲੀਅਨ	ਅਧਿਆਪਕ ਨੇ 3 ਹਿੱਸੇ ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
portion	permyriad	masculine	ਇਹ ਕਿੰਨੇ ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ ਦਾ ਹੈ	nominative	{0} ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ	ਅਧਿਆਪਕ ਨੇ 1 ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ ਪੜ੍ਹਾਇਆ	{0} ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ	ਅਧਿਆਪਕ ਨੇ 3 ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ ਪੜ੍ਹਾਇਆ
portion	permyriad	masculine	ਇਹ ਕਿੰਨੇ ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ ਦਾ ਹੈ	oblique	{0} ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ	ਅਧਿਆਪਕ ਨੇ 1 ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ	ਅਧਿਆਪਕ ਨੇ 3 ਪ੍ਰਤੀ ਦਸ ਹਜ਼ਾਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
portion	permille	masculine	ਇਹ ਕਿੰਨੇ ਪਰਮਾਈਲ ਦਾ ਹੈ	nominative	{0} ਪਰਮਾਈਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪਰਮਾਈਲ ਪੜ੍ਹਾਇਆ	{0} ਪਰਮਾਈਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪਰਮਾਈਲ ਪੜ੍ਹਾਇਆ
portion	permille	masculine	ਇਹ ਕਿੰਨੇ ਪਰਮਾਈਲ ਦਾ ਹੈ	oblique	{0} ਪਰਮਾਈਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪਰਮਾਈਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਰਮਾਈਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪਰਮਾਈਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
portion	percent	masculine	ਇਹ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਦਾ ਹੈ	nominative	{0} ਪ੍ਰਤੀਸ਼ਤ	ਅਧਿਆਪਕ ਨੇ 1 ਪ੍ਰਤੀਸ਼ਤ ਪੜ੍ਹਾਇਆ	{0} ਪ੍ਰਤੀਸ਼ਤ	ਅਧਿਆਪਕ ਨੇ 3 ਪ੍ਰਤੀਸ਼ਤ ਪੜ੍ਹਾਇਆ
portion	percent	masculine	ਇਹ ਕਿੰਨੇ ਪ੍ਰਤੀਸ਼ਤ ਦਾ ਹੈ	oblique	{0} ਪ੍ਰਤੀਸ਼ਤ	ਅਧਿਆਪਕ ਨੇ 1 ਪ੍ਰਤੀਸ਼ਤ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪ੍ਰਤੀਸ਼ਤ	ਅਧਿਆਪਕ ਨੇ 3 ਪ੍ਰਤੀਸ਼ਤ ਤੱਕ ਪੜ੍ਹਾਇਆ
portion	karat • ( = 4.1˙6%)	masculine	ਇਹ ਕਿੰਨੇ ਕੇਰਟ ਦਾ ਹੈ	nominative	{0} ਕੇਰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕੇਰਟ ਪੜ੍ਹਾਇਆ	{0} ਕੇਰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕੇਰਟ ਪੜ੍ਹਾਇਆ
portion	karat • ( = 4.1˙6%)	masculine	ਇਹ ਕਿੰਨੇ ਕੇਰਟ ਦਾ ਹੈ	oblique	{0} ਕੇਰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕੇਰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੇਰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕੇਰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	milliwatts	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਵਾਟ ਦਾ ਹੈ	nominative	{0} ਮਿਲੀਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਵਾਟ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਵਾਟ ਪੜ੍ਹਾਇਆ
