# Grammatical Features
#Locale	ID	Feature	Usage	Values
Icelandic	is	grammaticalCase	general	nominative, accusative, genitive, dative
Icelandic	is	grammaticalDefiniteness	general	indefinite, definite
Icelandic	is	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} dagur	<div class='cldr_example'><span class='cldr_substituted'>1</span> dagur</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dagur</div>
Plural	other	{0} dagar	<div class='cldr_example'><span class='cldr_substituted'>2</span> dagar</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> dagar</div>
Case (for measurement units)	nominative	hér er {0}	<div class='cldr_example'>hér er <span class='cldr_substituted'>2 dagar</span></div><div class='cldr_example'>❌  hér er <span class='cldr_substituted'>1 dag</span></div>
Case (for measurement units)	accusative	um {0}	<div class='cldr_example'>um <span class='cldr_substituted'>1 dag</span></div><div class='cldr_example'>❌  um <span class='cldr_substituted'>1 degi</span></div>
Case (for measurement units)	genitive	til {0}	<div class='cldr_example'>til <span class='cldr_substituted'>2 daga</span></div><div class='cldr_example'>❌  til <span class='cldr_substituted'>1 dag</span></div>
Case (for measurement units)	dative	frá {0}	<div class='cldr_example'>frá <span class='cldr_substituted'>1 degi</span></div><div class='cldr_example'>❌  frá <span class='cldr_substituted'>1 dag</span></div>
Gender (for measurement units)	masculine	Einn {0} eftir	<div class='cldr_example'>Einn <span class='cldr_substituted'>dagur</span> eftir</div><div class='cldr_example'>❌  Einn <span class='cldr_substituted'>klukkustund</span> eftir</div>
Gender (for measurement units)	feminine	Ein {0} eftir	<div class='cldr_example'>Ein <span class='cldr_substituted'>klukkustund</span> eftir</div><div class='cldr_example'>❌  Ein <span class='cldr_substituted'>dagur</span> eftir</div>
Gender (for measurement units)	neuter	Eitt {0} eftir	<div class='cldr_example'>Eitt <span class='cldr_substituted'>ár</span> eftir</div><div class='cldr_example'>❌  Eitt <span class='cldr_substituted'>klukkustund</span> eftir</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 2.0
speed	meters per second	masculine	Einn metri á sekúndu eftir	dative	{0} metra á sekúndu	frá 21 metra á sekúndu	{0} metrum á sekúndu	frá 2 metrum á sekúndu
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	nominative	{0} light	hér er 21 light	{0} light	hér er 2 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	accusative	{0} light	um 21 light	{0} light	um 2 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	genitive	{0} light	til 21 light	{0} light	til 2 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	dative	{0} light	frá 21 light	{0} light	frá 2 light
substance-amount	items	neuter	Eitt atriði eftir	nominative	{0} atriði	hér er 21 atriði	{0} atriði	hér er 2 atriði
substance-amount	items	neuter	Eitt atriði eftir	accusative	{0} atriði	um 21 atriði	{0} atriði	um 2 atriði
substance-amount	items	neuter	Eitt atriði eftir	genitive	{0} atriðis	til 21 atriðis	{0} atriða	til 2 atriða
substance-amount	items	neuter	Eitt atriði eftir	dative	{0} atriði	frá 21 atriði	{0} atriðum	frá 2 atriðum
substance-amount	mole • ( = 602214076000000000000000 items)	neuter	Eitt mól eftir	nominative	{0} mól	hér er 21 mól	{0} mól	hér er 2 mól
substance-amount	mole • ( = 602214076000000000000000 items)	neuter	Eitt mól eftir	accusative	{0} mól	um 21 mól	{0} mól	um 2 mól
substance-amount	mole • ( = 602214076000000000000000 items)	neuter	Eitt mól eftir	genitive	{0} móls	til 21 móls	{0} móla	til 2 móla
substance-amount	mole • ( = 602214076000000000000000 items)	neuter	Eitt mól eftir	dative	{0} móli	frá 21 móli	{0} mólum	frá 2 mólum
temperature	degrees temperature	feminine	Ein gráða eftir	nominative	{0} gráða	hér er 21 gráða	{0} gráður	hér er 2 gráður
temperature	degrees temperature	feminine	Ein gráða eftir	accusative	{0} gráðu	um 21 gráðu	{0} gráður	um 2 gráður
temperature	degrees temperature	feminine	Ein gráða eftir	genitive	{0} gráðu	til 21 gráðu	{0} gráða	til 2 gráða
temperature	degrees temperature	feminine	Ein gráða eftir	dative	{0} gráðu	frá 21 gráðu	{0} gráðum	frá 2 gráðum
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	nominative	{0} gráða á Fahrenheit	hér er 21 gráða á Fahrenheit	{0} gráður á Fahrenheit	hér er 2 gráður á Fahrenheit
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	accusative	{0} gráða á Fahrenheit	um 21 gráða á Fahrenheit	{0} gráður á Fahrenheit	um 2 gráður á Fahrenheit
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	genitive	{0} gráða á Fahrenheit	til 21 gráða á Fahrenheit	{0} gráður á Fahrenheit	til 2 gráður á Fahrenheit
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	dative	{0} gráða á Fahrenheit	frá 21 gráða á Fahrenheit	{0} gráður á Fahrenheit	frá 2 gráður á Fahrenheit
temperature	celsius • ( = 1 K)	feminine	Ein gráða á Celsíus eftir	nominative	{0} gráða á Celsíus	hér er 21 gráða á Celsíus	{0} gráður á Celsíus	hér er 2 gráður á Celsíus
temperature	celsius • ( = 1 K)	feminine	Ein gráða á Celsíus eftir	accusative	{0} gráðu á Celsíus	um 21 gráðu á Celsíus	{0} gráður á Celsíus	um 2 gráður á Celsíus
temperature	celsius • ( = 1 K)	feminine	Ein gráða á Celsíus eftir	genitive	{0} gráðu á Celsíus	til 21 gráðu á Celsíus	{0} gráða á Celsíus	til 2 gráða á Celsíus
temperature	celsius • ( = 1 K)	feminine	Ein gráða á Celsíus eftir	dative	{0} gráðu á Celsíus	frá 21 gráðu á Celsíus	{0} gráðum á Celsíus	frá 2 gráðum á Celsíus
temperature	kelvins	neuter	Eitt kelvin eftir	nominative	{0} kelvin	hér er 21 kelvin	{0} kelvin	hér er 2 kelvin
temperature	kelvins	neuter	Eitt kelvin eftir	accusative	{0} kelvin	um 21 kelvin	{0} kelvin	um 2 kelvin
temperature	kelvins	neuter	Eitt kelvin eftir	genitive	{0} kelvins	til 21 kelvins	{0} kelvina	til 2 kelvina
temperature	kelvins	neuter	Eitt kelvin eftir	dative	{0} kelvin	frá 21 kelvin	{0} kelvinum	frá 2 kelvinum
typewidth	typographic ems	neuter	Eitt em eftir	nominative	{0} em	hér er 21 em	{0} em	hér er 2 em
typewidth	typographic ems	neuter	Eitt em eftir	accusative	{0} em	um 21 em	{0} em	um 2 em
typewidth	typographic ems	neuter	Eitt em eftir	genitive	{0} em	til 21 em	{0} em	til 2 em
typewidth	typographic ems	neuter	Eitt em eftir	dative	{0} em	frá 21 em	{0} em	frá 2 em
voltage	volts	neuter	Eitt volt eftir	nominative	{0} volt	hér er 21 volt	{0} volt	hér er 2 volt
voltage	volts	neuter	Eitt volt eftir	accusative	{0} volt	um 21 volt	{0} volt	um 2 volt
voltage	volts	neuter	Eitt volt eftir	genitive	{0} volts	til 21 volts	{0} volta	til 2 volta
voltage	volts	neuter	Eitt volt eftir	dative	{0} volti	frá 21 volti	{0} voltum	frá 2 voltum
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	nominative	{0} dropi	hér er 21 dropi	{0} dropar	hér er 2 dropar
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	accusative	{0} dropi	um 21 dropi	{0} dropar	um 2 dropar
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	genitive	{0} dropi	til 21 dropi	{0} dropar	til 2 dropar
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	dative	{0} dropi	frá 21 dropi	{0} dropar	frá 2 dropar
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	nominative	{0} klípa	hér er 21 klípa	{0} klípur	hér er 2 klípur
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	accusative	{0} klípa	um 21 klípa	{0} klípur	um 2 klípur
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	genitive	{0} klípa	til 21 klípa	{0} klípur	til 2 klípur
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	dative	{0} klípa	frá 21 klípa	{0} klípur	frá 2 klípur
volume	cubic-centimeter • ( = 1 mL)	masculine	Einn rúmsentimetri eftir	nominative	{0} rúmsentimetri	hér er 21 rúmsentimetri	{0} rúmsentimetrar	hér er 2 rúmsentimetrar
volume	cubic-centimeter • ( = 1 mL)	masculine	Einn rúmsentimetri eftir	accusative	{0} rúmsentimetra	um 21 rúmsentimetra	{0} rúmsentimetra	um 2 rúmsentimetra
volume	cubic-centimeter • ( = 1 mL)	masculine	Einn rúmsentimetri eftir	genitive	{0} rúmsentimetra	til 21 rúmsentimetra	{0} rúmsentimetra	til 2 rúmsentimetra
volume	cubic-centimeter • ( = 1 mL)	masculine	Einn rúmsentimetri eftir	dative	{0} rúmsentimetra	frá 21 rúmsentimetra	{0} rúmsentimetrum	frá 2 rúmsentimetrum
volume	milliliters	masculine	Einn millilítri eftir	nominative	{0} millilítri	hér er 21 millilítri	{0} millilítrar	hér er 2 millilítrar
volume	milliliters	masculine	Einn millilítri eftir	accusative	{0} millilítra	um 21 millilítra	{0} millilítra	um 2 millilítra
volume	milliliters	masculine	Einn millilítri eftir	genitive	{0} millilítra	til 21 millilítra	{0} millilítra	til 2 millilítra
volume	milliliters	masculine	Einn millilítri eftir	dative	{0} millilítra	frá 21 millilítra	{0} millilítrum	frá 2 millilítrum
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	nominative	{0} ábætisskeið	hér er 21 ábætisskeið	{0} ábætisskeið	hér er 2 ábætisskeið
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	accusative	{0} ábætisskeið	um 21 ábætisskeið	{0} ábætisskeið	um 2 ábætisskeið
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	genitive	{0} ábætisskeið	til 21 ábætisskeið	{0} ábætisskeið	til 2 ábætisskeið
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	dative	{0} ábætisskeið	frá 21 ábætisskeið	{0} ábætisskeið	frá 2 ábætisskeið
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	nominative	{0} bresk ábætisskeið	hér er 21 bresk ábætisskeið	{0} bresk ábætisskeið	hér er 2 bresk ábætisskeið
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	accusative	{0} bresk ábætisskeið	um 21 bresk ábætisskeið	{0} bresk ábætisskeið	um 2 bresk ábætisskeið
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	genitive	{0} bresk ábætisskeið	til 21 bresk ábætisskeið	{0} bresk ábætisskeið	til 2 bresk ábætisskeið
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	dative	{0} bresk ábætisskeið	frá 21 bresk ábætisskeið	{0} bresk ábætisskeið	frá 2 bresk ábætisskeið
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	nominative	{0} dramm	hér er 21 dramm	{0} drömm	hér er 2 drömm
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	accusative	{0} dramm	um 21 dramm	{0} drömm	um 2 drömm
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	genitive	{0} dramm	til 21 dramm	{0} drömm	til 2 drömm
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	dative	{0} dramm	frá 21 dramm	{0} drömm	frá 2 drömm
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	nominative	{0} teskeið	hér er 21 teskeið	{0} teskeiðar	hér er 2 teskeiðar
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	accusative	{0} teskeið	um 21 teskeið	{0} teskeiðar	um 2 teskeiðar
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	genitive	{0} teskeið	til 21 teskeið	{0} teskeiðar	til 2 teskeiðar
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	dative	{0} teskeið	frá 21 teskeið	{0} teskeiðar	frá 2 teskeiðar
volume	centiliters	masculine	Einn sentilítri eftir	nominative	{0} sentilítri	hér er 21 sentilítri	{0} sentilítrar	hér er 2 sentilítrar
volume	centiliters	masculine	Einn sentilítri eftir	accusative	{0} sentilítra	um 21 sentilítra	{0} sentilítra	um 2 sentilítra
volume	centiliters	masculine	Einn sentilítri eftir	genitive	{0} sentilítra	til 21 sentilítra	{0} sentilítra	til 2 sentilítra
volume	centiliters	masculine	Einn sentilítri eftir	dative	{0} sentilítra	frá 21 sentilítra	{0} sentilítrum	frá 2 sentilítrum
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	nominative	{0} matskeið	hér er 21 matskeið	{0} matskeiðar	hér er 2 matskeiðar
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	accusative	{0} matskeið	um 21 matskeið	{0} matskeiðar	um 2 matskeiðar
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	genitive	{0} matskeið	til 21 matskeið	{0} matskeiðar	til 2 matskeiðar
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	dative	{0} matskeið	frá 21 matskeið	{0} matskeiðar	frá 2 matskeiðar
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	nominative	{0} rúmtomma	hér er 21 rúmtomma	{0} rúmtommur	hér er 2 rúmtommur
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	accusative	{0} rúmtomma	um 21 rúmtomma	{0} rúmtommur	um 2 rúmtommur
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	genitive	{0} rúmtomma	til 21 rúmtomma	{0} rúmtommur	til 2 rúmtommur
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	dative	{0} rúmtomma	frá 21 rúmtomma	{0} rúmtommur	frá 2 rúmtommur
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	nominative	{0} bresk vökvaúnsa	hér er 21 bresk vökvaúnsa	{0} breskar vökvaúnsur	hér er 2 breskar vökvaúnsur
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	accusative	{0} bresk vökvaúnsa	um 21 bresk vökvaúnsa	{0} breskar vökvaúnsur	um 2 breskar vökvaúnsur
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	genitive	{0} bresk vökvaúnsa	til 21 bresk vökvaúnsa	{0} breskar vökvaúnsur	til 2 breskar vökvaúnsur
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	dative	{0} bresk vökvaúnsa	frá 21 bresk vökvaúnsa	{0} breskar vökvaúnsur	frá 2 breskar vökvaúnsur
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	nominative	{0} vökvaúnsa	hér er 21 vökvaúnsa	{0} vökvaúnsur	hér er 2 vökvaúnsur
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	accusative	{0} vökvaúnsa	um 21 vökvaúnsa	{0} vökvaúnsur	um 2 vökvaúnsur
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	genitive	{0} vökvaúnsa	til 21 vökvaúnsa	{0} vökvaúnsur	til 2 vökvaúnsur
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	dative	{0} vökvaúnsa	frá 21 vökvaúnsa	{0} vökvaúnsur	frá 2 vökvaúnsur
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	nominative	{0} sjúss	hér er 21 sjúss	{0} sjússar	hér er 2 sjússar
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	accusative	{0} sjúss	um 21 sjúss	{0} sjússar	um 2 sjússar
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	genitive	{0} sjúss	til 21 sjúss	{0} sjússar	til 2 sjússar
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	dative	{0} sjúss	frá 21 sjúss	{0} sjússar	frá 2 sjússar
volume	deciliter • ( = 10 cL)	masculine	Einn desilítri eftir	nominative	{0} desilítri	hér er 21 desilítri	{0} desilítrar	hér er 2 desilítrar
volume	deciliter • ( = 10 cL)	masculine	Einn desilítri eftir	accusative	{0} desilítra	um 21 desilítra	{0} desilítra	um 2 desilítra
volume	deciliter • ( = 10 cL)	masculine	Einn desilítri eftir	genitive	{0} desilítra	til 21 desilítra	{0} desilítra	til 2 desilítra
volume	deciliter • ( = 10 cL)	masculine	Einn desilítri eftir	dative	{0} desilítra	frá 21 desilítra	{0} desilítrum	frá 2 desilítrum
volume	cup • ( = 23.65882365 cL)	n/a	n/a	nominative	{0} bolli	hér er 21 bolli	{0} bollar	hér er 2 bollar
volume	cup • ( = 23.65882365 cL)	n/a	n/a	accusative	{0} bolli	um 21 bolli	{0} bollar	um 2 bollar
volume	cup • ( = 23.65882365 cL)	n/a	n/a	genitive	{0} bolli	til 21 bolli	{0} bollar	til 2 bollar
volume	cup • ( = 23.65882365 cL)	n/a	n/a	dative	{0} bolli	frá 21 bolli	{0} bollar	frá 2 bollar
volume	cup-metric • ( = 25 cL)	masculine	Einn ástralskur bolli eftir	nominative	{0} ástralskur bolli	hér er 21 ástralskur bolli	{0} ástralskir bollar	hér er 2 ástralskir bollar
volume	cup-metric • ( = 25 cL)	masculine	Einn ástralskur bolli eftir	accusative	{0} ástralskan bolla	um 21 ástralskan bolla	{0} ástralska bolla	um 2 ástralska bolla
volume	cup-metric • ( = 25 cL)	masculine	Einn ástralskur bolli eftir	genitive	{0} ástralsks bolla	til 21 ástralsks bolla	{0} ástralskra bolla	til 2 ástralskra bolla
volume	cup-metric • ( = 25 cL)	masculine	Einn ástralskur bolli eftir	dative	{0} áströlskum bolla	frá 21 áströlskum bolla	{0} áströlskum bollum	frá 2 áströlskum bollum
volume	pint • ( = 47.3176473 cL)	n/a	n/a	nominative	{0} hálfpottur	hér er 21 hálfpottur	{0} hálfpottar	hér er 2 hálfpottar
volume	pint • ( = 47.3176473 cL)	n/a	n/a	accusative	{0} hálfpottur	um 21 hálfpottur	{0} hálfpottar	um 2 hálfpottar
volume	pint • ( = 47.3176473 cL)	n/a	n/a	genitive	{0} hálfpottur	til 21 hálfpottur	{0} hálfpottar	til 2 hálfpottar
volume	pint • ( = 47.3176473 cL)	n/a	n/a	dative	{0} hálfpottur	frá 21 hálfpottur	{0} hálfpottar	frá 2 hálfpottar
volume	pint-metric • ( = 50 cL)	feminine	Ein mpt eftir	nominative	{0} mpt	hér er 21 mpt	{0} mpt	hér er 2 mpt
volume	pint-metric • ( = 50 cL)	feminine	Ein mpt eftir	accusative	{0} mpt	um 21 mpt	{0} mpt	um 2 mpt
volume	pint-metric • ( = 50 cL)	feminine	Ein mpt eftir	genitive	{0} mpt	til 21 mpt	{0} mpt	til 2 mpt
volume	pint-metric • ( = 50 cL)	feminine	Ein mpt eftir	dative	{0} mpt	frá 21 mpt	{0} mpt	frá 2 mpt
volume	quart • ( = 0.946352946 L)	n/a	n/a	nominative	{0} kvart	hér er 21 kvart	{0} kvartar	hér er 2 kvartar
volume	quart • ( = 0.946352946 L)	n/a	n/a	accusative	{0} kvart	um 21 kvart	{0} kvartar	um 2 kvartar
volume	quart • ( = 0.946352946 L)	n/a	n/a	genitive	{0} kvart	til 21 kvart	{0} kvartar	til 2 kvartar
volume	quart • ( = 0.946352946 L)	n/a	n/a	dative	{0} kvart	frá 21 kvart	{0} kvartar	frá 2 kvartar
volume	liters	masculine	Einn lítri eftir	nominative	{0} lítri	hér er 21 lítri	{0} lítrar	hér er 2 lítrar
volume	liters	masculine	Einn lítri eftir	accusative	{0} lítra	um 21 lítra	{0} lítra	um 2 lítra
volume	liters	masculine	Einn lítri eftir	genitive	{0} lítra	til 21 lítra	{0} lítra	til 2 lítra
volume	liters	masculine	Einn lítri eftir	dative	{0} lítra	frá 21 lítra	{0} lítrum	frá 2 lítrum
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	nominative	{0} lagarmál	hér er 21 lagarmál	{0} lagarmál	hér er 2 lagarmál
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	accusative	{0} lagarmál	um 21 lagarmál	{0} lagarmál	um 2 lagarmál
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	genitive	{0} lagarmál	til 21 lagarmál	{0} lagarmál	til 2 lagarmál
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	dative	{0} lagarmál	frá 21 lagarmál	{0} lagarmál	frá 2 lagarmál
volume	gallon • ( = 3.785411784 L)	n/a	n/a	nominative	{0} gallon	hér er 21 gallon	{0} gallon	hér er 2 gallon
volume	gallon • ( = 3.785411784 L)	n/a	n/a	accusative	{0} gallon	um 21 gallon	{0} gallon	um 2 gallon
volume	gallon • ( = 3.785411784 L)	n/a	n/a	genitive	{0} gallon	til 21 gallon	{0} gallon	til 2 gallon
volume	gallon • ( = 3.785411784 L)	n/a	n/a	dative	{0} gallon	frá 21 gallon	{0} gallon	frá 2 gallon
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	nominative	{0} breskt gallon	hér er 21 breskt gallon	{0} breskt gallon	hér er 2 breskt gallon
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	accusative	{0} breskt gallon	um 21 breskt gallon	{0} breskt gallon	um 2 breskt gallon
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	genitive	{0} breskt gallon	til 21 breskt gallon	{0} breskt gallon	til 2 breskt gallon
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	dative	{0} breskt gallon	frá 21 breskt gallon	{0} breskt gallon	frá 2 breskt gallon
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	nominative	{0} rúmfet	hér er 21 rúmfet	{0} rúmfet	hér er 2 rúmfet
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	accusative	{0} rúmfet	um 21 rúmfet	{0} rúmfet	um 2 rúmfet
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	genitive	{0} rúmfet	til 21 rúmfet	{0} rúmfet	til 2 rúmfet
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	dative	{0} rúmfet	frá 21 rúmfet	{0} rúmfet	frá 2 rúmfet
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	nominative	{0} skeppa	hér er 21 skeppa	{0} skeppur	hér er 2 skeppur
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	accusative	{0} skeppa	um 21 skeppa	{0} skeppur	um 2 skeppur
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	genitive	{0} skeppa	til 21 skeppa	{0} skeppur	til 2 skeppur
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	dative	{0} skeppa	frá 21 skeppa	{0} skeppur	frá 2 skeppur
volume	hectoliters	masculine	Einn hektólítri eftir	nominative	{0} hektólítri	hér er 21 hektólítri	{0} hektólítrar	hér er 2 hektólítrar
volume	hectoliters	masculine	Einn hektólítri eftir	accusative	{0} hektólítra	um 21 hektólítra	{0} hektólítra	um 2 hektólítra
volume	hectoliters	masculine	Einn hektólítri eftir	genitive	{0} hektólítra	til 21 hektólítra	{0} hektólítra	til 2 hektólítra
volume	hectoliters	masculine	Einn hektólítri eftir	dative	{0} hektólítra	frá 21 hektólítra	{0} hektólítrum	frá 2 hektólítrum
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	nominative	{0} tunna	hér er 21 tunna	{0} tunnur	hér er 2 tunnur
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	accusative	{0} tunna	um 21 tunna	{0} tunnur	um 2 tunnur
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	genitive	{0} tunna	til 21 tunna	{0} tunnur	til 2 tunnur
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	dative	{0} tunna	frá 21 tunna	{0} tunnur	frá 2 tunnur
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	nominative	{0} rúmyard	hér er 21 rúmyard	{0} rúmyardar	hér er 2 rúmyardar
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	accusative	{0} rúmyard	um 21 rúmyard	{0} rúmyardar	um 2 rúmyardar
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	genitive	{0} rúmyard	til 21 rúmyard	{0} rúmyardar	til 2 rúmyardar
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	dative	{0} rúmyard	frá 21 rúmyard	{0} rúmyardar	frá 2 rúmyardar
volume	cubic meters	masculine	Einn rúmmetri eftir	nominative	{0} rúmmetri	hér er 21 rúmmetri	{0} rúmmetrar	hér er 2 rúmmetrar
volume	cubic meters	masculine	Einn rúmmetri eftir	accusative	{0} rúmmetra	um 21 rúmmetra	{0} rúmmetra	um 2 rúmmetra
volume	cubic meters	masculine	Einn rúmmetri eftir	genitive	{0} rúmmetra	til 21 rúmmetra	{0} rúmmetra	til 2 rúmmetra
volume	cubic meters	masculine	Einn rúmmetri eftir	dative	{0} rúmmetra	frá 21 rúmmetra	{0} rúmmetrum	frá 2 rúmmetrum
volume	megaliters	masculine	Einn megalítri eftir	nominative	{0} megalítri	hér er 21 megalítri	{0} megalítrar	hér er 2 megalítrar
volume	megaliters	masculine	Einn megalítri eftir	accusative	{0} megalítra	um 21 megalítra	{0} megalítra	um 2 megalítra
volume	megaliters	masculine	Einn megalítri eftir	genitive	{0} megalítra	til 21 megalítra	{0} megalítra	til 2 megalítra
volume	megaliters	masculine	Einn megalítri eftir	dative	{0} megalítra	frá 21 megalítra	{0} megalítrum	frá 2 megalítrum
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	nominative	{0} ekrufet	hér er 21 ekrufet	{0} ekrufet	hér er 2 ekrufet
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	accusative	{0} ekrufet	um 21 ekrufet	{0} ekrufet	um 2 ekrufet
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	genitive	{0} ekrufet	til 21 ekrufet	{0} ekrufet	til 2 ekrufet
volume	acre-foot • ( = 1.23348183754752 ML)	n/a	n/a	dative	{0} ekrufet	frá 21 ekrufet	{0} ekrufet	frá 2 ekrufet
volume	cubic kilometers	masculine	Einn rúmkílómetri eftir	nominative	{0} rúmkílómetri	hér er 21 rúmkílómetri	{0} rúmkílómetrar	hér er 2 rúmkílómetrar
volume	cubic kilometers	masculine	Einn rúmkílómetri eftir	accusative	{0} rúmkílómetra	um 21 rúmkílómetra	{0} rúmkílómetra	um 2 rúmkílómetra
volume	cubic kilometers	masculine	Einn rúmkílómetri eftir	genitive	{0} rúmkílómetra	til 21 rúmkílómetra	{0} rúmkílómetra	til 2 rúmkílómetra
volume	cubic kilometers	masculine	Einn rúmkílómetri eftir	dative	{0} rúmkílómetra	frá 21 rúmkílómetra	{0} rúmkílómetrum	frá 2 rúmkílómetrum
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	nominative	{0} rúmmíla	hér er 21 rúmmíla	{0} rúmmílur	hér er 2 rúmmílur
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	accusative	{0} rúmmíla	um 21 rúmmíla	{0} rúmmílur	um 2 rúmmílur
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	genitive	{0} rúmmíla	til 21 rúmmíla	{0} rúmmílur	til 2 rúmmílur
volume	cubic-mile • ( = 4.168181825440579584 km³)	n/a	n/a	dative	{0} rúmmíla	frá 21 rúmmíla	{0} rúmmílur	frá 2 rúmmílur
year-duration	month • ( = 0.08˙3 yrs)	masculine	Einn mánuður eftir	nominative	{0} mánuður	hér er 21 mánuður	{0} mánuðir	hér er 2 mánuðir
