# Grammatical Features
#Locale	ID	Feature	Usage	Values
Croatian	hr	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Croatian	hr	grammaticalCase	units	nominative, accusative, genitive, instrumental
Croatian	hr	grammaticalGender	general	animate, inanimate, feminine, neuter
Croatian	hr	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} sat	<div class='cldr_example'><span class='cldr_substituted'>1</span> sat</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> sat</div>
Plural	few	{0} sata	<div class='cldr_example'><span class='cldr_substituted'>2</span> sata</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> sata</div>
Plural	other	{0} sati	<div class='cldr_example'><span class='cldr_substituted'>5</span> sati</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> sati</div>
Case (for measurement units)	nominative	{0} je...	<div class='cldr_example'><span class='cldr_substituted'>2 kvadratna metra</span> je...</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 kvadratnog metra</span> je...</div>
Case (for measurement units)	accusative	Izmjerio je {0}	<div class='cldr_example'>Izmjerio je <span class='cldr_substituted'>2 kvadratna metra</span></div><div class='cldr_example'>❌  Izmjerio je <span class='cldr_substituted'>1 kvadratnog metra</span></div>
Case (for measurement units)	genitive	Mjerenje {0}	<div class='cldr_example'>Mjerenje <span class='cldr_substituted'>1 kvadratnog metra</span></div><div class='cldr_example'>❌  Mjerenje <span class='cldr_substituted'>2 kvadratna metra</span></div>
Case (for measurement units)	instrumental	Razgovara s {0}	<div class='cldr_example'>Razgovara s <span class='cldr_substituted'>1 kvadratnim metrom</span></div><div class='cldr_example'>❌  Razgovara s <span class='cldr_substituted'>2 kvadratna metra</span></div>
Gender (for measurement units)	inanimate	Ovaj {0}...	<div class='cldr_example'>Ovaj <span class='cldr_substituted'>dan</span>...</div><div class='cldr_example'>❌  Ovaj <span class='cldr_substituted'>minuta</span>...</div>
Gender (for measurement units)	feminine	Ova {0}...	<div class='cldr_example'>Ova <span class='cldr_substituted'>minuta</span>...</div><div class='cldr_example'>❌  Ova <span class='cldr_substituted'>dan</span>...</div>
Gender (for measurement units)	neuter	Ovo {0}...	<div class='cldr_example'>Ovo <span class='cldr_substituted'>stoljeće</span>...</div><div class='cldr_example'>❌  Ovo <span class='cldr_substituted'>minuta</span>...</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for other	Case MP + pattern with 5.0
mass	carat • ( = 200 mg)	inanimate	Ovaj karat...	accusative	{0} karat	Izmjerio je 21 karat	{0} karata	Izmjerio je 3 karata	{0} karata	Izmjerio je 5 karata
mass	carat • ( = 200 mg)	inanimate	Ovaj karat...	genitive	{0} karata	Mjerenje 21 karata	{0} karata	Mjerenje 3 karata	{0} karata	Mjerenje 5 karata
mass	carat • ( = 200 mg)	inanimate	Ovaj karat...	instrumental	{0} karatom	Razgovara s 21 karatom	{0} karata	Razgovara s 3 karata	{0} karata	Razgovara s 5 karata
mass	grams	inanimate	Ovaj gram...	nominative	{0} gram	21 gram je...	{0} grama	3 grama je...	{0} grama	5 grama je...
mass	grams	inanimate	Ovaj gram...	accusative	{0} gram	Izmjerio je 21 gram	{0} grama	Izmjerio je 3 grama	{0} grama	Izmjerio je 5 grama
mass	grams	inanimate	Ovaj gram...	genitive	{0} grama	Mjerenje 21 grama	{0} grama	Mjerenje 3 grama	{0} grama	Mjerenje 5 grama
mass	grams	inanimate	Ovaj gram...	instrumental	{0} gramom	Razgovara s 21 gramom	{0} grama	Razgovara s 3 grama	{0} grama	Razgovara s 5 grama
mass	ounce • ( = 28.349523125 g)	n/a	n/a	nominative	{0} unca	21 unca je...	{0} unce	3 unce je...	{0} unci	5 unci je...
mass	ounce • ( = 28.349523125 g)	n/a	n/a	accusative	{0} unca	Izmjerio je 21 unca	{0} unce	Izmjerio je 3 unce	{0} unci	Izmjerio je 5 unci
mass	ounce • ( = 28.349523125 g)	n/a	n/a	genitive	{0} unca	Mjerenje 21 unca	{0} unce	Mjerenje 3 unce	{0} unci	Mjerenje 5 unci
mass	ounce • ( = 28.349523125 g)	n/a	n/a	instrumental	{0} unca	Razgovara s 21 unca	{0} unce	Razgovara s 3 unce	{0} unci	Razgovara s 5 unci
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	nominative	{0} troy unca	21 troy unca je...	{0} troy unce	3 troy unce je...	{0} troy unci	5 troy unci je...
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	accusative	{0} troy unca	Izmjerio je 21 troy unca	{0} troy unce	Izmjerio je 3 troy unce	{0} troy unci	Izmjerio je 5 troy unci
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	genitive	{0} troy unca	Mjerenje 21 troy unca	{0} troy unce	Mjerenje 3 troy unce	{0} troy unci	Mjerenje 5 troy unci
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	instrumental	{0} troy unca	Razgovara s 21 troy unca	{0} troy unce	Razgovara s 3 troy unce	{0} troy unci	Razgovara s 5 troy unci
mass	pound • ( = 453.59237 g)	n/a	n/a	nominative	{0} funta	21 funta je...	{0} funte	3 funte je...	{0} funti	5 funti je...
mass	pound • ( = 453.59237 g)	n/a	n/a	accusative	{0} funta	Izmjerio je 21 funta	{0} funte	Izmjerio je 3 funte	{0} funti	Izmjerio je 5 funti
mass	pound • ( = 453.59237 g)	n/a	n/a	genitive	{0} funta	Mjerenje 21 funta	{0} funte	Mjerenje 3 funte	{0} funti	Mjerenje 5 funti
mass	pound • ( = 453.59237 g)	n/a	n/a	instrumental	{0} funta	Razgovara s 21 funta	{0} funte	Razgovara s 3 funte	{0} funti	Razgovara s 5 funti
mass	kilograms	inanimate	Ovaj kilogram...	nominative	{0} kilogram	21 kilogram je...	{0} kilograma	3 kilograma je...	{0} kilograma	5 kilograma je...
mass	kilograms	inanimate	Ovaj kilogram...	accusative	{0} kilogram	Izmjerio je 21 kilogram	{0} kilograma	Izmjerio je 3 kilograma	{0} kilograma	Izmjerio je 5 kilograma
mass	kilograms	inanimate	Ovaj kilogram...	genitive	{0} kilograma	Mjerenje 21 kilograma	{0} kilograma	Mjerenje 3 kilograma	{0} kilograma	Mjerenje 5 kilograma
mass	kilograms	inanimate	Ovaj kilogram...	instrumental	{0} kilogramom	Razgovara s 21 kilogramom	{0} kilograma	Razgovara s 3 kilograma	{0} kilograma	Razgovara s 5 kilograma
mass	stone • ( = 6.35029318 kg)	n/a	n/a	nominative	{0} kamen	21 kamen je...	{0} kamena	3 kamena je...	{0} kamena	5 kamena je...
mass	stone • ( = 6.35029318 kg)	n/a	n/a	accusative	{0} kamen	Izmjerio je 21 kamen	{0} kamena	Izmjerio je 3 kamena	{0} kamena	Izmjerio je 5 kamena
mass	stone • ( = 6.35029318 kg)	n/a	n/a	genitive	{0} kamen	Mjerenje 21 kamen	{0} kamena	Mjerenje 3 kamena	{0} kamena	Mjerenje 5 kamena
mass	stone • ( = 6.35029318 kg)	n/a	n/a	instrumental	{0} kamen	Razgovara s 21 kamen	{0} kamena	Razgovara s 3 kamena	{0} kamena	Razgovara s 5 kamena
mass	ton • ( = 0.90718474 t)	n/a	n/a	nominative	{0} kratka tona	21 kratka tona je...	{0} kratke tone	3 kratke tone je...	{0} kratkih tona	5 kratkih tona je...
mass	ton • ( = 0.90718474 t)	n/a	n/a	accusative	{0} kratka tona	Izmjerio je 21 kratka tona	{0} kratke tone	Izmjerio je 3 kratke tone	{0} kratkih tona	Izmjerio je 5 kratkih tona
mass	ton • ( = 0.90718474 t)	n/a	n/a	genitive	{0} kratka tona	Mjerenje 21 kratka tona	{0} kratke tone	Mjerenje 3 kratke tone	{0} kratkih tona	Mjerenje 5 kratkih tona
mass	ton • ( = 0.90718474 t)	n/a	n/a	instrumental	{0} kratka tona	Razgovara s 21 kratka tona	{0} kratke tone	Razgovara s 3 kratke tone	{0} kratkih tona	Razgovara s 5 kratkih tona
mass	metric tons	feminine	Ova tona...	nominative	{0} tona	21 tona je...	{0} tone	3 tone je...	{0} tona	5 tona je...
mass	metric tons	feminine	Ova tona...	accusative	{0} tonu	Izmjerio je 21 tonu	{0} tone	Izmjerio je 3 tone	{0} tona	Izmjerio je 5 tona
mass	metric tons	feminine	Ova tona...	genitive	{0} tone	Mjerenje 21 tone	{0} tone	Mjerenje 3 tone	{0} tona	Mjerenje 5 tona
mass	metric tons	feminine	Ova tona...	instrumental	{0} tonom	Razgovara s 21 tonom	{0} tone	Razgovara s 3 tone	{0} tona	Razgovara s 5 tona
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	nominative	{0} Zemljina masa	21 Zemljina masa je...	{0} Zemljine mase	3 Zemljine mase je...	{0} Zemljinih masa	5 Zemljinih masa je...
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	accusative	{0} Zemljina masa	Izmjerio je 21 Zemljina masa	{0} Zemljine mase	Izmjerio je 3 Zemljine mase	{0} Zemljinih masa	Izmjerio je 5 Zemljinih masa
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	genitive	{0} Zemljina masa	Mjerenje 21 Zemljina masa	{0} Zemljine mase	Mjerenje 3 Zemljine mase	{0} Zemljinih masa	Mjerenje 5 Zemljinih masa
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	instrumental	{0} Zemljina masa	Razgovara s 21 Zemljina masa	{0} Zemljine mase	Razgovara s 3 Zemljine mase	{0} Zemljinih masa	Razgovara s 5 Zemljinih masa
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	nominative	{0} Sunčeva masa	21 Sunčeva masa je...	{0} Sunčeve mase	3 Sunčeve mase je...	{0} Sunčevih masa	5 Sunčevih masa je...
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	accusative	{0} Sunčeva masa	Izmjerio je 21 Sunčeva masa	{0} Sunčeve mase	Izmjerio je 3 Sunčeve mase	{0} Sunčevih masa	Izmjerio je 5 Sunčevih masa
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	genitive	{0} Sunčeva masa	Mjerenje 21 Sunčeva masa	{0} Sunčeve mase	Mjerenje 3 Sunčeve mase	{0} Sunčevih masa	Mjerenje 5 Sunčevih masa
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	instrumental	{0} Sunčeva masa	Razgovara s 21 Sunčeva masa	{0} Sunčeve mase	Razgovara s 3 Sunčeve mase	{0} Sunčevih masa	Razgovara s 5 Sunčevih masa
night-duration	nights	n/a	n/a	nominative	{0} night	21 night je...	{0} night	3 night je...	{0} night	5 night je...
night-duration	nights	n/a	n/a	accusative	{0} night	Izmjerio je 21 night	{0} night	Izmjerio je 3 night	{0} night	Izmjerio je 5 night
night-duration	nights	n/a	n/a	genitive	{0} night	Mjerenje 21 night	{0} night	Mjerenje 3 night	{0} night	Mjerenje 5 night
night-duration	nights	n/a	n/a	instrumental	{0} night	Razgovara s 21 night	{0} night	Razgovara s 3 night	{0} night	Razgovara s 5 night
portion	parts per billion	n/a	n/a	nominative	{0} ppb	21 ppb je...	{0} ppb	3 ppb je...	{0} ppb	5 ppb je...
portion	parts per billion	n/a	n/a	accusative	{0} ppb	Izmjerio je 21 ppb	{0} ppb	Izmjerio je 3 ppb	{0} ppb	Izmjerio je 5 ppb
portion	parts per billion	n/a	n/a	genitive	{0} ppb	Mjerenje 21 ppb	{0} ppb	Mjerenje 3 ppb	{0} ppb	Mjerenje 5 ppb
portion	parts per billion	n/a	n/a	instrumental	{0} ppb	Razgovara s 21 ppb	{0} ppb	Razgovara s 3 ppb	{0} ppb	Razgovara s 5 ppb
portion	parts per million	inanimate	Ovaj dio na milijun...	nominative	{0} dio na milijun	21 dio na milijun je...	{0} dijela na milijun	3 dijela na milijun je...	{0} dijelova na milijun	5 dijelova na milijun je...
portion	parts per million	inanimate	Ovaj dio na milijun...	accusative	{0} dio na milijun	Izmjerio je 21 dio na milijun	{0} dijela na milijun	Izmjerio je 3 dijela na milijun	{0} dijelova na milijun	Izmjerio je 5 dijelova na milijun
portion	parts per million	inanimate	Ovaj dio na milijun...	genitive	{0} dijela na milijun	Mjerenje 21 dijela na milijun	{0} dijela na milijun	Mjerenje 3 dijela na milijun	{0} dijelova na milijun	Mjerenje 5 dijelova na milijun
portion	parts per million	inanimate	Ovaj dio na milijun...	instrumental	{0} dijelom na milijun	Razgovara s 21 dijelom na milijun	{0} dijela na milijun	Razgovara s 3 dijela na milijun	{0} dijelova na milijun	Razgovara s 5 dijelova na milijun
portion	permyriad	inanimate	Ovaj permyriad...	nominative	{0} permyriad	21 permyriad je...	{0} permyriada	3 permyriada je...	{0} permyriada	5 permyriada je...
portion	permyriad	inanimate	Ovaj permyriad...	accusative	{0} permyriad	Izmjerio je 21 permyriad	{0} permyriada	Izmjerio je 3 permyriada	{0} permyriada	Izmjerio je 5 permyriada
portion	permyriad	inanimate	Ovaj permyriad...	genitive	{0} permyriada	Mjerenje 21 permyriada	{0} permyriada	Mjerenje 3 permyriada	{0} permyriada	Mjerenje 5 permyriada
portion	permyriad	inanimate	Ovaj permyriad...	instrumental	{0} permyriadom	Razgovara s 21 permyriadom	{0} permyriada	Razgovara s 3 permyriada	{0} permyriada	Razgovara s 5 permyriada
portion	permille	inanimate	Ovaj promil...	nominative	{0} promil	21 promil je...	{0} promila	3 promila je...	{0} promila	5 promila je...
portion	permille	inanimate	Ovaj promil...	accusative	{0} promil	Izmjerio je 21 promil	{0} promila	Izmjerio je 3 promila	{0} promila	Izmjerio je 5 promila
portion	permille	inanimate	Ovaj promil...	genitive	{0} promila	Mjerenje 21 promila	{0} promila	Mjerenje 3 promila	{0} promila	Mjerenje 5 promila
portion	permille	inanimate	Ovaj promil...	instrumental	{0} promilom	Razgovara s 21 promilom	{0} promila	Razgovara s 3 promila	{0} promila	Razgovara s 5 promila
portion	percent	inanimate	Ovaj posto...	nominative	{0} posto	21 posto je...	{0} posto	3 posto je...	{0} posto	5 posto je...
portion	percent	inanimate	Ovaj posto...	accusative	{0} posto	Izmjerio je 21 posto	{0} posto	Izmjerio je 3 posto	{0} posto	Izmjerio je 5 posto
portion	percent	inanimate	Ovaj posto...	genitive	{0} posto	Mjerenje 21 posto	{0} posto	Mjerenje 3 posto	{0} posto	Mjerenje 5 posto
portion	percent	inanimate	Ovaj posto...	instrumental	{0} posto	Razgovara s 21 posto	{0} posto	Razgovara s 3 posto	{0} posto	Razgovara s 5 posto
portion	karat • ( = 4.1˙6%)	inanimate	Ovaj karat...	nominative	{0} karat	21 karat je...	{0} karata	3 karata je...	{0} karata	5 karata je...
portion	karat • ( = 4.1˙6%)	inanimate	Ovaj karat...	accusative	{0} karat	Izmjerio je 21 karat	{0} karata	Izmjerio je 3 karata	{0} karata	Izmjerio je 5 karata
portion	karat • ( = 4.1˙6%)	inanimate	Ovaj karat...	genitive	{0} karata	Mjerenje 21 karata	{0} karata	Mjerenje 3 karata	{0} karata	Mjerenje 5 karata
portion	karat • ( = 4.1˙6%)	inanimate	Ovaj karat...	instrumental	{0} karatom	Razgovara s 21 karatom	{0} karata	Razgovara s 3 karata	{0} karata	Razgovara s 5 karata
power	milliwatts	inanimate	Ovaj milivat...	nominative	{0} milivat	21 milivat je...	{0} milivata	3 milivata je...	{0} milivata	5 milivata je...
power	milliwatts	inanimate	Ovaj milivat...	accusative	{0} milivat	Izmjerio je 21 milivat	{0} milivata	Izmjerio je 3 milivata	{0} milivata	Izmjerio je 5 milivata
power	milliwatts	inanimate	Ovaj milivat...	genitive	{0} milivata	Mjerenje 21 milivata	{0} milivata	Mjerenje 3 milivata	{0} milivata	Mjerenje 5 milivata
power	milliwatts	inanimate	Ovaj milivat...	instrumental	{0} milivatom	Razgovara s 21 milivatom	{0} milivata	Razgovara s 3 milivata	{0} milivata	Razgovara s 5 milivata
power	watts	inanimate	Ovaj vat...	nominative	{0} vat	21 vat je...	{0} vata	3 vata je...	{0} vati	5 vati je...
power	watts	inanimate	Ovaj vat...	accusative	{0} vat	Izmjerio je 21 vat	{0} vata	Izmjerio je 3 vata	{0} vati	Izmjerio je 5 vati
power	watts	inanimate	Ovaj vat...	genitive	{0} vata	Mjerenje 21 vata	{0} vata	Mjerenje 3 vata	{0} vati	Mjerenje 5 vati
power	watts	inanimate	Ovaj vat...	instrumental	{0} vatom	Razgovara s 21 vatom	{0} vata	Razgovara s 3 vata	{0} vati	Razgovara s 5 vati
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	nominative	{0} konjska snaga	21 konjska snaga je...	{0} konjske snage	3 konjske snage je...	{0} konjskih snaga	5 konjskih snaga je...
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	accusative	{0} konjska snaga	Izmjerio je 21 konjska snaga	{0} konjske snage	Izmjerio je 3 konjske snage	{0} konjskih snaga	Izmjerio je 5 konjskih snaga
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	genitive	{0} konjska snaga	Mjerenje 21 konjska snaga	{0} konjske snage	Mjerenje 3 konjske snage	{0} konjskih snaga	Mjerenje 5 konjskih snaga
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	instrumental	{0} konjska snaga	Razgovara s 21 konjska snaga	{0} konjske snage	Razgovara s 3 konjske snage	{0} konjskih snaga	Razgovara s 5 konjskih snaga
power	kilowatts	inanimate	Ovaj kilovat...	nominative	{0} kilovat	21 kilovat je...	{0} kilovata	3 kilovata je...	{0} kilovata	5 kilovata je...
power	kilowatts	inanimate	Ovaj kilovat...	accusative	{0} kilovat	Izmjerio je 21 kilovat	{0} kilovata	Izmjerio je 3 kilovata	{0} kilovata	Izmjerio je 5 kilovata
power	kilowatts	inanimate	Ovaj kilovat...	genitive	{0} kilovata	Mjerenje 21 kilovata	{0} kilovata	Mjerenje 3 kilovata	{0} kilovata	Mjerenje 5 kilovata
power	kilowatts	inanimate	Ovaj kilovat...	instrumental	{0} kilovatom	Razgovara s 21 kilovatom	{0} kilovata	Razgovara s 3 kilovata	{0} kilovata	Razgovara s 5 kilovata
power	megawatts	inanimate	Ovaj megavat...	nominative	{0} megavat	21 megavat je...	{0} megavata	3 megavata je...	{0} megavata	5 megavata je...
power	megawatts	inanimate	Ovaj megavat...	accusative	{0} megavat	Izmjerio je 21 megavat	{0} megavata	Izmjerio je 3 megavata	{0} megavata	Izmjerio je 5 megavata
power	megawatts	inanimate	Ovaj megavat...	genitive	{0} megavata	Mjerenje 21 megavata	{0} megavata	Mjerenje 3 megavata	{0} megavata	Mjerenje 5 megavata
power	megawatts	inanimate	Ovaj megavat...	instrumental	{0} megavatom	Razgovara s 21 megavatom	{0} megavata	Razgovara s 3 megavata	{0} megavata	Razgovara s 5 megavata
power	gigawatts	inanimate	Ovaj gigavat...	nominative	{0} gigavat	21 gigavat je...	{0} gigavata	3 gigavata je...	{0} gigavata	5 gigavata je...
power	gigawatts	inanimate	Ovaj gigavat...	accusative	{0} gigavat	Izmjerio je 21 gigavat	{0} gigavata	Izmjerio je 3 gigavata	{0} gigavata	Izmjerio je 5 gigavata
power	gigawatts	inanimate	Ovaj gigavat...	genitive	{0} gigavata	Mjerenje 21 gigavata	{0} gigavata	Mjerenje 3 gigavata	{0} gigavata	Mjerenje 5 gigavata
power	gigawatts	inanimate	Ovaj gigavat...	instrumental	{0} gigavatom	Razgovara s 21 gigavatom	{0} gigavata	Razgovara s 3 gigavata	{0} gigavata	Razgovara s 5 gigavata
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	nominative	{0} sjaj Sunca	21 sjaj Sunca je...	{0} sjaja Sunca	3 sjaja Sunca je...	{0} sjaja Sunca	5 sjaja Sunca je...
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	accusative	{0} sjaj Sunca	Izmjerio je 21 sjaj Sunca	{0} sjaja Sunca	Izmjerio je 3 sjaja Sunca	{0} sjaja Sunca	Izmjerio je 5 sjaja Sunca
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	genitive	{0} sjaj Sunca	Mjerenje 21 sjaj Sunca	{0} sjaja Sunca	Mjerenje 3 sjaja Sunca	{0} sjaja Sunca	Mjerenje 5 sjaja Sunca
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	instrumental	{0} sjaj Sunca	Razgovara s 21 sjaj Sunca	{0} sjaja Sunca	Razgovara s 3 sjaja Sunca	{0} sjaja Sunca	Razgovara s 5 sjaja Sunca
pressure	pascals	inanimate	Ovaj paskal...	nominative	{0} paskal	21 paskal je...	{0} paskala	3 paskala je...	{0} paskala	5 paskala je...
pressure	pascals	inanimate	Ovaj paskal...	accusative	{0} paskal	Izmjerio je 21 paskal	{0} paskala	Izmjerio je 3 paskala	{0} paskala	Izmjerio je 5 paskala
pressure	pascals	inanimate	Ovaj paskal...	genitive	{0} paskala	Mjerenje 21 paskala	{0} paskala	Mjerenje 3 paskala	{0} paskala	Mjerenje 5 paskala
pressure	pascals	inanimate	Ovaj paskal...	instrumental	{0} paskalom	Razgovara s 21 paskalom	{0} paskala	Razgovara s 3 paskala	{0} paskala	Razgovara s 5 paskala
pressure	hectopascal • ( = 1 mbar)	inanimate	Ovaj hektopaskal...	nominative	{0} hektopaskal	21 hektopaskal je...	{0} hektopaskala	3 hektopaskala je...	{0} hektopaskala	5 hektopaskala je...
pressure	hectopascal • ( = 1 mbar)	inanimate	Ovaj hektopaskal...	accusative	{0} hektopaskal	Izmjerio je 21 hektopaskal	{0} hektopaskala	Izmjerio je 3 hektopaskala	{0} hektopaskala	Izmjerio je 5 hektopaskala
pressure	hectopascal • ( = 1 mbar)	inanimate	Ovaj hektopaskal...	genitive	{0} hektopaskala	Mjerenje 21 hektopaskala	{0} hektopaskala	Mjerenje 3 hektopaskala	{0} hektopaskala	Mjerenje 5 hektopaskala
pressure	hectopascal • ( = 1 mbar)	inanimate	Ovaj hektopaskal...	instrumental	{0} hektopaskalom	Razgovara s 21 hektopaskalom	{0} hektopaskala	Razgovara s 3 hektopaskala	{0} hektopaskala	Razgovara s 5 hektopaskala
pressure	millibars	inanimate	Ovaj milibar...	nominative	{0} milibar	21 milibar je...	{0} milibara	3 milibara je...	{0} milibara	5 milibara je...
pressure	millibars	inanimate	Ovaj milibar...	accusative	{0} milibar	Izmjerio je 21 milibar	{0} milibara	Izmjerio je 3 milibara	{0} milibara	Izmjerio je 5 milibara
pressure	millibars	inanimate	Ovaj milibar...	genitive	{0} milibara	Mjerenje 21 milibara	{0} milibara	Mjerenje 3 milibara	{0} milibara	Mjerenje 5 milibara
pressure	millibars	inanimate	Ovaj milibar...	instrumental	{0} milibarom	Razgovara s 21 milibarom	{0} milibara	Razgovara s 3 milibara	{0} milibara	Razgovara s 5 milibara
pressure	kilopascals	inanimate	Ovaj kilopaskal...	nominative	{0} kilopaskal	21 kilopaskal je...	{0} kilopaskala	3 kilopaskala je...	{0} kilopaskala	5 kilopaskala je...
pressure	kilopascals	inanimate	Ovaj kilopaskal...	accusative	{0} kilopaskal	Izmjerio je 21 kilopaskal	{0} kilopaskala	Izmjerio je 3 kilopaskala	{0} kilopaskala	Izmjerio je 5 kilopaskala
pressure	kilopascals	inanimate	Ovaj kilopaskal...	genitive	{0} kilopaskala	Mjerenje 21 kilopaskala	{0} kilopaskala	Mjerenje 3 kilopaskala	{0} kilopaskala	Mjerenje 5 kilopaskala
pressure	kilopascals	inanimate	Ovaj kilopaskal...	instrumental	{0} kilopaskalom	Razgovara s 21 kilopaskalom	{0} kilopaskala	Razgovara s 3 kilopaskala	{0} kilopaskala	Razgovara s 5 kilopaskala
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} inč žive	21 inč žive je...	{0} inča žive	3 inča žive je...	{0} inča žive	5 inča žive je...
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	accusative	{0} inč žive	Izmjerio je 21 inč žive	{0} inča žive	Izmjerio je 3 inča žive	{0} inča žive	Izmjerio je 5 inča žive
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	genitive	{0} inč žive	Mjerenje 21 inč žive	{0} inča žive	Mjerenje 3 inča žive	{0} inča žive	Mjerenje 5 inča žive
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	instrumental	{0} inč žive	Razgovara s 21 inč žive	{0} inča žive	Razgovara s 3 inča žive	{0} inča žive	Razgovara s 5 inča žive
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} funta po kvadratnom inču	21 funta po kvadratnom inču je...	{0} funte po kvadratnom inču	3 funte po kvadratnom inču je...	{0} funti po kvadratnom inču	5 funti po kvadratnom inču je...
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	accusative	{0} funta po kvadratnom inču	Izmjerio je 21 funta po kvadratnom inču	{0} funte po kvadratnom inču	Izmjerio je 3 funte po kvadratnom inču	{0} funti po kvadratnom inču	Izmjerio je 5 funti po kvadratnom inču
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	genitive	{0} funta po kvadratnom inču	Mjerenje 21 funta po kvadratnom inču	{0} funte po kvadratnom inču	Mjerenje 3 funte po kvadratnom inču	{0} funti po kvadratnom inču	Mjerenje 5 funti po kvadratnom inču
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	instrumental	{0} funta po kvadratnom inču	Razgovara s 21 funta po kvadratnom inču	{0} funte po kvadratnom inču	Razgovara s 3 funte po kvadratnom inču	{0} funti po kvadratnom inču	Razgovara s 5 funti po kvadratnom inču
pressure	bars	inanimate	Ovaj bar...	nominative	{0} bar	21 bar je...	{0} bara	3 bara je...	{0} bara	5 bara je...
pressure	bars	inanimate	Ovaj bar...	accusative	{0} bar	Izmjerio je 21 bar	{0} bara	Izmjerio je 3 bara	{0} bara	Izmjerio je 5 bara
pressure	bars	inanimate	Ovaj bar...	genitive	{0} bara	Mjerenje 21 bara	{0} bara	Mjerenje 3 bara	{0} bara	Mjerenje 5 bara
pressure	bars	inanimate	Ovaj bar...	instrumental	{0} barom	Razgovara s 21 barom	{0} bara	Razgovara s 3 bara	{0} bara	Razgovara s 5 bara
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ova atmosfera...	nominative	{0} atmosfera	21 atmosfera je...	{0} atmosfere	3 atmosfere je...	{0} atmosfera	5 atmosfera je...
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ova atmosfera...	accusative	{0} atmosferu	Izmjerio je 21 atmosferu	{0} atmosfere	Izmjerio je 3 atmosfere	{0} atmosfera	Izmjerio je 5 atmosfera
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ova atmosfera...	genitive	{0} atmosfere	Mjerenje 21 atmosfere	{0} atmosfere	Mjerenje 3 atmosfere	{0} atmosfera	Mjerenje 5 atmosfera
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ova atmosfera...	instrumental	{0} atmosferom	Razgovara s 21 atmosferom	{0} atmosfere	Razgovara s 3 atmosfere	{0} atmosfera	Razgovara s 5 atmosfera
pressure	megapascals	inanimate	Ovaj megapaskal...	nominative	{0} megapaskal	21 megapaskal je...	{0} megapaskala	3 megapaskala je...	{0} megapaskala	5 megapaskala je...
pressure	megapascals	inanimate	Ovaj megapaskal...	accusative	{0} megapaskal	Izmjerio je 21 megapaskal	{0} megapaskala	Izmjerio je 3 megapaskala	{0} megapaskala	Izmjerio je 5 megapaskala
