# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 metru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 metr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 metru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 metr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 metru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 metr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 metrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 metr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>den</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>den</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	dative	{0} špetka	Díky 1 špetka navíc to mohl stihnout.	{0} špetky	Díky 3 špetky navíc to mohl stihnout.	{0} špetky	Díky 0,1 špetky navíc to mohl stihnout.	{0} špetek	Díky 5 špetek navíc to mohl stihnout.
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	instrumental	{0} špetka	Spokojíme se s 1 špetka.	{0} špetky	Spokojíme se s 3 špetky.	{0} špetky	Spokojíme se s 0,1 špetky.	{0} špetek	Spokojíme se s 5 špetek.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	nominative	{0} centimetr krychlový	Chybí ještě 1 centimetr krychlový.	{0} centimetry krychlové	Chybí ještě 3 centimetry krychlové.	{0} centimetru krychlového	Chybí ještě 0,1 centimetru krychlového.	{0} centimetrů krychlových	Chybí ještě 5 centimetrů krychlových.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	accusative	{0} centimetr krychlový	Naměřili jsme 1 centimetr krychlový.	{0} centimetry krychlové	Naměřili jsme 3 centimetry krychlové.	{0} centimetru krychlového	Naměřili jsme 0,1 centimetru krychlového.	{0} centimetrů krychlových	Naměřili jsme 5 centimetrů krychlových.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	genitive	{0} centimetru krychlového	Bez 1 centimetru krychlového se obejdeme.	{0} centimetrů krychlových	Bez 3 centimetrů krychlových se obejdeme.	{0} centimetru krychlového	Bez 0,1 centimetru krychlového se obejdeme.	{0} centimetrů krychlových	Bez 5 centimetrů krychlových se obejdeme.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	locative	{0} centimetru krychlovém	Po 1 centimetru krychlovém se zastavil.	{0} centimetrech krychlových	Po 3 centimetrech krychlových se zastavil.	{0} centimetru krychlového	Po 0,1 centimetru krychlového se zastavil.	{0} centimetrech krychlových	Po 5 centimetrech krychlových se zastavil.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	dative	{0} centimetru krychlovému	Díky 1 centimetru krychlovému navíc to mohl stihnout.	{0} centimetrům krychlovým	Díky 3 centimetrům krychlovým navíc to mohl stihnout.	{0} centimetru krychlového	Díky 0,1 centimetru krychlového navíc to mohl stihnout.	{0} centimetrům krychlovým	Díky 5 centimetrům krychlovým navíc to mohl stihnout.
volume	cubic-centimeter • ( = 1 mL)	inanimate	Jeden centimetr krychlový stál 135 Kč.	instrumental	{0} centimetrem krychlovým	Spokojíme se s 1 centimetrem krychlovým.	{0} centimetry krychlovými	Spokojíme se s 3 centimetry krychlovými.	{0} centimetru krychlového	Spokojíme se s 0,1 centimetru krychlového.	{0} centimetry krychlovými	Spokojíme se s 5 centimetry krychlovými.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	nominative	{0} mililitr	Chybí ještě 1 mililitr.	{0} mililitry	Chybí ještě 3 mililitry.	{0} mililitru	Chybí ještě 0,1 mililitru.	{0} mililitrů	Chybí ještě 5 mililitrů.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	accusative	{0} mililitr	Naměřili jsme 1 mililitr.	{0} mililitry	Naměřili jsme 3 mililitry.	{0} mililitru	Naměřili jsme 0,1 mililitru.	{0} mililitrů	Naměřili jsme 5 mililitrů.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	genitive	{0} mililitru	Bez 1 mililitru se obejdeme.	{0} mililitrů	Bez 3 mililitrů se obejdeme.	{0} mililitru	Bez 0,1 mililitru se obejdeme.	{0} mililitrů	Bez 5 mililitrů se obejdeme.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	locative	{0} mililitru	Po 1 mililitru se zastavil.	{0} mililitrech	Po 3 mililitrech se zastavil.	{0} mililitru	Po 0,1 mililitru se zastavil.	{0} mililitrech	Po 5 mililitrech se zastavil.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	dative	{0} mililitru	Díky 1 mililitru navíc to mohl stihnout.	{0} mililitrům	Díky 3 mililitrům navíc to mohl stihnout.	{0} mililitru	Díky 0,1 mililitru navíc to mohl stihnout.	{0} mililitrům	Díky 5 mililitrům navíc to mohl stihnout.
volume	milliliters	inanimate	Jeden mililitr stál 135 Kč.	instrumental	{0} mililitrem	Spokojíme se s 1 mililitrem.	{0} mililitry	Spokojíme se s 3 mililitry.	{0} mililitru	Spokojíme se s 0,1 mililitru.	{0} mililitry	Spokojíme se s 5 mililitry.
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	nominative	{0} dezertní lžička	Chybí ještě 1 dezertní lžička.	{0} dezertní lžičky	Chybí ještě 3 dezertní lžičky.	{0} dezertní lžičky	Chybí ještě 0,1 dezertní lžičky.	{0} dezertních lžiček	Chybí ještě 5 dezertních lžiček.
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	accusative	{0} dezertní lžička	Naměřili jsme 1 dezertní lžička.	{0} dezertní lžičky	Naměřili jsme 3 dezertní lžičky.	{0} dezertní lžičky	Naměřili jsme 0,1 dezertní lžičky.	{0} dezertních lžiček	Naměřili jsme 5 dezertních lžiček.
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	genitive	{0} dezertní lžička	Bez 1 dezertní lžička se obejdeme.	{0} dezertní lžičky	Bez 3 dezertní lžičky se obejdeme.	{0} dezertní lžičky	Bez 0,1 dezertní lžičky se obejdeme.	{0} dezertních lžiček	Bez 5 dezertních lžiček se obejdeme.
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	locative	{0} dezertní lžička	Po 1 dezertní lžička se zastavil.	{0} dezertní lžičky	Po 3 dezertní lžičky se zastavil.	{0} dezertní lžičky	Po 0,1 dezertní lžičky se zastavil.	{0} dezertních lžiček	Po 5 dezertních lžiček se zastavil.
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	dative	{0} dezertní lžička	Díky 1 dezertní lžička navíc to mohl stihnout.	{0} dezertní lžičky	Díky 3 dezertní lžičky navíc to mohl stihnout.	{0} dezertní lžičky	Díky 0,1 dezertní lžičky navíc to mohl stihnout.	{0} dezertních lžiček	Díky 5 dezertních lžiček navíc to mohl stihnout.
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	instrumental	{0} dezertní lžička	Spokojíme se s 1 dezertní lžička.	{0} dezertní lžičky	Spokojíme se s 3 dezertní lžičky.	{0} dezertní lžičky	Spokojíme se s 0,1 dezertní lžičky.	{0} dezertních lžiček	Spokojíme se s 5 dezertních lžiček.
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	nominative	{0} britská dezertní lžička	Chybí ještě 1 britská dezertní lžička.	{0} britské dezertní lžičky	Chybí ještě 3 britské dezertní lžičky.	{0} britské dezertní lžičky	Chybí ještě 0,1 britské dezertní lžičky.	{0} britských dezertních lžiček	Chybí ještě 5 britských dezertních lžiček.
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	accusative	{0} britská dezertní lžička	Naměřili jsme 1 britská dezertní lžička.	{0} britské dezertní lžičky	Naměřili jsme 3 britské dezertní lžičky.	{0} britské dezertní lžičky	Naměřili jsme 0,1 britské dezertní lžičky.	{0} britských dezertních lžiček	Naměřili jsme 5 britských dezertních lžiček.
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	genitive	{0} britská dezertní lžička	Bez 1 britská dezertní lžička se obejdeme.	{0} britské dezertní lžičky	Bez 3 britské dezertní lžičky se obejdeme.	{0} britské dezertní lžičky	Bez 0,1 britské dezertní lžičky se obejdeme.	{0} britských dezertních lžiček	Bez 5 britských dezertních lžiček se obejdeme.
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	locative	{0} britská dezertní lžička	Po 1 britská dezertní lžička se zastavil.	{0} britské dezertní lžičky	Po 3 britské dezertní lžičky se zastavil.	{0} britské dezertní lžičky	Po 0,1 britské dezertní lžičky se zastavil.	{0} britských dezertních lžiček	Po 5 britských dezertních lžiček se zastavil.
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	dative	{0} britská dezertní lžička	Díky 1 britská dezertní lžička navíc to mohl stihnout.	{0} britské dezertní lžičky	Díky 3 britské dezertní lžičky navíc to mohl stihnout.	{0} britské dezertní lžičky	Díky 0,1 britské dezertní lžičky navíc to mohl stihnout.	{0} britských dezertních lžiček	Díky 5 britských dezertních lžiček navíc to mohl stihnout.
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	instrumental	{0} britská dezertní lžička	Spokojíme se s 1 britská dezertní lžička.	{0} britské dezertní lžičky	Spokojíme se s 3 britské dezertní lžičky.	{0} britské dezertní lžičky	Spokojíme se s 0,1 britské dezertní lžičky.	{0} britských dezertních lžiček	Spokojíme se s 5 britských dezertních lžiček.
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	nominative	{0} dutý dram	Chybí ještě 1 dutý dram.	{0} duté dramy	Chybí ještě 3 duté dramy.	{0} dutého dramu	Chybí ještě 0,1 dutého dramu.	{0} dutých dramů	Chybí ještě 5 dutých dramů.
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	accusative	{0} dutý dram	Naměřili jsme 1 dutý dram.	{0} duté dramy	Naměřili jsme 3 duté dramy.	{0} dutého dramu	Naměřili jsme 0,1 dutého dramu.	{0} dutých dramů	Naměřili jsme 5 dutých dramů.
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	genitive	{0} dutý dram	Bez 1 dutý dram se obejdeme.	{0} duté dramy	Bez 3 duté dramy se obejdeme.	{0} dutého dramu	Bez 0,1 dutého dramu se obejdeme.	{0} dutých dramů	Bez 5 dutých dramů se obejdeme.
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	locative	{0} dutý dram	Po 1 dutý dram se zastavil.	{0} duté dramy	Po 3 duté dramy se zastavil.	{0} dutého dramu	Po 0,1 dutého dramu se zastavil.	{0} dutých dramů	Po 5 dutých dramů se zastavil.
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	dative	{0} dutý dram	Díky 1 dutý dram navíc to mohl stihnout.	{0} duté dramy	Díky 3 duté dramy navíc to mohl stihnout.	{0} dutého dramu	Díky 0,1 dutého dramu navíc to mohl stihnout.	{0} dutých dramů	Díky 5 dutých dramů navíc to mohl stihnout.
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	instrumental	{0} dutý dram	Spokojíme se s 1 dutý dram.	{0} duté dramy	Spokojíme se s 3 duté dramy.	{0} dutého dramu	Spokojíme se s 0,1 dutého dramu.	{0} dutých dramů	Spokojíme se s 5 dutých dramů.
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	nominative	{0} lžička	Chybí ještě 1 lžička.	{0} lžičky	Chybí ještě 3 lžičky.	{0} lžičky	Chybí ještě 0,1 lžičky.	{0} lžiček	Chybí ještě 5 lžiček.
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	accusative	{0} lžička	Naměřili jsme 1 lžička.	{0} lžičky	Naměřili jsme 3 lžičky.	{0} lžičky	Naměřili jsme 0,1 lžičky.	{0} lžiček	Naměřili jsme 5 lžiček.
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	genitive	{0} lžička	Bez 1 lžička se obejdeme.	{0} lžičky	Bez 3 lžičky se obejdeme.	{0} lžičky	Bez 0,1 lžičky se obejdeme.	{0} lžiček	Bez 5 lžiček se obejdeme.
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	locative	{0} lžička	Po 1 lžička se zastavil.	{0} lžičky	Po 3 lžičky se zastavil.	{0} lžičky	Po 0,1 lžičky se zastavil.	{0} lžiček	Po 5 lžiček se zastavil.
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	dative	{0} lžička	Díky 1 lžička navíc to mohl stihnout.	{0} lžičky	Díky 3 lžičky navíc to mohl stihnout.	{0} lžičky	Díky 0,1 lžičky navíc to mohl stihnout.	{0} lžiček	Díky 5 lžiček navíc to mohl stihnout.
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	instrumental	{0} lžička	Spokojíme se s 1 lžička.	{0} lžičky	Spokojíme se s 3 lžičky.	{0} lžičky	Spokojíme se s 0,1 lžičky.	{0} lžiček	Spokojíme se s 5 lžiček.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	nominative	{0} centilitr	Chybí ještě 1 centilitr.	{0} centilitry	Chybí ještě 3 centilitry.	{0} centilitru	Chybí ještě 0,1 centilitru.	{0} centilitrů	Chybí ještě 5 centilitrů.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	accusative	{0} centilitr	Naměřili jsme 1 centilitr.	{0} centilitry	Naměřili jsme 3 centilitry.	{0} centilitru	Naměřili jsme 0,1 centilitru.	{0} centilitrů	Naměřili jsme 5 centilitrů.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	genitive	{0} centilitru	Bez 1 centilitru se obejdeme.	{0} centilitrů	Bez 3 centilitrů se obejdeme.	{0} centilitru	Bez 0,1 centilitru se obejdeme.	{0} centilitrů	Bez 5 centilitrů se obejdeme.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	locative	{0} centilitru	Po 1 centilitru se zastavil.	{0} centilitrech	Po 3 centilitrech se zastavil.	{0} centilitru	Po 0,1 centilitru se zastavil.	{0} centilitrech	Po 5 centilitrech se zastavil.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	dative	{0} centilitru	Díky 1 centilitru navíc to mohl stihnout.	{0} centilitrům	Díky 3 centilitrům navíc to mohl stihnout.	{0} centilitru	Díky 0,1 centilitru navíc to mohl stihnout.	{0} centilitrům	Díky 5 centilitrům navíc to mohl stihnout.
volume	centiliters	inanimate	Jeden centilitr stál 135 Kč.	instrumental	{0} centilitrem	Spokojíme se s 1 centilitrem.	{0} centilitry	Spokojíme se s 3 centilitry.	{0} centilitru	Spokojíme se s 0,1 centilitru.	{0} centilitry	Spokojíme se s 5 centilitry.
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	nominative	{0} lžíce	Chybí ještě 1 lžíce.	{0} lžíce	Chybí ještě 3 lžíce.	{0} lžíce	Chybí ještě 0,1 lžíce.	{0} lžic	Chybí ještě 5 lžic.
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	accusative	{0} lžíce	Naměřili jsme 1 lžíce.	{0} lžíce	Naměřili jsme 3 lžíce.	{0} lžíce	Naměřili jsme 0,1 lžíce.	{0} lžic	Naměřili jsme 5 lžic.
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	genitive	{0} lžíce	Bez 1 lžíce se obejdeme.	{0} lžíce	Bez 3 lžíce se obejdeme.	{0} lžíce	Bez 0,1 lžíce se obejdeme.	{0} lžic	Bez 5 lžic se obejdeme.
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	locative	{0} lžíce	Po 1 lžíce se zastavil.	{0} lžíce	Po 3 lžíce se zastavil.	{0} lžíce	Po 0,1 lžíce se zastavil.	{0} lžic	Po 5 lžic se zastavil.
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	dative	{0} lžíce	Díky 1 lžíce navíc to mohl stihnout.	{0} lžíce	Díky 3 lžíce navíc to mohl stihnout.	{0} lžíce	Díky 0,1 lžíce navíc to mohl stihnout.	{0} lžic	Díky 5 lžic navíc to mohl stihnout.
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	instrumental	{0} lžíce	Spokojíme se s 1 lžíce.	{0} lžíce	Spokojíme se s 3 lžíce.	{0} lžíce	Spokojíme se s 0,1 lžíce.	{0} lžic	Spokojíme se s 5 lžic.
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	nominative	{0} palec krychlový	Chybí ještě 1 palec krychlový.	{0} palce krychlové	Chybí ještě 3 palce krychlové.	{0} palce krychlového	Chybí ještě 0,1 palce krychlového.	{0} palců krychlových	Chybí ještě 5 palců krychlových.
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	accusative	{0} palec krychlový	Naměřili jsme 1 palec krychlový.	{0} palce krychlové	Naměřili jsme 3 palce krychlové.	{0} palce krychlového	Naměřili jsme 0,1 palce krychlového.	{0} palců krychlových	Naměřili jsme 5 palců krychlových.
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	genitive	{0} palec krychlový	Bez 1 palec krychlový se obejdeme.	{0} palce krychlové	Bez 3 palce krychlové se obejdeme.	{0} palce krychlového	Bez 0,1 palce krychlového se obejdeme.	{0} palců krychlových	Bez 5 palců krychlových se obejdeme.
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	locative	{0} palec krychlový	Po 1 palec krychlový se zastavil.	{0} palce krychlové	Po 3 palce krychlové se zastavil.	{0} palce krychlového	Po 0,1 palce krychlového se zastavil.	{0} palců krychlových	Po 5 palců krychlových se zastavil.
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	dative	{0} palec krychlový	Díky 1 palec krychlový navíc to mohl stihnout.	{0} palce krychlové	Díky 3 palce krychlové navíc to mohl stihnout.	{0} palce krychlového	Díky 0,1 palce krychlového navíc to mohl stihnout.	{0} palců krychlových	Díky 5 palců krychlových navíc to mohl stihnout.
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	instrumental	{0} palec krychlový	Spokojíme se s 1 palec krychlový.	{0} palce krychlové	Spokojíme se s 3 palce krychlové.	{0} palce krychlového	Spokojíme se s 0,1 palce krychlového.	{0} palců krychlových	Spokojíme se s 5 palců krychlových.
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	nominative	{0} britská dutá unce	Chybí ještě 1 britská dutá unce.	{0} britské duté unce	Chybí ještě 3 britské duté unce.	{0} britské duté unce	Chybí ještě 0,1 britské duté unce.	{0} britských dutých uncí	Chybí ještě 5 britských dutých uncí.
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	accusative	{0} britská dutá unce	Naměřili jsme 1 britská dutá unce.	{0} britské duté unce	Naměřili jsme 3 britské duté unce.	{0} britské duté unce	Naměřili jsme 0,1 britské duté unce.	{0} britských dutých uncí	Naměřili jsme 5 britských dutých uncí.
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	genitive	{0} britská dutá unce	Bez 1 britská dutá unce se obejdeme.	{0} britské duté unce	Bez 3 britské duté unce se obejdeme.	{0} britské duté unce	Bez 0,1 britské duté unce se obejdeme.	{0} britských dutých uncí	Bez 5 britských dutých uncí se obejdeme.
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	locative	{0} britská dutá unce	Po 1 britská dutá unce se zastavil.	{0} britské duté unce	Po 3 britské duté unce se zastavil.	{0} britské duté unce	Po 0,1 britské duté unce se zastavil.	{0} britských dutých uncí	Po 5 britských dutých uncí se zastavil.
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	dative	{0} britská dutá unce	Díky 1 britská dutá unce navíc to mohl stihnout.	{0} britské duté unce	Díky 3 britské duté unce navíc to mohl stihnout.	{0} britské duté unce	Díky 0,1 britské duté unce navíc to mohl stihnout.	{0} britských dutých uncí	Díky 5 britských dutých uncí navíc to mohl stihnout.
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	instrumental	{0} britská dutá unce	Spokojíme se s 1 britská dutá unce.	{0} britské duté unce	Spokojíme se s 3 britské duté unce.	{0} britské duté unce	Spokojíme se s 0,1 britské duté unce.	{0} britských dutých uncí	Spokojíme se s 5 britských dutých uncí.
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	nominative	{0} dutá unce	Chybí ještě 1 dutá unce.	{0} duté unce	Chybí ještě 3 duté unce.	{0} duté unce	Chybí ještě 0,1 duté unce.	{0} dutých uncí	Chybí ještě 5 dutých uncí.
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	accusative	{0} dutá unce	Naměřili jsme 1 dutá unce.	{0} duté unce	Naměřili jsme 3 duté unce.	{0} duté unce	Naměřili jsme 0,1 duté unce.	{0} dutých uncí	Naměřili jsme 5 dutých uncí.
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	genitive	{0} dutá unce	Bez 1 dutá unce se obejdeme.	{0} duté unce	Bez 3 duté unce se obejdeme.	{0} duté unce	Bez 0,1 duté unce se obejdeme.	{0} dutých uncí	Bez 5 dutých uncí se obejdeme.
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	locative	{0} dutá unce	Po 1 dutá unce se zastavil.	{0} duté unce	Po 3 duté unce se zastavil.	{0} duté unce	Po 0,1 duté unce se zastavil.	{0} dutých uncí	Po 5 dutých uncí se zastavil.
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	dative	{0} dutá unce	Díky 1 dutá unce navíc to mohl stihnout.	{0} duté unce	Díky 3 duté unce navíc to mohl stihnout.	{0} duté unce	Díky 0,1 duté unce navíc to mohl stihnout.	{0} dutých uncí	Díky 5 dutých uncí navíc to mohl stihnout.
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	instrumental	{0} dutá unce	Spokojíme se s 1 dutá unce.	{0} duté unce	Spokojíme se s 3 duté unce.	{0} duté unce	Spokojíme se s 0,1 duté unce.	{0} dutých uncí	Spokojíme se s 5 dutých uncí.
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	nominative	{0} barmanská odměrka	Chybí ještě 1 barmanská odměrka.	{0} barmanské odměrky	Chybí ještě 3 barmanské odměrky.	{0} barmanské odměrky	Chybí ještě 0,1 barmanské odměrky.	{0} barmanských odměrek	Chybí ještě 5 barmanských odměrek.
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	accusative	{0} barmanská odměrka	Naměřili jsme 1 barmanská odměrka.	{0} barmanské odměrky	Naměřili jsme 3 barmanské odměrky.	{0} barmanské odměrky	Naměřili jsme 0,1 barmanské odměrky.	{0} barmanských odměrek	Naměřili jsme 5 barmanských odměrek.
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	genitive	{0} barmanská odměrka	Bez 1 barmanská odměrka se obejdeme.	{0} barmanské odměrky	Bez 3 barmanské odměrky se obejdeme.	{0} barmanské odměrky	Bez 0,1 barmanské odměrky se obejdeme.	{0} barmanských odměrek	Bez 5 barmanských odměrek se obejdeme.
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	locative	{0} barmanská odměrka	Po 1 barmanská odměrka se zastavil.	{0} barmanské odměrky	Po 3 barmanské odměrky se zastavil.	{0} barmanské odměrky	Po 0,1 barmanské odměrky se zastavil.	{0} barmanských odměrek	Po 5 barmanských odměrek se zastavil.
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	dative	{0} barmanská odměrka	Díky 1 barmanská odměrka navíc to mohl stihnout.	{0} barmanské odměrky	Díky 3 barmanské odměrky navíc to mohl stihnout.	{0} barmanské odměrky	Díky 0,1 barmanské odměrky navíc to mohl stihnout.	{0} barmanských odměrek	Díky 5 barmanských odměrek navíc to mohl stihnout.
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	instrumental	{0} barmanská odměrka	Spokojíme se s 1 barmanská odměrka.	{0} barmanské odměrky	Spokojíme se s 3 barmanské odměrky.	{0} barmanské odměrky	Spokojíme se s 0,1 barmanské odměrky.	{0} barmanských odměrek	Spokojíme se s 5 barmanských odměrek.
volume	deciliter • ( = 10 cL)	inanimate	Jeden decilitr stál 135 Kč.	nominative	{0} decilitr	Chybí ještě 1 decilitr.	{0} decilitry	Chybí ještě 3 decilitry.	{0} decilitru	Chybí ještě 0,1 decilitru.	{0} decilitrů	Chybí ještě 5 decilitrů.
volume	deciliter • ( = 10 cL)	inanimate	Jeden decilitr stál 135 Kč.	accusative	{0} decilitr	Naměřili jsme 1 decilitr.	{0} decilitry	Naměřili jsme 3 decilitry.	{0} decilitru	Naměřili jsme 0,1 decilitru.	{0} decilitrů	Naměřili jsme 5 decilitrů.
