# Grammatical Features
#Locale	ID	Feature	Usage	Values
Tamil	ta	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, ablative
Tamil	ta	grammaticalCase	units	nominative, accusative, dative, ablative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} நாள்	<div class='cldr_example'><span class='cldr_substituted'>1</span> நாள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> நாள்</div>
Plural	other	{0} நாட்கள்	<div class='cldr_example'><span class='cldr_substituted'>2</span> நாட்கள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> நாட்கள்</div>
Case (for measurement units)	nominative	{0} ரூ. 50 மதிப்புடையது	<div class='cldr_example'><span class='cldr_substituted'>2 நாட்கள்</span> ரூ. 50 மதிப்புடையது</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2 நாட்களில்</span> ரூ. 50 மதிப்புடையது</div>
Case (for measurement units)	accusative	… என்பதை {0} … ஆல் பெருக்குதல்	<div class='cldr_example'>… என்பதை <span class='cldr_substituted'>2 நாட்களை</span> … ஆல் பெருக்குதல்</div><div class='cldr_example'>❌  … என்பதை <span class='cldr_substituted'>2 நாட்களில்</span> … ஆல் பெருக்குதல்</div>
Case (for measurement units)	dative	… என்பதற்கு {0} …	<div class='cldr_example'>… என்பதற்கு <span class='cldr_substituted'>2 நாட்களுக்கு</span> …</div><div class='cldr_example'>❌  … என்பதற்கு <span class='cldr_substituted'>2 நாட்களில்</span> …</div>
Case (for measurement units)	ablative	… என்பதிலிருந்து {0} …	<div class='cldr_example'>… என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களில்</span> …</div><div class='cldr_example'>❌  … என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களை</span> …</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
typewidth	typographic ems	ablative	{0} எம்மில்	… என்பதிலிருந்து 1 எம்மில் …	{0} எம்களில்	… என்பதிலிருந்து 2 எம்களில் …
voltage	volts	nominative	{0} வோல்ட்	1 வோல்ட் ரூ. 50 மதிப்புடையது	{0} வோல்ட்கள்	2 வோல்ட்கள் ரூ. 50 மதிப்புடையது
voltage	volts	accusative	{0} வோல்ட்டை	… என்பதை 1 வோல்ட்டை … ஆல் பெருக்குதல்	{0} வோல்ட்களை	… என்பதை 2 வோல்ட்களை … ஆல் பெருக்குதல்
voltage	volts	dative	{0} வோல்ட்டுக்கு	… என்பதற்கு 1 வோல்ட்டுக்கு …	{0} வோல்ட்களுக்கு	… என்பதற்கு 2 வோல்ட்களுக்கு …
voltage	volts	ablative	{0} வோல்ட்டில்	… என்பதிலிருந்து 1 வோல்ட்டில் …	{0} வோல்ட்களில்	… என்பதிலிருந்து 2 வோல்ட்களில் …
volume	drop • ( = 0.0513429332682291˙6 mL)	nominative	{0} துளி	1 துளி ரூ. 50 மதிப்புடையது	{0} துளிகள்	2 துளிகள் ரூ. 50 மதிப்புடையது
volume	drop • ( = 0.0513429332682291˙6 mL)	accusative	{0} துளி	… என்பதை 1 துளி … ஆல் பெருக்குதல்	{0} துளிகள்	… என்பதை 2 துளிகள் … ஆல் பெருக்குதல்
volume	drop • ( = 0.0513429332682291˙6 mL)	dative	{0} துளி	… என்பதற்கு 1 துளி …	{0} துளிகள்	… என்பதற்கு 2 துளிகள் …
volume	drop • ( = 0.0513429332682291˙6 mL)	ablative	{0} துளி	… என்பதிலிருந்து 1 துளி …	{0} துளிகள்	… என்பதிலிருந்து 2 துளிகள் …
volume	pinch • ( = 0.23104319970703125 mL)	nominative	{0} சிட்டிகை	1 சிட்டிகை ரூ. 50 மதிப்புடையது	{0} சிட்டிகை	2 சிட்டிகை ரூ. 50 மதிப்புடையது
volume	pinch • ( = 0.23104319970703125 mL)	accusative	{0} சிட்டிகை	… என்பதை 1 சிட்டிகை … ஆல் பெருக்குதல்	{0} சிட்டிகை	… என்பதை 2 சிட்டிகை … ஆல் பெருக்குதல்
volume	pinch • ( = 0.23104319970703125 mL)	dative	{0} சிட்டிகை	… என்பதற்கு 1 சிட்டிகை …	{0} சிட்டிகை	… என்பதற்கு 2 சிட்டிகை …
volume	pinch • ( = 0.23104319970703125 mL)	ablative	{0} சிட்டிகை	… என்பதிலிருந்து 1 சிட்டிகை …	{0} சிட்டிகை	… என்பதிலிருந்து 2 சிட்டிகை …
volume	cubic-centimeter • ( = 1 mL)	nominative	{0} கன சென்டிமீட்டர்	1 கன சென்டிமீட்டர் ரூ. 50 மதிப்புடையது	{0} கன சென்டிமீட்டர்கள்	2 கன சென்டிமீட்டர்கள் ரூ. 50 மதிப்புடையது
volume	cubic-centimeter • ( = 1 mL)	accusative	{0} கன சென்டிமீட்டரை	… என்பதை 1 கன சென்டிமீட்டரை … ஆல் பெருக்குதல்	{0} கன சென்டிமீட்டர்களை	… என்பதை 2 கன சென்டிமீட்டர்களை … ஆல் பெருக்குதல்
volume	cubic-centimeter • ( = 1 mL)	dative	{0} கன சென்டிமீட்டருக்கு	… என்பதற்கு 1 கன சென்டிமீட்டருக்கு …	{0} கன சென்டிமீட்டர்களுக்கு	… என்பதற்கு 2 கன சென்டிமீட்டர்களுக்கு …
volume	cubic-centimeter • ( = 1 mL)	ablative	{0} கன சென்டிமீட்டரில்	… என்பதிலிருந்து 1 கன சென்டிமீட்டரில் …	{0} கன சென்டிமீட்டர்களில்	… என்பதிலிருந்து 2 கன சென்டிமீட்டர்களில் …
volume	milliliters	nominative	{0} மில்லிலிட்டர்	1 மில்லிலிட்டர் ரூ. 50 மதிப்புடையது	{0} மில்லிலிட்டர்கள்	2 மில்லிலிட்டர்கள் ரூ. 50 மதிப்புடையது
volume	milliliters	accusative	{0} மில்லிலிட்டரை	… என்பதை 1 மில்லிலிட்டரை … ஆல் பெருக்குதல்	{0} மில்லிலிட்டர்களை	… என்பதை 2 மில்லிலிட்டர்களை … ஆல் பெருக்குதல்
volume	milliliters	dative	{0} மில்லிலிட்டருக்கு	… என்பதற்கு 1 மில்லிலிட்டருக்கு …	{0} மில்லிலிட்டர்களுக்கு	… என்பதற்கு 2 மில்லிலிட்டர்களுக்கு …
volume	milliliters	ablative	{0} மில்லிலிட்டரில்	… என்பதிலிருந்து 1 மில்லிலிட்டரில் …	{0} மில்லிலிட்டர்களில்	… என்பதிலிருந்து 2 மில்லிலிட்டர்களில் …
volume	dessert-spoon • ( = 1.84834559765625 mL)	nominative	{0} இனிப்புக் கரண்டி	1 இனிப்புக் கரண்டி ரூ. 50 மதிப்புடையது	{0} இனிப்புக் கரண்டி	2 இனிப்புக் கரண்டி ரூ. 50 மதிப்புடையது
volume	dessert-spoon • ( = 1.84834559765625 mL)	accusative	{0} இனிப்புக் கரண்டி	… என்பதை 1 இனிப்புக் கரண்டி … ஆல் பெருக்குதல்	{0} இனிப்புக் கரண்டி	… என்பதை 2 இனிப்புக் கரண்டி … ஆல் பெருக்குதல்
volume	dessert-spoon • ( = 1.84834559765625 mL)	dative	{0} இனிப்புக் கரண்டி	… என்பதற்கு 1 இனிப்புக் கரண்டி …	{0} இனிப்புக் கரண்டி	… என்பதற்கு 2 இனிப்புக் கரண்டி …
volume	dessert-spoon • ( = 1.84834559765625 mL)	ablative	{0} இனிப்புக் கரண்டி	… என்பதிலிருந்து 1 இனிப்புக் கரண்டி …	{0} இனிப்புக் கரண்டி	… என்பதிலிருந்து 2 இனிப்புக் கரண்டி …
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	nominative	{0} இம்பீரியல் இனிப்புக் கரண்டி	1 இம்பீரியல் இனிப்புக் கரண்டி ரூ. 50 மதிப்புடையது	{0} இம்பீரியல் இனிப்புக் கரண்டிகள்	2 இம்பீரியல் இனிப்புக் கரண்டிகள் ரூ. 50 மதிப்புடையது
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	accusative	{0} இம்பீரியல் இனிப்புக் கரண்டி	… என்பதை 1 இம்பீரியல் இனிப்புக் கரண்டி … ஆல் பெருக்குதல்	{0} இம்பீரியல் இனிப்புக் கரண்டிகள்	… என்பதை 2 இம்பீரியல் இனிப்புக் கரண்டிகள் … ஆல் பெருக்குதல்
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	dative	{0} இம்பீரியல் இனிப்புக் கரண்டி	… என்பதற்கு 1 இம்பீரியல் இனிப்புக் கரண்டி …	{0} இம்பீரியல் இனிப்புக் கரண்டிகள்	… என்பதற்கு 2 இம்பீரியல் இனிப்புக் கரண்டிகள் …
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	ablative	{0} இம்பீரியல் இனிப்புக் கரண்டி	… என்பதிலிருந்து 1 இம்பீரியல் இனிப்புக் கரண்டி …	{0} இம்பீரியல் இனிப்புக் கரண்டிகள்	… என்பதிலிருந்து 2 இம்பீரியல் இனிப்புக் கரண்டிகள் …
volume	dram • ( = 3.6966911953125 mL)	nominative	{0} டிராம்	1 டிராம் ரூ. 50 மதிப்புடையது	{0} டிராம்கள்	2 டிராம்கள் ரூ. 50 மதிப்புடையது
volume	dram • ( = 3.6966911953125 mL)	accusative	{0} டிராம்	… என்பதை 1 டிராம் … ஆல் பெருக்குதல்	{0} டிராம்கள்	… என்பதை 2 டிராம்கள் … ஆல் பெருக்குதல்
volume	dram • ( = 3.6966911953125 mL)	dative	{0} டிராம்	… என்பதற்கு 1 டிராம் …	{0} டிராம்கள்	… என்பதற்கு 2 டிராம்கள் …
volume	dram • ( = 3.6966911953125 mL)	ablative	{0} டிராம்	… என்பதிலிருந்து 1 டிராம் …	{0} டிராம்கள்	… என்பதிலிருந்து 2 டிராம்கள் …
volume	teaspoon • ( = 4.92892159375 mL)	nominative	{0} தேக்கரண்டி	1 தேக்கரண்டி ரூ. 50 மதிப்புடையது	{0} தேக்கரண்டிகள்	2 தேக்கரண்டிகள் ரூ. 50 மதிப்புடையது
volume	teaspoon • ( = 4.92892159375 mL)	accusative	{0} தேக்கரண்டி	… என்பதை 1 தேக்கரண்டி … ஆல் பெருக்குதல்	{0} தேக்கரண்டிகள்	… என்பதை 2 தேக்கரண்டிகள் … ஆல் பெருக்குதல்
volume	teaspoon • ( = 4.92892159375 mL)	dative	{0} தேக்கரண்டி	… என்பதற்கு 1 தேக்கரண்டி …	{0} தேக்கரண்டிகள்	… என்பதற்கு 2 தேக்கரண்டிகள் …
volume	teaspoon • ( = 4.92892159375 mL)	ablative	{0} தேக்கரண்டி	… என்பதிலிருந்து 1 தேக்கரண்டி …	{0} தேக்கரண்டிகள்	… என்பதிலிருந்து 2 தேக்கரண்டிகள் …
volume	centiliters	nominative	{0} சென்டிலிட்டர்	1 சென்டிலிட்டர் ரூ. 50 மதிப்புடையது	{0} சென்டிலிட்டர்கள்	2 சென்டிலிட்டர்கள் ரூ. 50 மதிப்புடையது
volume	centiliters	accusative	{0} சென்டிலிட்டரை	… என்பதை 1 சென்டிலிட்டரை … ஆல் பெருக்குதல்	{0} சென்டிலிட்டர்களை	… என்பதை 2 சென்டிலிட்டர்களை … ஆல் பெருக்குதல்
volume	centiliters	dative	{0} சென்டிலிட்டருக்கு	… என்பதற்கு 1 சென்டிலிட்டருக்கு …	{0} சென்டிலிட்டர்களுக்கு	… என்பதற்கு 2 சென்டிலிட்டர்களுக்கு …
volume	centiliters	ablative	{0} சென்டிலிட்டரில்	… என்பதிலிருந்து 1 சென்டிலிட்டரில் …	{0} சென்டிலிட்டர்களில்	… என்பதிலிருந்து 2 சென்டிலிட்டர்களில் …
volume	tablespoon • ( = 1.478676478125 cL)	nominative	{0} மேஜைக்கரண்டி	1 மேஜைக்கரண்டி ரூ. 50 மதிப்புடையது	{0} மேஜைக்கரண்டிகள்	2 மேஜைக்கரண்டிகள் ரூ. 50 மதிப்புடையது
volume	tablespoon • ( = 1.478676478125 cL)	accusative	{0} மேஜைக்கரண்டி	… என்பதை 1 மேஜைக்கரண்டி … ஆல் பெருக்குதல்	{0} மேஜைக்கரண்டிகள்	… என்பதை 2 மேஜைக்கரண்டிகள் … ஆல் பெருக்குதல்
volume	tablespoon • ( = 1.478676478125 cL)	dative	{0} மேஜைக்கரண்டி	… என்பதற்கு 1 மேஜைக்கரண்டி …	{0} மேஜைக்கரண்டிகள்	… என்பதற்கு 2 மேஜைக்கரண்டிகள் …
volume	tablespoon • ( = 1.478676478125 cL)	ablative	{0} மேஜைக்கரண்டி	… என்பதிலிருந்து 1 மேஜைக்கரண்டி …	{0} மேஜைக்கரண்டிகள்	… என்பதிலிருந்து 2 மேஜைக்கரண்டிகள் …
volume	cubic-inch • ( = 1.6387064 cL)	nominative	{0} கன அங்குலம்	1 கன அங்குலம் ரூ. 50 மதிப்புடையது	{0} கன அங்குலங்கள்	2 கன அங்குலங்கள் ரூ. 50 மதிப்புடையது
volume	cubic-inch • ( = 1.6387064 cL)	accusative	{0} கன அங்குலம்	… என்பதை 1 கன அங்குலம் … ஆல் பெருக்குதல்	{0} கன அங்குலங்கள்	… என்பதை 2 கன அங்குலங்கள் … ஆல் பெருக்குதல்
volume	cubic-inch • ( = 1.6387064 cL)	dative	{0} கன அங்குலம்	… என்பதற்கு 1 கன அங்குலம் …	{0} கன அங்குலங்கள்	… என்பதற்கு 2 கன அங்குலங்கள் …
volume	cubic-inch • ( = 1.6387064 cL)	ablative	{0} கன அங்குலம்	… என்பதிலிருந்து 1 கன அங்குலம் …	{0} கன அங்குலங்கள்	… என்பதிலிருந்து 2 கன அங்குலங்கள் …
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	nominative	{0} இம்பீரியல் திரவ அவுன்ஸ்	1 இம்பீரியல் திரவ அவுன்ஸ் ரூ. 50 மதிப்புடையது	{0} இம்பீரியல் திரவ அவுன்ஸ்கள்	2 இம்பீரியல் திரவ அவுன்ஸ்கள் ரூ. 50 மதிப்புடையது
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	accusative	{0} இம்பீரியல் திரவ அவுன்ஸ்	… என்பதை 1 இம்பீரியல் திரவ அவுன்ஸ் … ஆல் பெருக்குதல்	{0} இம்பீரியல் திரவ அவுன்ஸ்கள்	… என்பதை 2 இம்பீரியல் திரவ அவுன்ஸ்கள் … ஆல் பெருக்குதல்
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	dative	{0} இம்பீரியல் திரவ அவுன்ஸ்	… என்பதற்கு 1 இம்பீரியல் திரவ அவுன்ஸ் …	{0} இம்பீரியல் திரவ அவுன்ஸ்கள்	… என்பதற்கு 2 இம்பீரியல் திரவ அவுன்ஸ்கள் …
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	ablative	{0} இம்பீரியல் திரவ அவுன்ஸ்	… என்பதிலிருந்து 1 இம்பீரியல் திரவ அவுன்ஸ் …	{0} இம்பீரியல் திரவ அவுன்ஸ்கள்	… என்பதிலிருந்து 2 இம்பீரியல் திரவ அவுன்ஸ்கள் …
volume	fluid-ounce • ( = 2.95735295625 cL)	nominative	{0} திரவ அவுன்ஸ்	1 திரவ அவுன்ஸ் ரூ. 50 மதிப்புடையது	{0} திரவ அவுன்ஸ்கள்	2 திரவ அவுன்ஸ்கள் ரூ. 50 மதிப்புடையது
volume	fluid-ounce • ( = 2.95735295625 cL)	accusative	{0} திரவ அவுன்ஸ்	… என்பதை 1 திரவ அவுன்ஸ் … ஆல் பெருக்குதல்	{0} திரவ அவுன்ஸ்கள்	… என்பதை 2 திரவ அவுன்ஸ்கள் … ஆல் பெருக்குதல்
volume	fluid-ounce • ( = 2.95735295625 cL)	dative	{0} திரவ அவுன்ஸ்	… என்பதற்கு 1 திரவ அவுன்ஸ் …	{0} திரவ அவுன்ஸ்கள்	… என்பதற்கு 2 திரவ அவுன்ஸ்கள் …
volume	fluid-ounce • ( = 2.95735295625 cL)	ablative	{0} திரவ அவுன்ஸ்	… என்பதிலிருந்து 1 திரவ அவுன்ஸ் …	{0} திரவ அவுன்ஸ்கள்	… என்பதிலிருந்து 2 திரவ அவுன்ஸ்கள் …
volume	jigger • ( = 4.436029434375 cL)	nominative	{0} ஜிகர்	1 ஜிகர் ரூ. 50 மதிப்புடையது	{0} ஜிகர்கள்	2 ஜிகர்கள் ரூ. 50 மதிப்புடையது
volume	jigger • ( = 4.436029434375 cL)	accusative	{0} ஜிகர்	… என்பதை 1 ஜிகர் … ஆல் பெருக்குதல்	{0} ஜிகர்கள்	… என்பதை 2 ஜிகர்கள் … ஆல் பெருக்குதல்
volume	jigger • ( = 4.436029434375 cL)	dative	{0} ஜிகர்	… என்பதற்கு 1 ஜிகர் …	{0} ஜிகர்கள்	… என்பதற்கு 2 ஜிகர்கள் …
volume	jigger • ( = 4.436029434375 cL)	ablative	{0} ஜிகர்	… என்பதிலிருந்து 1 ஜிகர் …	{0} ஜிகர்கள்	… என்பதிலிருந்து 2 ஜிகர்கள் …
volume	deciliter • ( = 10 cL)	nominative	{0} டெசிலிட்டர்	1 டெசிலிட்டர் ரூ. 50 மதிப்புடையது	{0} டெசிலிட்டர்கள்	2 டெசிலிட்டர்கள் ரூ. 50 மதிப்புடையது
volume	deciliter • ( = 10 cL)	accusative	{0} டெசிலிட்டரை	… என்பதை 1 டெசிலிட்டரை … ஆல் பெருக்குதல்	{0} டெசிலிட்டர்களை	… என்பதை 2 டெசிலிட்டர்களை … ஆல் பெருக்குதல்
volume	deciliter • ( = 10 cL)	dative	{0} டெசிலிட்டருக்கு	… என்பதற்கு 1 டெசிலிட்டருக்கு …	{0} டெசிலிட்டர்களுக்கு	… என்பதற்கு 2 டெசிலிட்டர்களுக்கு …
volume	deciliter • ( = 10 cL)	ablative	{0} டெசிலிட்டரில்	… என்பதிலிருந்து 1 டெசிலிட்டரில் …	{0} டெசிலிட்டர்களில்	… என்பதிலிருந்து 2 டெசிலிட்டர்களில் …
volume	cup • ( = 23.65882365 cL)	nominative	{0} கோப்பை	1 கோப்பை ரூ. 50 மதிப்புடையது	{0} கோப்பைகள்	2 கோப்பைகள் ரூ. 50 மதிப்புடையது
volume	cup • ( = 23.65882365 cL)	accusative	{0} கோப்பை	… என்பதை 1 கோப்பை … ஆல் பெருக்குதல்	{0} கோப்பைகள்	… என்பதை 2 கோப்பைகள் … ஆல் பெருக்குதல்
volume	cup • ( = 23.65882365 cL)	dative	{0} கோப்பை	… என்பதற்கு 1 கோப்பை …	{0} கோப்பைகள்	… என்பதற்கு 2 கோப்பைகள் …
volume	cup • ( = 23.65882365 cL)	ablative	{0} கோப்பை	… என்பதிலிருந்து 1 கோப்பை …	{0} கோப்பைகள்	… என்பதிலிருந்து 2 கோப்பைகள் …
volume	cup-metric • ( = 25 cL)	nominative	{0} மெட்ரிக் கோப்பை	1 மெட்ரிக் கோப்பை ரூ. 50 மதிப்புடையது	{0} மெட்ரிக் கோப்பைகள்	2 மெட்ரிக் கோப்பைகள் ரூ. 50 மதிப்புடையது
volume	cup-metric • ( = 25 cL)	accusative	{0} மெட்ரிக் கோப்பையை	… என்பதை 1 மெட்ரிக் கோப்பையை … ஆல் பெருக்குதல்	{0} மெட்ரிக் கோப்பைகளை	… என்பதை 2 மெட்ரிக் கோப்பைகளை … ஆல் பெருக்குதல்
volume	cup-metric • ( = 25 cL)	dative	{0} மெட்ரிக் கோப்பைக்கு	… என்பதற்கு 1 மெட்ரிக் கோப்பைக்கு …	{0} மெட்ரிக் கோப்பைகளுக்கு	… என்பதற்கு 2 மெட்ரிக் கோப்பைகளுக்கு …
volume	cup-metric • ( = 25 cL)	ablative	{0} மெட்ரிக் கோப்பையில்	… என்பதிலிருந்து 1 மெட்ரிக் கோப்பையில் …	{0} மெட்ரிக் கோப்பைகளில்	… என்பதிலிருந்து 2 மெட்ரிக் கோப்பைகளில் …
volume	pint • ( = 47.3176473 cL)	nominative	{0} பின்ட்	1 பின்ட் ரூ. 50 மதிப்புடையது	{0} பின்ட்கள்	2 பின்ட்கள் ரூ. 50 மதிப்புடையது
volume	pint • ( = 47.3176473 cL)	accusative	{0} பின்ட்	… என்பதை 1 பின்ட் … ஆல் பெருக்குதல்	{0} பின்ட்கள்	… என்பதை 2 பின்ட்கள் … ஆல் பெருக்குதல்
volume	pint • ( = 47.3176473 cL)	dative	{0} பின்ட்	… என்பதற்கு 1 பின்ட் …	{0} பின்ட்கள்	… என்பதற்கு 2 பின்ட்கள் …
volume	pint • ( = 47.3176473 cL)	ablative	{0} பின்ட்	… என்பதிலிருந்து 1 பின்ட் …	{0} பின்ட்கள்	… என்பதிலிருந்து 2 பின்ட்கள் …
volume	pint-metric • ( = 50 cL)	nominative	{0} மெட்ரிக் பின்ட்	1 மெட்ரிக் பின்ட் ரூ. 50 மதிப்புடையது	{0} மெட்ரிக் பின்ட்கள்	2 மெட்ரிக் பின்ட்கள் ரூ. 50 மதிப்புடையது
volume	pint-metric • ( = 50 cL)	accusative	{0} மெட்ரிக் பின்ட்டை	… என்பதை 1 மெட்ரிக் பின்ட்டை … ஆல் பெருக்குதல்	{0} மெட்ரிக் பின்ட்களை	… என்பதை 2 மெட்ரிக் பின்ட்களை … ஆல் பெருக்குதல்
volume	pint-metric • ( = 50 cL)	dative	{0} மெட்ரிக் பின்ட்டுக்கு	… என்பதற்கு 1 மெட்ரிக் பின்ட்டுக்கு …	{0} மெட்ரிக் பின்ட்களுக்கு	… என்பதற்கு 2 மெட்ரிக் பின்ட்களுக்கு …
volume	pint-metric • ( = 50 cL)	ablative	{0} மெட்ரிக் பின்ட்டில்	… என்பதிலிருந்து 1 மெட்ரிக் பின்ட்டில் …	{0} மெட்ரிக் பின்ட்களில்	… என்பதிலிருந்து 2 மெட்ரிக் பின்ட்களில் …
volume	quart • ( = 0.946352946 L)	nominative	{0} குவார்ட்	1 குவார்ட் ரூ. 50 மதிப்புடையது	{0} குவார்ட்ஸ்	2 குவார்ட்ஸ் ரூ. 50 மதிப்புடையது
volume	quart • ( = 0.946352946 L)	accusative	{0} குவார்ட்	… என்பதை 1 குவார்ட் … ஆல் பெருக்குதல்	{0} குவார்ட்ஸ்	… என்பதை 2 குவார்ட்ஸ் … ஆல் பெருக்குதல்
volume	quart • ( = 0.946352946 L)	dative	{0} குவார்ட்	… என்பதற்கு 1 குவார்ட் …	{0} குவார்ட்ஸ்	… என்பதற்கு 2 குவார்ட்ஸ் …
volume	quart • ( = 0.946352946 L)	ablative	{0} குவார்ட்	… என்பதிலிருந்து 1 குவார்ட் …	{0} குவார்ட்ஸ்	… என்பதிலிருந்து 2 குவார்ட்ஸ் …
volume	liters	nominative	{0} லிட்டர்	1 லிட்டர் ரூ. 50 மதிப்புடையது	{0} லிட்டர்கள்	2 லிட்டர்கள் ரூ. 50 மதிப்புடையது
volume	liters	accusative	{0} லிட்டரை	… என்பதை 1 லிட்டரை … ஆல் பெருக்குதல்	{0} லிட்டர்களை	… என்பதை 2 லிட்டர்களை … ஆல் பெருக்குதல்
volume	liters	dative	{0} லிட்டருக்கு	… என்பதற்கு 1 லிட்டருக்கு …	{0} லிட்டர்களுக்கு	… என்பதற்கு 2 லிட்டர்களுக்கு …
volume	liters	ablative	{0} லிட்டரில்	… என்பதிலிருந்து 1 லிட்டரில் …	{0} லிட்டர்களில்	… என்பதிலிருந்து 2 லிட்டர்களில் …
volume	quart-imperial • ( = 1.1365225 L)	nominative	{0} இம்பீரியல் குவார்ட்	1 இம்பீரியல் குவார்ட் ரூ. 50 மதிப்புடையது	{0} இம்பீரியல் குவார்ட்ஸ்	2 இம்பீரியல் குவார்ட்ஸ் ரூ. 50 மதிப்புடையது
volume	quart-imperial • ( = 1.1365225 L)	accusative	{0} இம்பீரியல் குவார்ட்	… என்பதை 1 இம்பீரியல் குவார்ட் … ஆல் பெருக்குதல்	{0} இம்பீரியல் குவார்ட்ஸ்	… என்பதை 2 இம்பீரியல் குவார்ட்ஸ் … ஆல் பெருக்குதல்
volume	quart-imperial • ( = 1.1365225 L)	dative	{0} இம்பீரியல் குவார்ட்	… என்பதற்கு 1 இம்பீரியல் குவார்ட் …	{0} இம்பீரியல் குவார்ட்ஸ்	… என்பதற்கு 2 இம்பீரியல் குவார்ட்ஸ் …
volume	quart-imperial • ( = 1.1365225 L)	ablative	{0} இம்பீரியல் குவார்ட்	… என்பதிலிருந்து 1 இம்பீரியல் குவார்ட் …	{0} இம்பீரியல் குவார்ட்ஸ்	… என்பதிலிருந்து 2 இம்பீரியல் குவார்ட்ஸ் …
volume	gallon • ( = 3.785411784 L)	nominative	{0} கேலன்	1 கேலன் ரூ. 50 மதிப்புடையது	{0} கேலன்கள்	2 கேலன்கள் ரூ. 50 மதிப்புடையது
volume	gallon • ( = 3.785411784 L)	accusative	{0} கேலன்	… என்பதை 1 கேலன் … ஆல் பெருக்குதல்	{0} கேலன்கள்	… என்பதை 2 கேலன்கள் … ஆல் பெருக்குதல்
volume	gallon • ( = 3.785411784 L)	dative	{0} கேலன்	… என்பதற்கு 1 கேலன் …	{0} கேலன்கள்	… என்பதற்கு 2 கேலன்கள் …
volume	gallon • ( = 3.785411784 L)	ablative	{0} கேலன்	… என்பதிலிருந்து 1 கேலன் …	{0} கேலன்கள்	… என்பதிலிருந்து 2 கேலன்கள் …
volume	gallon-imperial • ( = 4.54609 L)	nominative	{0} இம்பீ. கேலன்	1 இம்பீ. கேலன் ரூ. 50 மதிப்புடையது	{0} இம்பீ. கேலன்கள்	2 இம்பீ. கேலன்கள் ரூ. 50 மதிப்புடையது
volume	gallon-imperial • ( = 4.54609 L)	accusative	{0} இம்பீ. கேலன்	… என்பதை 1 இம்பீ. கேலன் … ஆல் பெருக்குதல்	{0} இம்பீ. கேலன்கள்	… என்பதை 2 இம்பீ. கேலன்கள் … ஆல் பெருக்குதல்
volume	gallon-imperial • ( = 4.54609 L)	dative	{0} இம்பீ. கேலன்	… என்பதற்கு 1 இம்பீ. கேலன் …	{0} இம்பீ. கேலன்கள்	… என்பதற்கு 2 இம்பீ. கேலன்கள் …
volume	gallon-imperial • ( = 4.54609 L)	ablative	{0} இம்பீ. கேலன்	… என்பதிலிருந்து 1 இம்பீ. கேலன் …	{0} இம்பீ. கேலன்கள்	… என்பதிலிருந்து 2 இம்பீ. கேலன்கள் …
volume	cubic-foot • ( = 28.316846592 L)	nominative	{0} கன அடி	1 கன அடி ரூ. 50 மதிப்புடையது	{0} கன அடி	2 கன அடி ரூ. 50 மதிப்புடையது
volume	cubic-foot • ( = 28.316846592 L)	accusative	{0} கன அடி	… என்பதை 1 கன அடி … ஆல் பெருக்குதல்	{0} கன அடி	… என்பதை 2 கன அடி … ஆல் பெருக்குதல்
volume	cubic-foot • ( = 28.316846592 L)	dative	{0} கன அடி	… என்பதற்கு 1 கன அடி …	{0} கன அடி	… என்பதற்கு 2 கன அடி …
volume	cubic-foot • ( = 28.316846592 L)	ablative	{0} கன அடி	… என்பதிலிருந்து 1 கன அடி …	{0} கன அடி	… என்பதிலிருந்து 2 கன அடி …
volume	bushel • ( = 35.23907016688 L)	nominative	{0} புசல்	1 புசல் ரூ. 50 மதிப்புடையது	{0} புசல்கள்	2 புசல்கள் ரூ. 50 மதிப்புடையது
volume	bushel • ( = 35.23907016688 L)	accusative	{0} புசல்	… என்பதை 1 புசல் … ஆல் பெருக்குதல்	{0} புசல்கள்	… என்பதை 2 புசல்கள் … ஆல் பெருக்குதல்
volume	bushel • ( = 35.23907016688 L)	dative	{0} புசல்	… என்பதற்கு 1 புசல் …	{0} புசல்கள்	… என்பதற்கு 2 புசல்கள் …
volume	bushel • ( = 35.23907016688 L)	ablative	{0} புசல்	… என்பதிலிருந்து 1 புசல் …	{0} புசல்கள்	… என்பதிலிருந்து 2 புசல்கள் …
