# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 метра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 метрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 метру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 метром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 метр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>день</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>день</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	dative	{0} крапля	Це відповідає 21 крапля	{0} краплі	Це відповідає 3 краплі	{0} крапель	Це відповідає 5 крапель	{0} краплі	Це відповідає 0,1 краплі
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	instrumental	{0} крапля	Вимірюється не 21 крапля	{0} краплі	Вимірюється не 3 краплі	{0} крапель	Вимірюється не 5 крапель	{0} краплі	Вимірюється не 0,1 краплі
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	nominative	{0} дрібка	Є 21 дрібка	{0} дрібки	Є 3 дрібки	{0} дрібок	Є 5 дрібок	{0} дрібки	Є 0,1 дрібки
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	accusative	{0} дрібка	Знайшли 21 дрібка	{0} дрібки	Знайшли 3 дрібки	{0} дрібок	Знайшли 5 дрібок	{0} дрібки	Знайшли 0,1 дрібки
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	genitive	{0} дрібка	Немає 21 дрібка	{0} дрібки	Немає 3 дрібки	{0} дрібок	Немає 5 дрібок	{0} дрібки	Немає 0,1 дрібки
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	locative	{0} дрібка	Міститься в 21 дрібка	{0} дрібки	Міститься в 3 дрібки	{0} дрібок	Міститься в 5 дрібок	{0} дрібки	Міститься в 0,1 дрібки
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	dative	{0} дрібка	Це відповідає 21 дрібка	{0} дрібки	Це відповідає 3 дрібки	{0} дрібок	Це відповідає 5 дрібок	{0} дрібки	Це відповідає 0,1 дрібки
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	instrumental	{0} дрібка	Вимірюється не 21 дрібка	{0} дрібки	Вимірюється не 3 дрібки	{0} дрібок	Вимірюється не 5 дрібок	{0} дрібки	Вимірюється не 0,1 дрібки
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	nominative	{0} кубічний сантиметр	Є 21 кубічний сантиметр	{0} кубічні сантиметри	Є 3 кубічні сантиметри	{0} кубічних сантиметрів	Є 5 кубічних сантиметрів	{0} кубічного сантиметра	Є 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	accusative	{0} кубічний сантиметр	Знайшли 21 кубічний сантиметр	{0} кубічні сантиметри	Знайшли 3 кубічні сантиметри	{0} кубічних сантиметрів	Знайшли 5 кубічних сантиметрів	{0} кубічного сантиметра	Знайшли 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	genitive	{0} кубічного сантиметра	Немає 21 кубічного сантиметра	{0} кубічних сантиметрів	Немає 3 кубічних сантиметрів	{0} кубічних сантиметрів	Немає 5 кубічних сантиметрів	{0} кубічного сантиметра	Немає 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	locative	{0} кубічному сантиметрі	Міститься в 21 кубічному сантиметрі	{0} кубічних сантиметрах	Міститься в 3 кубічних сантиметрах	{0} кубічних сантиметрах	Міститься в 5 кубічних сантиметрах	{0} кубічного сантиметра	Міститься в 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	dative	{0} кубічному сантиметру	Це відповідає 21 кубічному сантиметру	{0} кубічним сантиметрам	Це відповідає 3 кубічним сантиметрам	{0} кубічним сантиметрам	Це відповідає 5 кубічним сантиметрам	{0} кубічного сантиметра	Це відповідає 0,1 кубічного сантиметра
volume	cubic-centimeter • ( = 1 mL)	masculine	Цей кубічний сантиметр	instrumental	{0} кубічним сантиметром	Вимірюється не 21 кубічним сантиметром	{0} кубічними сантиметрами	Вимірюється не 3 кубічними сантиметрами	{0} кубічними сантиметрами	Вимірюється не 5 кубічними сантиметрами	{0} кубічного сантиметра	Вимірюється не 0,1 кубічного сантиметра
volume	milliliters	masculine	Цей мілілітр	nominative	{0} мілілітр	Є 21 мілілітр	{0} мілілітри	Є 3 мілілітри	{0} мілілітрів	Є 5 мілілітрів	{0} мілілітра	Є 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	accusative	{0} мілілітр	Знайшли 21 мілілітр	{0} мілілітри	Знайшли 3 мілілітри	{0} мілілітрів	Знайшли 5 мілілітрів	{0} мілілітра	Знайшли 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	genitive	{0} мілілітра	Немає 21 мілілітра	{0} мілілітрів	Немає 3 мілілітрів	{0} мілілітрів	Немає 5 мілілітрів	{0} мілілітра	Немає 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	locative	{0} мілілітрі	Міститься в 21 мілілітрі	{0} мілілітрах	Міститься в 3 мілілітрах	{0} мілілітрах	Міститься в 5 мілілітрах	{0} мілілітра	Міститься в 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	dative	{0} мілілітру	Це відповідає 21 мілілітру	{0} мілілітрам	Це відповідає 3 мілілітрам	{0} мілілітрам	Це відповідає 5 мілілітрам	{0} мілілітра	Це відповідає 0,1 мілілітра
volume	milliliters	masculine	Цей мілілітр	instrumental	{0} мілілітром	Вимірюється не 21 мілілітром	{0} мілілітрами	Вимірюється не 3 мілілітрами	{0} мілілітрами	Вимірюється не 5 мілілітрами	{0} мілілітра	Вимірюється не 0,1 мілілітра
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	nominative	{0} десертна ложка	Є 21 десертна ложка	{0} десертні ложки	Є 3 десертні ложки	{0} десертних ложок	Є 5 десертних ложок	{0} десертної ложки	Є 0,1 десертної ложки
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	accusative	{0} десертна ложка	Знайшли 21 десертна ложка	{0} десертні ложки	Знайшли 3 десертні ложки	{0} десертних ложок	Знайшли 5 десертних ложок	{0} десертної ложки	Знайшли 0,1 десертної ложки
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	genitive	{0} десертна ложка	Немає 21 десертна ложка	{0} десертні ложки	Немає 3 десертні ложки	{0} десертних ложок	Немає 5 десертних ложок	{0} десертної ложки	Немає 0,1 десертної ложки
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	locative	{0} десертна ложка	Міститься в 21 десертна ложка	{0} десертні ложки	Міститься в 3 десертні ложки	{0} десертних ложок	Міститься в 5 десертних ложок	{0} десертної ложки	Міститься в 0,1 десертної ложки
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	dative	{0} десертна ложка	Це відповідає 21 десертна ложка	{0} десертні ложки	Це відповідає 3 десертні ложки	{0} десертних ложок	Це відповідає 5 десертних ложок	{0} десертної ложки	Це відповідає 0,1 десертної ложки
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	instrumental	{0} десертна ложка	Вимірюється не 21 десертна ложка	{0} десертні ложки	Вимірюється не 3 десертні ложки	{0} десертних ложок	Вимірюється не 5 десертних ложок	{0} десертної ложки	Вимірюється не 0,1 десертної ложки
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	nominative	{0} англійська десертна ложка	Є 21 англійська десертна ложка	{0} англійські десертні ложки	Є 3 англійські десертні ложки	{0} англійських десертних ложок	Є 5 англійських десертних ложок	{0} англійської десертної ложки	Є 0,1 англійської десертної ложки
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	accusative	{0} англійська десертна ложка	Знайшли 21 англійська десертна ложка	{0} англійські десертні ложки	Знайшли 3 англійські десертні ложки	{0} англійських десертних ложок	Знайшли 5 англійських десертних ложок	{0} англійської десертної ложки	Знайшли 0,1 англійської десертної ложки
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	genitive	{0} англійська десертна ложка	Немає 21 англійська десертна ложка	{0} англійські десертні ложки	Немає 3 англійські десертні ложки	{0} англійських десертних ложок	Немає 5 англійських десертних ложок	{0} англійської десертної ложки	Немає 0,1 англійської десертної ложки
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	locative	{0} англійська десертна ложка	Міститься в 21 англійська десертна ложка	{0} англійські десертні ложки	Міститься в 3 англійські десертні ложки	{0} англійських десертних ложок	Міститься в 5 англійських десертних ложок	{0} англійської десертної ложки	Міститься в 0,1 англійської десертної ложки
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	dative	{0} англійська десертна ложка	Це відповідає 21 англійська десертна ложка	{0} англійські десертні ложки	Це відповідає 3 англійські десертні ложки	{0} англійських десертних ложок	Це відповідає 5 англійських десертних ложок	{0} англійської десертної ложки	Це відповідає 0,1 англійської десертної ложки
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	instrumental	{0} англійська десертна ложка	Вимірюється не 21 англійська десертна ложка	{0} англійські десертні ложки	Вимірюється не 3 англійські десертні ложки	{0} англійських десертних ложок	Вимірюється не 5 англійських десертних ложок	{0} англійської десертної ложки	Вимірюється не 0,1 англійської десертної ложки
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	nominative	{0} рідинна драхма	Є 21 рідинна драхма	{0} рідинні драхми	Є 3 рідинні драхми	{0} рідинних драхм	Є 5 рідинних драхм	{0} рідинної драхми	Є 0,1 рідинної драхми
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	accusative	{0} рідинна драхма	Знайшли 21 рідинна драхма	{0} рідинні драхми	Знайшли 3 рідинні драхми	{0} рідинних драхм	Знайшли 5 рідинних драхм	{0} рідинної драхми	Знайшли 0,1 рідинної драхми
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	genitive	{0} рідинна драхма	Немає 21 рідинна драхма	{0} рідинні драхми	Немає 3 рідинні драхми	{0} рідинних драхм	Немає 5 рідинних драхм	{0} рідинної драхми	Немає 0,1 рідинної драхми
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	locative	{0} рідинна драхма	Міститься в 21 рідинна драхма	{0} рідинні драхми	Міститься в 3 рідинні драхми	{0} рідинних драхм	Міститься в 5 рідинних драхм	{0} рідинної драхми	Міститься в 0,1 рідинної драхми
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	dative	{0} рідинна драхма	Це відповідає 21 рідинна драхма	{0} рідинні драхми	Це відповідає 3 рідинні драхми	{0} рідинних драхм	Це відповідає 5 рідинних драхм	{0} рідинної драхми	Це відповідає 0,1 рідинної драхми
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	instrumental	{0} рідинна драхма	Вимірюється не 21 рідинна драхма	{0} рідинні драхми	Вимірюється не 3 рідинні драхми	{0} рідинних драхм	Вимірюється не 5 рідинних драхм	{0} рідинної драхми	Вимірюється не 0,1 рідинної драхми
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	nominative	{0} чайна ложка	Є 21 чайна ложка	{0} чайні ложки	Є 3 чайні ложки	{0} чайних ложок	Є 5 чайних ложок	{0} чайної ложки	Є 0,1 чайної ложки
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	accusative	{0} чайна ложка	Знайшли 21 чайна ложка	{0} чайні ложки	Знайшли 3 чайні ложки	{0} чайних ложок	Знайшли 5 чайних ложок	{0} чайної ложки	Знайшли 0,1 чайної ложки
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	genitive	{0} чайна ложка	Немає 21 чайна ложка	{0} чайні ложки	Немає 3 чайні ложки	{0} чайних ложок	Немає 5 чайних ложок	{0} чайної ложки	Немає 0,1 чайної ложки
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	locative	{0} чайна ложка	Міститься в 21 чайна ложка	{0} чайні ложки	Міститься в 3 чайні ложки	{0} чайних ложок	Міститься в 5 чайних ложок	{0} чайної ложки	Міститься в 0,1 чайної ложки
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	dative	{0} чайна ложка	Це відповідає 21 чайна ложка	{0} чайні ложки	Це відповідає 3 чайні ложки	{0} чайних ложок	Це відповідає 5 чайних ложок	{0} чайної ложки	Це відповідає 0,1 чайної ложки
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	instrumental	{0} чайна ложка	Вимірюється не 21 чайна ложка	{0} чайні ложки	Вимірюється не 3 чайні ложки	{0} чайних ложок	Вимірюється не 5 чайних ложок	{0} чайної ложки	Вимірюється не 0,1 чайної ложки
volume	centiliters	masculine	Цей сантилітр	nominative	{0} сантилітр	Є 21 сантилітр	{0} сантилітри	Є 3 сантилітри	{0} сантилітрів	Є 5 сантилітрів	{0} сантилітра	Є 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	accusative	{0} сантилітр	Знайшли 21 сантилітр	{0} сантилітри	Знайшли 3 сантилітри	{0} сантилітрів	Знайшли 5 сантилітрів	{0} сантилітра	Знайшли 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	genitive	{0} сантилітра	Немає 21 сантилітра	{0} сантилітрів	Немає 3 сантилітрів	{0} сантилітрів	Немає 5 сантилітрів	{0} сантилітра	Немає 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	locative	{0} сантилітрі	Міститься в 21 сантилітрі	{0} сантилітрах	Міститься в 3 сантилітрах	{0} сантилітрах	Міститься в 5 сантилітрах	{0} сантилітра	Міститься в 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	dative	{0} сантилітру	Це відповідає 21 сантилітру	{0} сантилітрам	Це відповідає 3 сантилітрам	{0} сантилітрам	Це відповідає 5 сантилітрам	{0} сантилітра	Це відповідає 0,1 сантилітра
volume	centiliters	masculine	Цей сантилітр	instrumental	{0} сантилітром	Вимірюється не 21 сантилітром	{0} сантилітрами	Вимірюється не 3 сантилітрами	{0} сантилітрами	Вимірюється не 5 сантилітрами	{0} сантилітра	Вимірюється не 0,1 сантилітра
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	nominative	{0} столова ложка	Є 21 столова ложка	{0} столові ложки	Є 3 столові ложки	{0} столових ложок	Є 5 столових ложок	{0} столової ложки	Є 0,1 столової ложки
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	accusative	{0} столова ложка	Знайшли 21 столова ложка	{0} столові ложки	Знайшли 3 столові ложки	{0} столових ложок	Знайшли 5 столових ложок	{0} столової ложки	Знайшли 0,1 столової ложки
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	genitive	{0} столова ложка	Немає 21 столова ложка	{0} столові ложки	Немає 3 столові ложки	{0} столових ложок	Немає 5 столових ложок	{0} столової ложки	Немає 0,1 столової ложки
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	locative	{0} столова ложка	Міститься в 21 столова ложка	{0} столові ложки	Міститься в 3 столові ложки	{0} столових ложок	Міститься в 5 столових ложок	{0} столової ложки	Міститься в 0,1 столової ложки
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	dative	{0} столова ложка	Це відповідає 21 столова ложка	{0} столові ложки	Це відповідає 3 столові ложки	{0} столових ложок	Це відповідає 5 столових ложок	{0} столової ложки	Це відповідає 0,1 столової ложки
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	instrumental	{0} столова ложка	Вимірюється не 21 столова ложка	{0} столові ложки	Вимірюється не 3 столові ложки	{0} столових ложок	Вимірюється не 5 столових ложок	{0} столової ложки	Вимірюється не 0,1 столової ложки
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	nominative	{0} кубічний дюйм	Є 21 кубічний дюйм	{0} кубічні дюйми	Є 3 кубічні дюйми	{0} кубічних дюймів	Є 5 кубічних дюймів	{0} кубічного дюйма	Є 0,1 кубічного дюйма
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	accusative	{0} кубічний дюйм	Знайшли 21 кубічний дюйм	{0} кубічні дюйми	Знайшли 3 кубічні дюйми	{0} кубічних дюймів	Знайшли 5 кубічних дюймів	{0} кубічного дюйма	Знайшли 0,1 кубічного дюйма
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	genitive	{0} кубічний дюйм	Немає 21 кубічний дюйм	{0} кубічні дюйми	Немає 3 кубічні дюйми	{0} кубічних дюймів	Немає 5 кубічних дюймів	{0} кубічного дюйма	Немає 0,1 кубічного дюйма
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	locative	{0} кубічний дюйм	Міститься в 21 кубічний дюйм	{0} кубічні дюйми	Міститься в 3 кубічні дюйми	{0} кубічних дюймів	Міститься в 5 кубічних дюймів	{0} кубічного дюйма	Міститься в 0,1 кубічного дюйма
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	dative	{0} кубічний дюйм	Це відповідає 21 кубічний дюйм	{0} кубічні дюйми	Це відповідає 3 кубічні дюйми	{0} кубічних дюймів	Це відповідає 5 кубічних дюймів	{0} кубічного дюйма	Це відповідає 0,1 кубічного дюйма
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	instrumental	{0} кубічний дюйм	Вимірюється не 21 кубічний дюйм	{0} кубічні дюйми	Вимірюється не 3 кубічні дюйми	{0} кубічних дюймів	Вимірюється не 5 кубічних дюймів	{0} кубічного дюйма	Вимірюється не 0,1 кубічного дюйма
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	nominative	{0} англійська рідинна унція	Є 21 англійська рідинна унція	{0} англійські рідинні унції	Є 3 англійські рідинні унції	{0} англійських рідинних унцій	Є 5 англійських рідинних унцій	{0} англійської рідинної унції	Є 0,1 англійської рідинної унції
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	accusative	{0} англійська рідинна унція	Знайшли 21 англійська рідинна унція	{0} англійські рідинні унції	Знайшли 3 англійські рідинні унції	{0} англійських рідинних унцій	Знайшли 5 англійських рідинних унцій	{0} англійської рідинної унції	Знайшли 0,1 англійської рідинної унції
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	genitive	{0} англійська рідинна унція	Немає 21 англійська рідинна унція	{0} англійські рідинні унції	Немає 3 англійські рідинні унції	{0} англійських рідинних унцій	Немає 5 англійських рідинних унцій	{0} англійської рідинної унції	Немає 0,1 англійської рідинної унції
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	locative	{0} англійська рідинна унція	Міститься в 21 англійська рідинна унція	{0} англійські рідинні унції	Міститься в 3 англійські рідинні унції	{0} англійських рідинних унцій	Міститься в 5 англійських рідинних унцій	{0} англійської рідинної унції	Міститься в 0,1 англійської рідинної унції
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	dative	{0} англійська рідинна унція	Це відповідає 21 англійська рідинна унція	{0} англійські рідинні унції	Це відповідає 3 англійські рідинні унції	{0} англійських рідинних унцій	Це відповідає 5 англійських рідинних унцій	{0} англійської рідинної унції	Це відповідає 0,1 англійської рідинної унції
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	instrumental	{0} англійська рідинна унція	Вимірюється не 21 англійська рідинна унція	{0} англійські рідинні унції	Вимірюється не 3 англійські рідинні унції	{0} англійських рідинних унцій	Вимірюється не 5 англійських рідинних унцій	{0} англійської рідинної унції	Вимірюється не 0,1 англійської рідинної унції
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	nominative	{0} рідинна унція	Є 21 рідинна унція	{0} рідинні унції	Є 3 рідинні унції	{0} рідинних унцій	Є 5 рідинних унцій	{0} рідинної унції	Є 0,1 рідинної унції
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	accusative	{0} рідинна унція	Знайшли 21 рідинна унція	{0} рідинні унції	Знайшли 3 рідинні унції	{0} рідинних унцій	Знайшли 5 рідинних унцій	{0} рідинної унції	Знайшли 0,1 рідинної унції
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	genitive	{0} рідинна унція	Немає 21 рідинна унція	{0} рідинні унції	Немає 3 рідинні унції	{0} рідинних унцій	Немає 5 рідинних унцій	{0} рідинної унції	Немає 0,1 рідинної унції
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	locative	{0} рідинна унція	Міститься в 21 рідинна унція	{0} рідинні унції	Міститься в 3 рідинні унції	{0} рідинних унцій	Міститься в 5 рідинних унцій	{0} рідинної унції	Міститься в 0,1 рідинної унції
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	dative	{0} рідинна унція	Це відповідає 21 рідинна унція	{0} рідинні унції	Це відповідає 3 рідинні унції	{0} рідинних унцій	Це відповідає 5 рідинних унцій	{0} рідинної унції	Це відповідає 0,1 рідинної унції
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	instrumental	{0} рідинна унція	Вимірюється не 21 рідинна унція	{0} рідинні унції	Вимірюється не 3 рідинні унції	{0} рідинних унцій	Вимірюється не 5 рідинних унцій	{0} рідинної унції	Вимірюється не 0,1 рідинної унції
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	nominative	{0} мірна склянка	Є 21 мірна склянка	{0} мірні склянки	Є 3 мірні склянки	{0} мірних склянок	Є 5 мірних склянок	{0} мірна склянка	Є 0,1 мірна склянка
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	accusative	{0} мірна склянка	Знайшли 21 мірна склянка	{0} мірні склянки	Знайшли 3 мірні склянки	{0} мірних склянок	Знайшли 5 мірних склянок	{0} мірна склянка	Знайшли 0,1 мірна склянка
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	genitive	{0} мірна склянка	Немає 21 мірна склянка	{0} мірні склянки	Немає 3 мірні склянки	{0} мірних склянок	Немає 5 мірних склянок	{0} мірна склянка	Немає 0,1 мірна склянка
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	locative	{0} мірна склянка	Міститься в 21 мірна склянка	{0} мірні склянки	Міститься в 3 мірні склянки	{0} мірних склянок	Міститься в 5 мірних склянок	{0} мірна склянка	Міститься в 0,1 мірна склянка
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	dative	{0} мірна склянка	Це відповідає 21 мірна склянка	{0} мірні склянки	Це відповідає 3 мірні склянки	{0} мірних склянок	Це відповідає 5 мірних склянок	{0} мірна склянка	Це відповідає 0,1 мірна склянка
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	instrumental	{0} мірна склянка	Вимірюється не 21 мірна склянка	{0} мірні склянки	Вимірюється не 3 мірні склянки	{0} мірних склянок	Вимірюється не 5 мірних склянок	{0} мірна склянка	Вимірюється не 0,1 мірна склянка
volume	deciliter • ( = 10 cL)	masculine	Цей децилітр	nominative	{0} децилітр	Є 21 децилітр	{0} децилітри	Є 3 децилітри	{0} децилітрів	Є 5 децилітрів	{0} децилітра	Є 0,1 децилітра
volume	deciliter • ( = 10 cL)	masculine	Цей децилітр	accusative	{0} децилітр	Знайшли 21 децилітр	{0} децилітри	Знайшли 3 децилітри	{0} децилітрів	Знайшли 5 децилітрів	{0} децилітра	Знайшли 0,1 децилітра
volume	deciliter • ( = 10 cL)	masculine	Цей децилітр	genitive	{0} децилітра	Немає 21 децилітра	{0} децилітрів	Немає 3 децилітрів	{0} децилітрів	Немає 5 децилітрів	{0} децилітра	Немає 0,1 децилітра
volume	deciliter • ( = 10 cL)	masculine	Цей децилітр	locative	{0} децилітрі	Міститься в 21 децилітрі	{0} децилітрах	Міститься в 3 децилітрах	{0} децилітрах	Міститься в 5 децилітрах	{0} децилітра	Міститься в 0,1 децилітра
volume	deciliter • ( = 10 cL)	masculine	Цей децилітр	dative	{0} децилітру	Це відповідає 21 децилітру	{0} децилітрам	Це відповідає 3 децилітрам	{0} децилітрам	Це відповідає 5 децилітрам	{0} децилітра	Це відповідає 0,1 децилітра
volume	deciliter • ( = 10 cL)	masculine	Цей децилітр	instrumental	{0} децилітром	Вимірюється не 21 децилітром	{0} децилітрами	Вимірюється не 3 децилітрами	{0} децилітрами	Вимірюється не 5 децилітрами	{0} децилітра	Вимірюється не 0,1 децилітра
volume	cup • ( = 23.65882365 cL)	n/a	n/a	nominative	{0} чашка	Є 21 чашка	{0} чашки	Є 3 чашки	{0} чашок	Є 5 чашок	{0} чашки	Є 0,1 чашки
volume	cup • ( = 23.65882365 cL)	n/a	n/a	accusative	{0} чашка	Знайшли 21 чашка	{0} чашки	Знайшли 3 чашки	{0} чашок	Знайшли 5 чашок	{0} чашки	Знайшли 0,1 чашки
volume	cup • ( = 23.65882365 cL)	n/a	n/a	genitive	{0} чашка	Немає 21 чашка	{0} чашки	Немає 3 чашки	{0} чашок	Немає 5 чашок	{0} чашки	Немає 0,1 чашки
volume	cup • ( = 23.65882365 cL)	n/a	n/a	locative	{0} чашка	Міститься в 21 чашка	{0} чашки	Міститься в 3 чашки	{0} чашок	Міститься в 5 чашок	{0} чашки	Міститься в 0,1 чашки
